Pop	avg_PRS	LAT	LONG
0	-1.10092221775831	0	0
1	-1.12923554830747	0	1
2	-1.1294378603622	0	2
3	-1.12917296687816	0	3
4	-1.12054721137935	0	4
5	-1.12389567542677	0	5
6	-0.789134682584846	1	0
7	-0.800326924011883	1	1
8	-0.809402820846189	1	2
9	-0.804765569647848	1	3
10	-0.785610128661447	1	4
11	-0.790288100870404	1	5
12	-0.310137506721255	2	0
13	-0.291385766998847	2	1
14	-0.287901491689372	2	2
15	-0.301372968920836	2	3
16	-0.26187102148716	2	4
17	-0.28344381814267	2	5
18	0.255355860030726	3	0
19	0.280834288428178	3	1
20	0.277785336426113	3	2
21	0.290719947460079	3	3
22	0.298393695390291	3	4
23	0.312557127591572	3	5
24	0.771577598067492	4	0
25	0.809107004429039	4	1
26	0.78943708763544	4	2
27	0.796088525747306	4	3
28	0.807990550697726	4	4
29	0.805946004518075	4	5
30	1.12805068527909	5	0
31	1.13455107663099	5	1
32	1.12860413026777	5	2
33	1.11003275637121	5	3
34	1.12817756015004	5	4
35	1.12364304557387	5	5
