Pop	avg_PRS	LAT	LONG
0	-0.0164909692272842	0	0
1	-0.0288367994647972	0	1
2	-0.0137087150921074	0	2
3	-0.0268179995874685	0	3
4	-0.00715148992282599	0	4
5	-0.0383302301544111	0	5
6	-0.0175900437503444	1	0
7	-0.0110949135298076	1	1
8	0.00985759069760694	1	2
9	-0.00725868403394417	1	3
10	0.0100815672923163	1	4
11	0.00266127083652606	1	5
12	0.000806836595981467	2	0
13	0.00356166265417429	2	1
14	0.000727264424201435	2	2
15	0.00600685246941541	2	3
16	0.0320389574153148	2	4
17	0.0249758670249733	2	5
18	-0.015608281481407	3	0
19	-0.0176545708420104	3	1
20	0.00658562933604894	3	2
21	0.0137121107591345	3	3
22	0.0170441250904578	3	4
23	0.0401441812255473	3	5
24	-0.00480126497864675	4	0
25	0.000238721619925134	4	1
26	-0.00498549638717566	4	2
27	0.0064611056038985	4	3
28	-0.00345781523001799	4	4
29	-0.00261875161919501	4	5
30	0.0135689344620184	5	0
31	0.0246367348871987	5	1
32	-0.0142777061501527	5	2
33	-0.00750251644492121	5	3
34	0.00982286755329165	5	4
35	0.0152539679484865	5	5
