Pop	avg_PRS	LAT	LONG
0	-0.529723924312126	0	0
1	-0.470531986032791	0	1
2	-0.413839508893444	0	2
3	-0.403330055804083	0	3
4	-0.354904688301649	0	4
5	-0.348515938964106	0	5
6	-0.488902357224035	1	0
7	-0.355622892306472	1	1
8	-0.290811033467214	1	2
9	-0.26391819115135	1	3
10	-0.215973151803783	1	4
11	-0.231330696915823	1	5
12	-0.459065958763017	2	0
13	-0.303732203263522	2	1
14	-0.0383784601097993	2	2
15	0.000191481435216581	2	3
16	0.029097079776885	2	4
17	0.0432225981547415	2	5
18	-0.381485508138956	3	0
19	-0.282366494267166	3	1
20	-0.0269139087477978	3	2
21	0.380696322815458	3	3
22	0.428803247718681	3	4
23	0.437684767862254	3	5
24	-0.378486109388574	4	0
25	-0.263170944792327	4	1
26	0.00144079372518805	4	2
27	0.430555172338804	4	3
28	0.996972063292561	4	4
29	1.01142820759538	4	5
30	-0.37659337146438	5	0
31	-0.242652141683569	5	1
32	0.0580308187974149	5	2
33	0.463179855712664	5	3
34	1.06718690930606	5	4
35	1.77176020726467	5	5
