Pop	avg_PRS	LAT	LONG
0	-0.130899794386159	0	0
1	-0.0703663775379331	0	1
2	-0.00501989037689922	0	2
3	0.00606116484589664	0	3
4	0.053984854272939	0	4
5	0.0533186575312282	0	5
6	-0.195082173158277	1	0
7	-0.0479854269818364	1	1
8	0.00936441003391367	1	2
9	0.0356935699603936	1	3
10	0.097980914766777	1	4
11	0.0749507469369336	1	5
12	-0.37212157841797	2	0
13	-0.187079569480606	2	1
14	0.0876502403113867	2	2
15	0.126459175174538	2	3
16	0.133793186993146	2	4
17	0.173304589194062	2	5
18	-0.536599795340139	3	0
19	-0.404812069687873	3	1
20	-0.13955805605403	3	2
21	0.308097262839448	3	3
22	0.342546998312902	3	4
23	0.370651863605492	3	5
24	-0.742768448570242	4	0
25	-0.609381998008856	4	1
26	-0.321457810345948	4	2
27	0.146343684224691	4	3
28	0.741591960976134	4	4
29	0.756530494504259	4	5
30	-0.847594783545083	5	0
31	-0.704768439494309	5	1
32	-0.367215668394192	5	2
33	0.0627156848769403	5	3
34	0.6759928302753	5	4
35	1.42567959014397	5	5
