Pop	avg_PRS	LAT	LONG
0	0.00341152268095957	0	0
1	0.028937091098817	0	1
2	0.00914811939258728	0	2
3	-0.0224872859185974	0	3
4	-0.00271466981437762	0	4
5	-0.0300135952467425	0	5
6	0.0307175839002462	1	0
7	0.0408883456153922	1	1
8	0.0102019879947966	1	2
9	0.00555158743957702	1	3
10	-0.036475450025077	1	4
11	-0.0504060734192341	1	5
12	0.0548759916588424	2	0
13	0.0422427636198823	2	1
14	-0.00127841284146666	2	2
15	-0.0129084268004395	2	3
16	-0.0356672580390625	2	4
17	-0.0606297250554872	2	5
18	0.0587667109551911	3	0
19	0.0982662798297098	3	1
20	0.016765144696529	3	2
21	-0.0378745117793145	3	3
22	-0.066242849173312	3	4
23	-0.0915063473571077	3	5
24	0.0747677367681319	4	0
25	0.138278512622949	4	1
26	0.0774396670829931	4	2
27	0.00968783073452605	4	3
28	-0.0844026487556301	4	4
29	-0.0941789001954796	4	5
30	0.0186132230692135	5	0
31	0.0657498543750902	5	1
32	0.0143198633687804	5	2
33	-0.00465148118704661	5	3
34	-0.0694173259520822	5	4
35	-0.0977748553437574	5	5
