Pop	avg_PRS	LAT	LONG
0	0.00947613782821853	0	0
1	-0.0283624793882347	0	1
2	-0.00319021609365193	0	2
3	-0.00787224286147874	0	3
4	0.00385191453038607	0	4
5	-0.0198287278589508	0	5
6	-0.0197005564867824	1	0
7	0.0302187741733346	1	1
8	-0.0212511576260793	1	2
9	-0.0231061327310559	1	3
10	-0.0225552808370868	1	4
11	-0.0270121887400091	1	5
12	-0.0139229031003499	2	0
13	-0.000411283243608295	2	1
14	0.0525844325397411	2	2
15	-0.0106608897211578	2	3
16	-0.0379272176336859	2	4
17	-0.043239276938881	2	5
18	-0.00883747446278773	3	0
19	-0.0039943645020068	3	1
20	-0.0349065535501973	3	2
21	0.117670513117698	3	3
22	-0.0170931570188908	3	4
23	-0.0097769341955202	3	5
24	-0.012651234193538	4	0
25	-0.0239290827057526	4	1
26	-0.0250472520822659	4	2
27	-0.00398916271362421	4	3
28	0.13859103615687	4	4
29	-0.0220958918958594	4	5
30	-0.0118868118692544	5	0
31	-0.034231477988142	5	1
32	-0.0161311247017496	5	2
33	-0.0136109972661483	5	3
34	-0.0187868785386035	5	4
35	0.183616142599105	5	5
