Pop	avg_PRS	LAT	LONG
0	0.00244625820180701	0	0
1	0.00738123835709102	0	1
2	0.0127950415446689	0	2
3	0.0076863972727792	0	3
4	0.00263987762554822	0	4
5	0.0116330590609594	0	5
6	0.00443828423774757	1	0
7	-0.030346715789015	1	1
8	-0.0133238845067612	1	2
9	0.0196091121345772	1	3
10	0.00211658092266136	1	4
11	-0.00345220490658859	1	5
12	0.00920076368871402	2	0
13	-0.0207503321296528	2	1
14	-0.00306765939834146	2	2
15	0.0172780196659203	2	3
16	0.0206486378615781	2	4
17	-0.00342643443907253	2	5
18	0.016466855323257	3	0
19	0.00591830596592421	3	1
20	-0.00769734872141968	3	2
21	-0.0142019067971566	3	3
22	0.0101207453757151	3	4
23	-0.0171560725287504	3	5
24	-0.00203871071944271	4	0
25	0.0533374979016237	4	1
26	-0.00877973325367125	4	2
27	-0.00785965837816118	4	3
28	-0.00380501099604283	4	4
29	-0.00646792139857045	4	5
30	-0.0332854498715412	5	0
31	-0.0163393101365313	5	1
32	-0.0110097636556167	5	2
33	-0.00289070162180853	5	3
34	0.0221798827552614	5	4
35	-0.0199977386476885	5	5
