	error	rep	config	gwas_size	test_size	L	type
1	0.985542646766658	D76	C1	1000	1000	500	FGr
2	0.885740469151615	D76	C1	1000	1000	810	FGr
3	0.899929278126757	D76	C1	1000	1000	1320	FGr
4	0.828399477564002	D76	C1	1000	1000	2100	FGr
5	0.738489739966797	D76	C1	1000	1000	3400	FGr
6	0.672622700356243	D76	C1	1000	1000	5500	FGr
7	0.518923826151228	D76	C1	1000	1000	9000	FGr
8	0.385801433647693	D76	C1	1000	1000	14600	FGr
9	0.311730727135305	D76	C1	1000	1000	23600	FGr
10	0.194543874068056	D76	C1	1000	1000	38200	FGr
11	0.14084500081995	D76	C1	1000	1000	61800	FGr
12	0.085494420570352	D76	C1	1000	1000	1e+05	FGr
13	0.988403822456717	D76	C1	1000	1000	500	PC1
14	0.994862323294425	D76	C1	1000	1000	810	PC1
15	0.999910519461244	D76	C1	1000	1000	1320	PC1
16	0.999999877594094	D76	C1	1000	1000	2100	PC1
17	0.81861788078213	D76	C1	1000	1000	3400	PC1
18	0.589885679382449	D76	C1	1000	1000	5500	PC1
19	0.418259434872504	D76	C1	1000	1000	9000	PC1
20	0.289098202952987	D76	C1	1000	1000	14600	PC1
21	0.189556557574081	D76	C1	1000	1000	23600	PC1
22	0.109904325088721	D76	C1	1000	1000	38200	PC1
23	0.0683458706246203	D76	C1	1000	1000	61800	PC1
24	0.0470711623409993	D76	C1	1000	1000	1e+05	PC1
