	error	rep	config	gwas_size	test_size	L	type
1	0.930992486112201	D57	C1	1000	1000	500	FGr
2	0.916425005173159	D57	C1	1000	1000	810	FGr
3	0.861146783766596	D57	C1	1000	1000	1320	FGr
4	0.832682183112344	D57	C1	1000	1000	2100	FGr
5	0.762408370785564	D57	C1	1000	1000	3400	FGr
6	0.679656789105098	D57	C1	1000	1000	5500	FGr
7	0.572069249777258	D57	C1	1000	1000	9000	FGr
8	0.436861050211259	D57	C1	1000	1000	14600	FGr
9	0.293168306847269	D57	C1	1000	1000	23600	FGr
10	0.206763944610755	D57	C1	1000	1000	38200	FGr
11	0.141453446066915	D57	C1	1000	1000	61800	FGr
12	0.0928912100717341	D57	C1	1000	1000	1e+05	FGr
13	0.988249042168724	D57	C1	1000	1000	500	PC1
14	0.996533794296631	D57	C1	1000	1000	810	PC1
15	0.9822175107701	D57	C1	1000	1000	1320	PC1
16	0.991548156565658	D57	C1	1000	1000	2100	PC1
17	0.989979888941038	D57	C1	1000	1000	3400	PC1
18	0.601329206005635	D57	C1	1000	1000	5500	PC1
19	0.407083130657053	D57	C1	1000	1000	9000	PC1
20	0.30909711421548	D57	C1	1000	1000	14600	PC1
21	0.170252050822743	D57	C1	1000	1000	23600	PC1
22	0.107689037658333	D57	C1	1000	1000	38200	PC1
23	0.0719052314046307	D57	C1	1000	1000	61800	PC1
24	0.0437060871870757	D57	C1	1000	1000	1e+05	PC1
