	error	rep	config	gwas_size	test_size	L	type
1	0.949540295876954	D15	C1	1000	1000	500	FGr
2	0.913203455623221	D15	C1	1000	1000	810	FGr
3	0.915597042357826	D15	C1	1000	1000	1320	FGr
4	0.785441530127899	D15	C1	1000	1000	2100	FGr
5	0.741495898643982	D15	C1	1000	1000	3400	FGr
6	0.649587991043605	D15	C1	1000	1000	5500	FGr
7	0.523066255833658	D15	C1	1000	1000	9000	FGr
8	0.410542175194964	D15	C1	1000	1000	14600	FGr
9	0.286629091338994	D15	C1	1000	1000	23600	FGr
10	0.207998491374506	D15	C1	1000	1000	38200	FGr
11	0.140919066889452	D15	C1	1000	1000	61800	FGr
12	0.0954518283433906	D15	C1	1000	1000	1e+05	FGr
13	0.999828114472947	D15	C1	1000	1000	500	PC1
14	0.991996956100391	D15	C1	1000	1000	810	PC1
15	0.978337262412409	D15	C1	1000	1000	1320	PC1
16	0.973894742353801	D15	C1	1000	1000	2100	PC1
17	0.858889633645408	D15	C1	1000	1000	3400	PC1
18	0.733420664092319	D15	C1	1000	1000	5500	PC1
19	0.449635350641785	D15	C1	1000	1000	9000	PC1
20	0.293480520871288	D15	C1	1000	1000	14600	PC1
21	0.180101427730268	D15	C1	1000	1000	23600	PC1
22	0.108754633883829	D15	C1	1000	1000	38200	PC1
23	0.069000205694956	D15	C1	1000	1000	61800	PC1
24	0.0448212581712609	D15	C1	1000	1000	1e+05	PC1
