	error	rep	config	gwas_size	test_size	L	type
1	0.945968406049003	D51	C1	1000	1000	500	FGr
2	0.920580535002	D51	C1	1000	1000	810	FGr
3	0.899434869443321	D51	C1	1000	1000	1320	FGr
4	0.831583562554341	D51	C1	1000	1000	2100	FGr
5	0.793069046813901	D51	C1	1000	1000	3400	FGr
6	0.668728037340901	D51	C1	1000	1000	5500	FGr
7	0.527263621703646	D51	C1	1000	1000	9000	FGr
8	0.436359034526622	D51	C1	1000	1000	14600	FGr
9	0.300910911804195	D51	C1	1000	1000	23600	FGr
10	0.213669005836978	D51	C1	1000	1000	38200	FGr
11	0.136751723941428	D51	C1	1000	1000	61800	FGr
12	0.0957248905556022	D51	C1	1000	1000	1e+05	FGr
13	0.999642011913798	D51	C1	1000	1000	500	PC1
14	0.996971667174871	D51	C1	1000	1000	810	PC1
15	0.992239047781796	D51	C1	1000	1000	1320	PC1
16	0.947590233667518	D51	C1	1000	1000	2100	PC1
17	0.811562510394505	D51	C1	1000	1000	3400	PC1
18	0.682053192089352	D51	C1	1000	1000	5500	PC1
19	0.41051995122614	D51	C1	1000	1000	9000	PC1
20	0.268011231653721	D51	C1	1000	1000	14600	PC1
21	0.186445531495527	D51	C1	1000	1000	23600	PC1
22	0.108845891133651	D51	C1	1000	1000	38200	PC1
23	0.0715881166540664	D51	C1	1000	1000	61800	PC1
24	0.0440304201524153	D51	C1	1000	1000	1e+05	PC1
