	error	rep	config	gwas_size	test_size	L	type
1	0.926947723429208	D90	C1	1000	1000	500	FGr
2	0.935710315452012	D90	C1	1000	1000	810	FGr
3	0.891496234944299	D90	C1	1000	1000	1320	FGr
4	0.789055584241356	D90	C1	1000	1000	2100	FGr
5	0.771458855600494	D90	C1	1000	1000	3400	FGr
6	0.671856188774741	D90	C1	1000	1000	5500	FGr
7	0.468434963222733	D90	C1	1000	1000	9000	FGr
8	0.398785560510324	D90	C1	1000	1000	14600	FGr
9	0.29740198506273	D90	C1	1000	1000	23600	FGr
10	0.205316419930592	D90	C1	1000	1000	38200	FGr
11	0.138045428978414	D90	C1	1000	1000	61800	FGr
12	0.0817695147992139	D90	C1	1000	1000	1e+05	FGr
13	0.993720323690909	D90	C1	1000	1000	500	PC1
14	0.99873553907658	D90	C1	1000	1000	810	PC1
15	0.94001640580235	D90	C1	1000	1000	1320	PC1
16	0.874790961558919	D90	C1	1000	1000	2100	PC1
17	0.946141399878082	D90	C1	1000	1000	3400	PC1
18	0.644158430804377	D90	C1	1000	1000	5500	PC1
19	0.427879907504888	D90	C1	1000	1000	9000	PC1
20	0.271859726495934	D90	C1	1000	1000	14600	PC1
21	0.163114660082055	D90	C1	1000	1000	23600	PC1
22	0.104476422176367	D90	C1	1000	1000	38200	PC1
23	0.0657509391784317	D90	C1	1000	1000	61800	PC1
24	0.0438782418247562	D90	C1	1000	1000	1e+05	PC1
