	error	rep	config	gwas_size	test_size	L	type
1	0.938527498140222	D74	C1	1000	1000	500	FGr
2	0.940036987607929	D74	C1	1000	1000	810	FGr
3	0.906598555941748	D74	C1	1000	1000	1320	FGr
4	0.881106241160505	D74	C1	1000	1000	2100	FGr
5	0.721873095309766	D74	C1	1000	1000	3400	FGr
6	0.648327024763655	D74	C1	1000	1000	5500	FGr
7	0.525157986041377	D74	C1	1000	1000	9000	FGr
8	0.45052510628332	D74	C1	1000	1000	14600	FGr
9	0.296176774205593	D74	C1	1000	1000	23600	FGr
10	0.222145872459891	D74	C1	1000	1000	38200	FGr
11	0.147803542241107	D74	C1	1000	1000	61800	FGr
12	0.091738863218282	D74	C1	1000	1000	1e+05	FGr
13	0.999879413086979	D74	C1	1000	1000	500	PC1
14	0.987926926553488	D74	C1	1000	1000	810	PC1
15	0.99997993185552	D74	C1	1000	1000	1320	PC1
16	0.999417965092268	D74	C1	1000	1000	2100	PC1
17	0.790615285309777	D74	C1	1000	1000	3400	PC1
18	0.671883631090091	D74	C1	1000	1000	5500	PC1
19	0.385043132311956	D74	C1	1000	1000	9000	PC1
20	0.281923250108025	D74	C1	1000	1000	14600	PC1
21	0.178929232321488	D74	C1	1000	1000	23600	PC1
22	0.111964442980584	D74	C1	1000	1000	38200	PC1
23	0.0711227939240485	D74	C1	1000	1000	61800	PC1
24	0.0461959132270003	D74	C1	1000	1000	1e+05	PC1
