	V1	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	stan-c	stan-nc	rep	config	gwas_size	test_size	h2	ts	num_causal	env
1	1	0.141675385000002	2.43855095	0	0.8	0	0.141675385000002	2.43855095	J1	500	0.336474971018472	2.84692422560265	D1	C1	1000	1000	0	0.5	500	
2	2	0.226273507499999	2.66937587500001	0	0.8	0	0.226273507499999	2.66937587500001	J1	810	0.679461899693054	2.79189319978294	D1	C1	1000	1000	0	0.5	810	
3	3	0.0209653909999914	1.76896451	0	0.9	0	0.0209653909999914	1.76896451	J1	1320	0.100605981400888	2.67592170753401	D1	C1	1000	1000	0	0.5	1320	
4	4	0.614689463000001	2.114848535	0	0	0	0.614689463000001	2.114848535	J1	2100	3.90566191274695	5.02284203276665	D1	C1	1000	1000	0	0.5	2100	
5	5	0.242843186105	1.224349675	0	0.3	0	0.242843186105	1.224349675	J1	3400	1.46056856653157	4.15992367852632	D1	C1	1000	1000	0	0.5	3400	
6	6	0.0834068131449999	0.4026232125	0	0.4	0	0.0834068131449999	0.4026232125	J1	5500	0.985467518917844	2.3783739962433	D1	C1	1000	1000	0	0.5	5500	
7	7	0.07284427664	-0.216264865	0	0.1	0	0.07284427664	-0.216264865	J1	9000	1.51454490491768	-1.85238666585949	D1	C1	1000	1000	0	0.5	9000	
8	8	0.0281382950880003	0.033565844	0	0.2	0.5	0.0281382950880003	0.033565844	J1	14600	1.27534605180657	0.723893909546227	D1	C1	1000	1000	0	0.5	14600	
9	9	-0.0284352966637999	0.0159047494999998	0	0.3	1	-0.0284352966637999	0.0159047494999998	J1	23600	-0.928095571819208	0.163725204884213	D1	C1	1000	1000	0	0.5	23600	
10	10	0.00704872845344981	0.0393300872000003	0	0.7	0.4	0.00704872845344981	0.0393300872000003	J1	38200	0.214413489604752	0.463720055004209	D1	C1	1000	1000	0	0.5	38200	
11	11	-0.0325606094144003	-0.0705177394000002	0	0.1	0.4	-0.0325606094144003	-0.0705177394000002	J1	61800	-1.05423238769587	-0.922528324714531	D1	C1	1000	1000	0	0.5	61800	
12	12	-0.0155730533013002	-0.152542649699999	0	0.6	0.1	-0.0155730533013002	-0.152542649699999	J1	1e+05	-0.38034248718681	-1.60459653624673	D1	C1	1000	1000	0	0.5	1e+05	
13	1	0.0948882750000015	0.779214900000001	0	0.8	0.2	0.0948882750000015	0.779214900000001	J1	500	0.46972326223573	1.25594749739947	D2	C1	1000	1000	0	0.5	500	
14	2	0.166765669000005	2.244832845	0	0.5	0	0.166765669000005	2.244832845	J1	810	0.560037997493898	2.71738385677827	D2	C1	1000	1000	0	0.5	810	
15	3	0.1860526476	2.439008435	0	0.4	0	0.1860526476	2.439008435	J1	1320	0.665099573117446	3.82327556930674	D2	C1	1000	1000	0	0.5	1320	
16	4	0.4856080669	2.070741455	0	0	0	0.4856080669	2.070741455	J1	2100	2.55358556330124	3.64587022649452	D2	C1	1000	1000	0	0.5	2100	
17	5	0.0731462136550011	1.00822285	0	0.6	0	0.0731462136550011	1.00822285	J1	3400	0.507851620639098	4.96669235911166	D2	C1	1000	1000	0	0.5	3400	
18	6	-0.022201354185	-0.0110094250000002	0	0.8	0.9	-0.022201354185	-0.0110094250000002	J1	5500	-0.343546058424608	-0.0681751075342452	D2	C1	1000	1000	0	0.5	5500	
19	7	0.015262910222	0.0273403995000008	0	0.7	0.9	0.015262910222	0.0273403995000008	J1	9000	0.491323632282777	0.168279624380857	D2	C1	1000	1000	0	0.5	9000	
20	8	-0.0124930269534996	-0.151224204	0	0.8	0.1	-0.0124930269534996	-0.151224204	J1	14600	-0.355399627026475	-1.55105291622159	D2	C1	1000	1000	0	0.5	14600	
21	9	-0.0028544383504599	-0.0743467794999998	0	0.9	0.4	-0.0028544383504599	-0.0743467794999998	J1	23600	-0.0861801153666411	-0.976008645315459	D2	C1	1000	1000	0	0.5	23600	
22	10	0.0266610937394997	-0.0902936144499994	0	0.3	0.3	0.0266610937394997	-0.0902936144499994	J1	38200	1.10557786606631	-1.2283572290352	D2	C1	1000	1000	0	0.5	38200	
23	11	0.00506146387849944	-0.12927745115	0	0.9	0.2	0.00506146387849944	-0.12927745115	J1	61800	0.223092775938111	-1.68708958140169	D2	C1	1000	1000	0	0.5	61800	
24	12	-0.0856480000105992	-0.134213366899999	0	0.1	0.1	-0.0856480000105992	-0.134213366899999	J1	1e+05	-1.5093613090312	-1.28319467783251	D2	C1	1000	1000	0	0.5	1e+05	
25	1	1.67365799249999	3.92984875	0	0	0	1.67365799249999	3.92984875	J1	500	2.79142048583941	2.97331456193911	D3	C1	1000	1000	0	0.5	500	
26	2	0.312029387250002	1.87681624500001	0	0.3	0	0.312029387250002	1.87681624500001	J1	810	0.999760842573874	3.12756004456923	D3	C1	1000	1000	0	0.5	810	
27	3	0.181047646500004	3.83422706	0	0.8	0	0.181047646500004	3.83422706	J1	1320	0.619249927110588	5.59650397683728	D3	C1	1000	1000	0	0.5	1320	
28	4	0.367781917950006	2.17229968499999	0	0.1	0	0.367781917950006	2.17229968499999	J1	2100	2.20039535049186	4.90025079183718	D3	C1	1000	1000	0	0.5	2100	
29	5	0.10222552615	0.844585575000001	0	0.2	0	0.10222552615	0.844585575000001	J1	3400	1.30340930943561	4.6931950284793	D3	C1	1000	1000	0	0.5	3400	
30	6	-0.0602431846190001	0.411232325999999	0	0.4	0	-0.0602431846190001	0.411232325999999	J1	5500	-0.603378543869605	2.81108960409281	D3	C1	1000	1000	0	0.5	5500	
31	7	0.058662017147501	-0.0430401820000005	0	0.2	0.7	0.058662017147501	-0.0430401820000005	J1	9000	1.03908256029262	-0.57250150180428	D3	C1	1000	1000	0	0.5	9000	
32	8	0.0361142945452999	-0.0198871640000005	0	0.3	0.8	0.0361142945452999	-0.0198871640000005	J1	14600	0.812702683193254	-0.213428949720519	D3	C1	1000	1000	0	0.5	14600	
33	9	-0.0304684645150001	-0.0472134665	0	0.3	0.5	-0.0304684645150001	-0.0472134665	J1	23600	-1.18872280896609	-0.738273781657208	D3	C1	1000	1000	0	0.5	23600	
34	10	0.0191018558485002	-0.13778538395	0	0.4	0	0.0191018558485002	-0.13778538395	J1	38200	0.756712640034899	-1.89762751645615	D3	C1	1000	1000	0	0.5	38200	
35	11	0.04628906932743	0.0623377437500001	0	0	0.6	0.04628906932743	0.0623377437500001	J1	61800	2.12252945631971	0.631849033226065	D3	C1	1000	1000	0	0.5	61800	
36	12	0.00396006468954992	0.0806653347000005	0	1	0.2	0.00396006468954992	0.0806653347000005	J1	1e+05	0.0830851378503415	1.06923392982575	D3	C1	1000	1000	0	0.5	1e+05	
37	1	0.7338415795	2.4937673	0	0	0	0.7338415795	2.4937673	J1	500	2.49693264231422	3.73511727024285	D4	C1	1000	1000	0	0.5	500	
38	2	1.05323541998	3.35805763	0	0	0	1.05323541998	3.35805763	J1	810	5.12811350887989	3.98437109402774	D4	C1	1000	1000	0	0.5	810	
39	3	0.434190234599999	1.79698792	0	0.2	0	0.434190234599999	1.79698792	J1	1320	1.45824584961343	2.05451103452377	D4	C1	1000	1000	0	0.5	1320	
40	4	0.788628842850001	2.81716698	0	0	0	0.788628842850001	2.81716698	J1	2100	4.11160641133434	6.28931261881563	D4	C1	1000	1000	0	0.5	2100	
41	5	0.231851546	1.04958775	0	0	0	0.231851546	1.04958775	J1	3400	1.82541106806492	4.27474616417696	D4	C1	1000	1000	0	0.5	3400	
42	6	0.11885672695	0.282412973	0	0.1	0.1	0.11885672695	0.282412973	J1	5500	1.34463380299458	1.24686375111214	D4	C1	1000	1000	0	0.5	5500	
43	7	-0.01853043713	0.0520719784999998	0	0.5	0.8	-0.01853043713	0.0520719784999998	J1	9000	-0.651782772995887	0.345075884751372	D4	C1	1000	1000	0	0.5	9000	
