	error	rep	config	gwas_size	test_size	L	type
1	0.964412711264507	D6	C1	1000	1000	500	FGr
2	0.878098237224206	D6	C1	1000	1000	810	FGr
3	0.817500249149994	D6	C1	1000	1000	1320	FGr
4	0.861049786874071	D6	C1	1000	1000	2100	FGr
5	0.805359665492994	D6	C1	1000	1000	3400	FGr
6	0.666579531548725	D6	C1	1000	1000	5500	FGr
7	0.472591290836907	D6	C1	1000	1000	9000	FGr
8	0.379547818905159	D6	C1	1000	1000	14600	FGr
9	0.308733463398222	D6	C1	1000	1000	23600	FGr
10	0.197421216698242	D6	C1	1000	1000	38200	FGr
11	0.134294949690181	D6	C1	1000	1000	61800	FGr
12	0.088193722190576	D6	C1	1000	1000	1e+05	FGr
13	0.999446536064927	D6	C1	1000	1000	500	PC1
14	0.991000208056158	D6	C1	1000	1000	810	PC1
15	0.968010391295202	D6	C1	1000	1000	1320	PC1
16	0.969573092314849	D6	C1	1000	1000	2100	PC1
17	0.837934605777516	D6	C1	1000	1000	3400	PC1
18	0.694472661126101	D6	C1	1000	1000	5500	PC1
19	0.426251056707191	D6	C1	1000	1000	9000	PC1
20	0.276656680001573	D6	C1	1000	1000	14600	PC1
21	0.175581812015424	D6	C1	1000	1000	23600	PC1
22	0.11201496004295	D6	C1	1000	1000	38200	PC1
23	0.0763345914197987	D6	C1	1000	1000	61800	PC1
24	0.0500878086359908	D6	C1	1000	1000	1e+05	PC1
