	error	rep	config	gwas_size	test_size	L	type
1	0.964748963475551	D88	C1	1000	1000	500	FGr
2	0.88866661831935	D88	C1	1000	1000	810	FGr
3	0.84005069291252	D88	C1	1000	1000	1320	FGr
4	0.793993744740011	D88	C1	1000	1000	2100	FGr
5	0.758956839370755	D88	C1	1000	1000	3400	FGr
6	0.648459273714853	D88	C1	1000	1000	5500	FGr
7	0.549367392903271	D88	C1	1000	1000	9000	FGr
8	0.444752997910393	D88	C1	1000	1000	14600	FGr
9	0.299366598554375	D88	C1	1000	1000	23600	FGr
10	0.214900632672552	D88	C1	1000	1000	38200	FGr
11	0.155055772892734	D88	C1	1000	1000	61800	FGr
12	0.0976687610242792	D88	C1	1000	1000	1e+05	FGr
13	0.993937826251071	D88	C1	1000	1000	500	PC1
14	0.997457743189467	D88	C1	1000	1000	810	PC1
15	0.999180217538626	D88	C1	1000	1000	1320	PC1
16	0.997306042379392	D88	C1	1000	1000	2100	PC1
17	0.955032413075914	D88	C1	1000	1000	3400	PC1
18	0.666334451090617	D88	C1	1000	1000	5500	PC1
19	0.465052029306811	D88	C1	1000	1000	9000	PC1
20	0.290677155642589	D88	C1	1000	1000	14600	PC1
21	0.178608518845146	D88	C1	1000	1000	23600	PC1
22	0.115269298225789	D88	C1	1000	1000	38200	PC1
23	0.0713146613775925	D88	C1	1000	1000	61800	PC1
24	0.048270910093393	D88	C1	1000	1000	1e+05	PC1
