	error	rep	config	gwas_size	test_size	L	type
1	0.945377297874279	D61	C1	1000	1000	500	FGr
2	0.92155210092536	D61	C1	1000	1000	810	FGr
3	0.869950303270923	D61	C1	1000	1000	1320	FGr
4	0.875082866424606	D61	C1	1000	1000	2100	FGr
5	0.735127476591026	D61	C1	1000	1000	3400	FGr
6	0.661522671713966	D61	C1	1000	1000	5500	FGr
7	0.533452373017267	D61	C1	1000	1000	9000	FGr
8	0.409644390994681	D61	C1	1000	1000	14600	FGr
9	0.305558711044483	D61	C1	1000	1000	23600	FGr
10	0.20313700152095	D61	C1	1000	1000	38200	FGr
11	0.142393665267833	D61	C1	1000	1000	61800	FGr
12	0.0909479217707367	D61	C1	1000	1000	1e+05	FGr
13	0.991465183166097	D61	C1	1000	1000	500	PC1
14	0.999902648875839	D61	C1	1000	1000	810	PC1
15	0.99767378191193	D61	C1	1000	1000	1320	PC1
16	0.993881837621326	D61	C1	1000	1000	2100	PC1
17	0.883764986863413	D61	C1	1000	1000	3400	PC1
18	0.714540662340015	D61	C1	1000	1000	5500	PC1
19	0.47377446132287	D61	C1	1000	1000	9000	PC1
20	0.282806570433785	D61	C1	1000	1000	14600	PC1
21	0.170294939856751	D61	C1	1000	1000	23600	PC1
22	0.108460794762995	D61	C1	1000	1000	38200	PC1
23	0.0694292102486495	D61	C1	1000	1000	61800	PC1
24	0.0435018719733197	D61	C1	1000	1000	1e+05	PC1
