	error	rep	config	gwas_size	test_size	L	type
1	0.965790218581639	D52	C1	1000	1000	500	FGr
2	0.910211564406462	D52	C1	1000	1000	810	FGr
3	0.874332015420608	D52	C1	1000	1000	1320	FGr
4	0.823085094259475	D52	C1	1000	1000	2100	FGr
5	0.718143001353371	D52	C1	1000	1000	3400	FGr
6	0.654581841535673	D52	C1	1000	1000	5500	FGr
7	0.537772424073165	D52	C1	1000	1000	9000	FGr
8	0.387696876764801	D52	C1	1000	1000	14600	FGr
9	0.28166816892862	D52	C1	1000	1000	23600	FGr
10	0.213082466276432	D52	C1	1000	1000	38200	FGr
11	0.136694882353881	D52	C1	1000	1000	61800	FGr
12	0.089645758915356	D52	C1	1000	1000	1e+05	FGr
13	0.992298137388302	D52	C1	1000	1000	500	PC1
14	0.989720226153858	D52	C1	1000	1000	810	PC1
15	0.981486042706351	D52	C1	1000	1000	1320	PC1
16	0.864789192434173	D52	C1	1000	1000	2100	PC1
17	0.90673173287022	D52	C1	1000	1000	3400	PC1
18	0.67452253723947	D52	C1	1000	1000	5500	PC1
19	0.422141472990901	D52	C1	1000	1000	9000	PC1
20	0.271233519895705	D52	C1	1000	1000	14600	PC1
21	0.191112671107709	D52	C1	1000	1000	23600	PC1
22	0.118532380195551	D52	C1	1000	1000	38200	PC1
23	0.0693732320207102	D52	C1	1000	1000	61800	PC1
24	0.0446939106097359	D52	C1	1000	1000	1e+05	PC1
