	error	rep	config	gwas_size	test_size	L	type
1	0.93582315576507	D56	C1	1000	1000	500	FGr
2	0.91878858786888	D56	C1	1000	1000	810	FGr
3	0.888174556998881	D56	C1	1000	1000	1320	FGr
4	0.834334769423695	D56	C1	1000	1000	2100	FGr
5	0.767107623789876	D56	C1	1000	1000	3400	FGr
6	0.615413220496366	D56	C1	1000	1000	5500	FGr
7	0.520743197163816	D56	C1	1000	1000	9000	FGr
8	0.449420149769463	D56	C1	1000	1000	14600	FGr
9	0.311259179042563	D56	C1	1000	1000	23600	FGr
10	0.213965820979165	D56	C1	1000	1000	38200	FGr
11	0.138646247079467	D56	C1	1000	1000	61800	FGr
12	0.0921140361950707	D56	C1	1000	1000	1e+05	FGr
13	0.999798035481344	D56	C1	1000	1000	500	PC1
14	0.999001217544964	D56	C1	1000	1000	810	PC1
15	0.998272156270411	D56	C1	1000	1000	1320	PC1
16	0.914430438168867	D56	C1	1000	1000	2100	PC1
17	0.828854764307174	D56	C1	1000	1000	3400	PC1
18	0.565963335789185	D56	C1	1000	1000	5500	PC1
19	0.417914763819155	D56	C1	1000	1000	9000	PC1
20	0.290104103799564	D56	C1	1000	1000	14600	PC1
21	0.184448095182457	D56	C1	1000	1000	23600	PC1
22	0.114839307231715	D56	C1	1000	1000	38200	PC1
23	0.0722614049396879	D56	C1	1000	1000	61800	PC1
24	0.0442901401994134	D56	C1	1000	1000	1e+05	PC1
