	error	rep	config	gwas_size	test_size	L	type
1	0.965243632113859	D9	C1	1000	1000	500	FGr
2	0.918760809035151	D9	C1	1000	1000	810	FGr
3	0.876226107112348	D9	C1	1000	1000	1320	FGr
4	0.808879635296463	D9	C1	1000	1000	2100	FGr
5	0.724697063567785	D9	C1	1000	1000	3400	FGr
6	0.629504569142138	D9	C1	1000	1000	5500	FGr
7	0.503584281112726	D9	C1	1000	1000	9000	FGr
8	0.385724736690596	D9	C1	1000	1000	14600	FGr
9	0.294236047427463	D9	C1	1000	1000	23600	FGr
10	0.215458070626299	D9	C1	1000	1000	38200	FGr
11	0.134774643168059	D9	C1	1000	1000	61800	FGr
12	0.0928493591976003	D9	C1	1000	1000	1e+05	FGr
13	0.994735720620262	D9	C1	1000	1000	500	PC1
14	0.999530621455765	D9	C1	1000	1000	810	PC1
15	0.994739367206308	D9	C1	1000	1000	1320	PC1
16	0.965039224327959	D9	C1	1000	1000	2100	PC1
17	0.872275265058409	D9	C1	1000	1000	3400	PC1
18	0.653498563882812	D9	C1	1000	1000	5500	PC1
19	0.410631709531514	D9	C1	1000	1000	9000	PC1
20	0.242354553033503	D9	C1	1000	1000	14600	PC1
21	0.163406158955272	D9	C1	1000	1000	23600	PC1
22	0.113074574662797	D9	C1	1000	1000	38200	PC1
23	0.0686034352290215	D9	C1	1000	1000	61800	PC1
24	0.0410288496296929	D9	C1	1000	1000	1e+05	PC1
