	V1	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	stan-c	stan-nc	rep	config	gwas_size	test_size	h2	ts	num_causal	env
1	1	0.136171424999999	1.80157045	0	0.9	0.2	0.136171424999999	1.80157045	J3	500	0.324235529194319	1.32139416717354	D1	C1	1000	1000	0	0.5	500	
2	2	0.2389025805	2.51803333	0	0.5	0	0.2389025805	2.51803333	J3	810	0.672341549186842	3.85361367250768	D1	C1	1000	1000	0	0.5	810	
3	3	-0.0526765010000034	0.863832204999996	0	1	0	-0.0526765010000034	0.863832204999996	J3	1320	-0.186864652886402	2.12197364105807	D1	C1	1000	1000	0	0.5	1320	
4	4	0.491539636400002	1.545049005	0	0	0	0.491539636400002	1.545049005	J3	2100	4.39391887988482	3.220866831619	D1	C1	1000	1000	0	0.5	2100	
5	5	0.22295105497	1.47958237	0	0.1	0	0.22295105497	1.47958237	J3	3400	1.73746652206996	5.48533198188435	D1	C1	1000	1000	0	0.5	3400	
6	6	0.0784998675639998	0.452598636500001	0	0.7	0	0.0784998675639998	0.452598636500001	J3	5500	0.711498329693428	1.91243948796714	D1	C1	1000	1000	0	0.5	5500	
7	7	0.068583691958	-0.254788858	0	0.2	0	0.068583691958	-0.254788858	J3	9000	1.25783795029875	-3.99373323618246	D1	C1	1000	1000	0	0.5	9000	
8	8	0.031692455419	-0.0240096175	0	0.4	0.8	0.031692455419	-0.0240096175	J3	14600	1.06142278851655	-0.355930358272031	D1	C1	1000	1000	0	0.5	14600	
9	9	-0.0269405824389996	0.0190752355000003	0	0.6	0.9	-0.0269405824389996	0.0190752355000003	J3	23600	-0.540737383617683	0.245199157107391	D1	C1	1000	1000	0	0.5	23600	
10	10	0.00884049795300024	0.0752156805000004	0	0.9	0.4	0.00884049795300024	0.0752156805000004	J3	38200	0.221713121200337	1.0639214703235	D1	C1	1000	1000	0	0.5	38200	
11	11	-0.0349895710205499	-0.0787285842000001	0	0.5	0.2	-0.0349895710205499	-0.0787285842000001	J3	61800	-0.943277798738502	-1.05716787002788	D1	C1	1000	1000	0	0.5	61800	
