	error	rep	config	gwas_size	test_size	L	type
1	0.955166190567634	D48	C1	1000	1000	500	FGr
2	0.943297478075318	D48	C1	1000	1000	810	FGr
3	0.908754247576225	D48	C1	1000	1000	1320	FGr
4	0.845176676770319	D48	C1	1000	1000	2100	FGr
5	0.756293873735695	D48	C1	1000	1000	3400	FGr
6	0.683040171281023	D48	C1	1000	1000	5500	FGr
7	0.547280871461998	D48	C1	1000	1000	9000	FGr
8	0.41965220842128	D48	C1	1000	1000	14600	FGr
9	0.305599736423172	D48	C1	1000	1000	23600	FGr
10	0.211202336255192	D48	C1	1000	1000	38200	FGr
11	0.15438137188776	D48	C1	1000	1000	61800	FGr
12	0.0930427392604961	D48	C1	1000	1000	1e+05	FGr
13	0.999757101718425	D48	C1	1000	1000	500	PC1
14	0.99226787090486	D48	C1	1000	1000	810	PC1
15	0.997681083280019	D48	C1	1000	1000	1320	PC1
16	0.938273301653835	D48	C1	1000	1000	2100	PC1
17	0.936919568347907	D48	C1	1000	1000	3400	PC1
18	0.659164968600544	D48	C1	1000	1000	5500	PC1
19	0.444659006305017	D48	C1	1000	1000	9000	PC1
20	0.289219003033033	D48	C1	1000	1000	14600	PC1
21	0.1748029179536	D48	C1	1000	1000	23600	PC1
22	0.114546189485475	D48	C1	1000	1000	38200	PC1
23	0.0720872286341742	D48	C1	1000	1000	61800	PC1
24	0.0415025349067472	D48	C1	1000	1000	1e+05	PC1
