	error	rep	config	gwas_size	test_size	L	type
1	0.960511907206097	D20	C1	1000	1000	500	FGr
2	0.868808998332185	D20	C1	1000	1000	810	FGr
3	0.846982143477823	D20	C1	1000	1000	1320	FGr
4	0.829655826903658	D20	C1	1000	1000	2100	FGr
5	0.782252950539335	D20	C1	1000	1000	3400	FGr
6	0.670803870820696	D20	C1	1000	1000	5500	FGr
7	0.525587986066917	D20	C1	1000	1000	9000	FGr
8	0.375150691557892	D20	C1	1000	1000	14600	FGr
9	0.316219046973634	D20	C1	1000	1000	23600	FGr
10	0.215520665329672	D20	C1	1000	1000	38200	FGr
11	0.141859948892877	D20	C1	1000	1000	61800	FGr
12	0.0955451787644831	D20	C1	1000	1000	1e+05	FGr
13	0.999196365777687	D20	C1	1000	1000	500	PC1
14	0.971755605154572	D20	C1	1000	1000	810	PC1
15	0.99693894602638	D20	C1	1000	1000	1320	PC1
16	0.970861857093845	D20	C1	1000	1000	2100	PC1
17	0.782356930961643	D20	C1	1000	1000	3400	PC1
18	0.688830706978081	D20	C1	1000	1000	5500	PC1
19	0.449327754036844	D20	C1	1000	1000	9000	PC1
20	0.280159990222589	D20	C1	1000	1000	14600	PC1
21	0.171350882540477	D20	C1	1000	1000	23600	PC1
22	0.109817968655288	D20	C1	1000	1000	38200	PC1
23	0.0767440369040703	D20	C1	1000	1000	61800	PC1
24	0.0463891243089095	D20	C1	1000	1000	1e+05	PC1
