	error	rep	config	gwas_size	test_size	L	type
1	0.975522459170347	D30	C1	1000	1000	500	FGr
2	0.931913514391046	D30	C1	1000	1000	810	FGr
3	0.89305810986133	D30	C1	1000	1000	1320	FGr
4	0.861908934780831	D30	C1	1000	1000	2100	FGr
5	0.737322794712168	D30	C1	1000	1000	3400	FGr
6	0.626545240498595	D30	C1	1000	1000	5500	FGr
7	0.534004516971796	D30	C1	1000	1000	9000	FGr
8	0.376614856632544	D30	C1	1000	1000	14600	FGr
9	0.282213418113592	D30	C1	1000	1000	23600	FGr
10	0.202074814405611	D30	C1	1000	1000	38200	FGr
11	0.142100393315739	D30	C1	1000	1000	61800	FGr
12	0.0874204076395432	D30	C1	1000	1000	1e+05	FGr
13	0.998470478810914	D30	C1	1000	1000	500	PC1
14	0.996380984236922	D30	C1	1000	1000	810	PC1
15	0.999265645937636	D30	C1	1000	1000	1320	PC1
16	0.965070451456081	D30	C1	1000	1000	2100	PC1
17	0.998760152359376	D30	C1	1000	1000	3400	PC1
18	0.599962806139135	D30	C1	1000	1000	5500	PC1
19	0.38451132354866	D30	C1	1000	1000	9000	PC1
20	0.238487853406518	D30	C1	1000	1000	14600	PC1
21	0.176765657033563	D30	C1	1000	1000	23600	PC1
22	0.108495237474259	D30	C1	1000	1000	38200	PC1
23	0.0682027352519755	D30	C1	1000	1000	61800	PC1
24	0.0399609247966206	D30	C1	1000	1000	1e+05	PC1
