	error	rep	config	gwas_size	test_size	L	type
1	0.955559330166977	D33	C1	1000	1000	500	FGr
2	0.914594419168811	D33	C1	1000	1000	810	FGr
3	0.854725020621277	D33	C1	1000	1000	1320	FGr
4	0.865718627324661	D33	C1	1000	1000	2100	FGr
5	0.708385232200312	D33	C1	1000	1000	3400	FGr
6	0.651920297203359	D33	C1	1000	1000	5500	FGr
7	0.495895260208748	D33	C1	1000	1000	9000	FGr
8	0.403099005858	D33	C1	1000	1000	14600	FGr
9	0.291041382231713	D33	C1	1000	1000	23600	FGr
10	0.19761975971832	D33	C1	1000	1000	38200	FGr
11	0.143112424774983	D33	C1	1000	1000	61800	FGr
12	0.09225063346735	D33	C1	1000	1000	1e+05	FGr
13	0.987552273807238	D33	C1	1000	1000	500	PC1
14	0.997877866526614	D33	C1	1000	1000	810	PC1
15	0.996097925236845	D33	C1	1000	1000	1320	PC1
16	0.957033518849065	D33	C1	1000	1000	2100	PC1
17	0.878584645732586	D33	C1	1000	1000	3400	PC1
18	0.615537452876226	D33	C1	1000	1000	5500	PC1
19	0.411260772763232	D33	C1	1000	1000	9000	PC1
20	0.261725739342498	D33	C1	1000	1000	14600	PC1
21	0.180271231912574	D33	C1	1000	1000	23600	PC1
22	0.11053148969999	D33	C1	1000	1000	38200	PC1
23	0.0707432681229118	D33	C1	1000	1000	61800	PC1
24	0.0453587395183759	D33	C1	1000	1000	1e+05	PC1
