	error	rep	config	gwas_size	test_size	L	type
1	0.969601894814816	D47	C1	1000	1000	500	FGr
2	0.939426203785477	D47	C1	1000	1000	810	FGr
3	0.864698511034539	D47	C1	1000	1000	1320	FGr
4	0.815991189584723	D47	C1	1000	1000	2100	FGr
5	0.749044685250422	D47	C1	1000	1000	3400	FGr
6	0.606077483315908	D47	C1	1000	1000	5500	FGr
7	0.50888927600377	D47	C1	1000	1000	9000	FGr
8	0.426363025806048	D47	C1	1000	1000	14600	FGr
9	0.305671915599634	D47	C1	1000	1000	23600	FGr
10	0.213339315122591	D47	C1	1000	1000	38200	FGr
11	0.142134860827029	D47	C1	1000	1000	61800	FGr
12	0.0856461694962216	D47	C1	1000	1000	1e+05	FGr
13	0.996534891283162	D47	C1	1000	1000	500	PC1
14	0.99992797718934	D47	C1	1000	1000	810	PC1
15	0.973460893156052	D47	C1	1000	1000	1320	PC1
16	0.942534132390849	D47	C1	1000	1000	2100	PC1
17	0.834732136878652	D47	C1	1000	1000	3400	PC1
18	0.535825521969287	D47	C1	1000	1000	5500	PC1
19	0.436565635152163	D47	C1	1000	1000	9000	PC1
20	0.295379314367646	D47	C1	1000	1000	14600	PC1
21	0.177309338762375	D47	C1	1000	1000	23600	PC1
22	0.117357855302803	D47	C1	1000	1000	38200	PC1
23	0.0720829434938591	D47	C1	1000	1000	61800	PC1
24	0.0423074603063709	D47	C1	1000	1000	1e+05	PC1
