	error	rep	config	gwas_size	test_size	L	type
1	0.960049299364889	D19	C1	1000	1000	500	FGr
2	0.918241912325805	D19	C1	1000	1000	810	FGr
3	0.859112798153504	D19	C1	1000	1000	1320	FGr
4	0.854442857977683	D19	C1	1000	1000	2100	FGr
5	0.752554378985602	D19	C1	1000	1000	3400	FGr
6	0.642032509823811	D19	C1	1000	1000	5500	FGr
7	0.511094373067935	D19	C1	1000	1000	9000	FGr
8	0.364540410075795	D19	C1	1000	1000	14600	FGr
9	0.293982064719482	D19	C1	1000	1000	23600	FGr
10	0.195399440827252	D19	C1	1000	1000	38200	FGr
11	0.137399914619685	D19	C1	1000	1000	61800	FGr
12	0.087843835246204	D19	C1	1000	1000	1e+05	FGr
13	0.997687331591164	D19	C1	1000	1000	500	PC1
14	0.999927300674677	D19	C1	1000	1000	810	PC1
15	0.969594347234434	D19	C1	1000	1000	1320	PC1
16	0.998735891779301	D19	C1	1000	1000	2100	PC1
17	0.853678580871023	D19	C1	1000	1000	3400	PC1
18	0.612876681046178	D19	C1	1000	1000	5500	PC1
19	0.47434588456783	D19	C1	1000	1000	9000	PC1
20	0.288023740164469	D19	C1	1000	1000	14600	PC1
21	0.177266757806874	D19	C1	1000	1000	23600	PC1
22	0.126008639735898	D19	C1	1000	1000	38200	PC1
23	0.0727645136121214	D19	C1	1000	1000	61800	PC1
24	0.0447017146452386	D19	C1	1000	1000	1e+05	PC1
