	error	rep	config	gwas_size	test_size	L	type
1	0.954085388355216	D99	C1	1000	1000	500	FGr
2	0.923872117609717	D99	C1	1000	1000	810	FGr
3	0.851842239146761	D99	C1	1000	1000	1320	FGr
4	0.828765852336219	D99	C1	1000	1000	2100	FGr
5	0.682709210640668	D99	C1	1000	1000	3400	FGr
6	0.625476488755365	D99	C1	1000	1000	5500	FGr
7	0.519839298320832	D99	C1	1000	1000	9000	FGr
8	0.407084832907329	D99	C1	1000	1000	14600	FGr
9	0.292216210297398	D99	C1	1000	1000	23600	FGr
10	0.190991385822388	D99	C1	1000	1000	38200	FGr
11	0.149778082314257	D99	C1	1000	1000	61800	FGr
12	0.0876780384844246	D99	C1	1000	1000	1e+05	FGr
13	0.995733329350211	D99	C1	1000	1000	500	PC1
14	0.997606468689895	D99	C1	1000	1000	810	PC1
15	0.99940205342621	D99	C1	1000	1000	1320	PC1
16	0.999058303029511	D99	C1	1000	1000	2100	PC1
17	0.88785747932843	D99	C1	1000	1000	3400	PC1
18	0.719452407543745	D99	C1	1000	1000	5500	PC1
19	0.422965499945511	D99	C1	1000	1000	9000	PC1
20	0.277539859444592	D99	C1	1000	1000	14600	PC1
21	0.184182288130728	D99	C1	1000	1000	23600	PC1
22	0.103596815679169	D99	C1	1000	1000	38200	PC1
23	0.0781198196550114	D99	C1	1000	1000	61800	PC1
24	0.045935508370531	D99	C1	1000	1000	1e+05	PC1
