	error	rep	config	gwas_size	test_size	L	type
1	0.964948608789276	D75	C1	1000	1000	500	FGr
2	0.922056520368939	D75	C1	1000	1000	810	FGr
3	0.870481536731014	D75	C1	1000	1000	1320	FGr
4	0.794834066215847	D75	C1	1000	1000	2100	FGr
5	0.73861797195094	D75	C1	1000	1000	3400	FGr
6	0.703267297314675	D75	C1	1000	1000	5500	FGr
7	0.560881345999916	D75	C1	1000	1000	9000	FGr
8	0.405530014628329	D75	C1	1000	1000	14600	FGr
9	0.296686485171723	D75	C1	1000	1000	23600	FGr
10	0.21337136090857	D75	C1	1000	1000	38200	FGr
11	0.146832439578033	D75	C1	1000	1000	61800	FGr
12	0.0944877270191322	D75	C1	1000	1000	1e+05	FGr
13	0.999838705818035	D75	C1	1000	1000	500	PC1
14	0.999009206734823	D75	C1	1000	1000	810	PC1
15	0.997373683872572	D75	C1	1000	1000	1320	PC1
16	0.934211735866977	D75	C1	1000	1000	2100	PC1
17	0.971844669956173	D75	C1	1000	1000	3400	PC1
18	0.628704072057372	D75	C1	1000	1000	5500	PC1
19	0.423584268622709	D75	C1	1000	1000	9000	PC1
20	0.29208578297927	D75	C1	1000	1000	14600	PC1
21	0.173016924082038	D75	C1	1000	1000	23600	PC1
22	0.116337110954788	D75	C1	1000	1000	38200	PC1
23	0.0732246071968611	D75	C1	1000	1000	61800	PC1
24	0.0427942593152809	D75	C1	1000	1000	1e+05	PC1
