	error	rep	config	gwas_size	test_size	L	type
1	0.963493199326868	D28	C1	1000	1000	500	FGr
2	0.944875288671843	D28	C1	1000	1000	810	FGr
3	0.914361630931941	D28	C1	1000	1000	1320	FGr
4	0.798914875343654	D28	C1	1000	1000	2100	FGr
5	0.680390335915283	D28	C1	1000	1000	3400	FGr
6	0.653271532274882	D28	C1	1000	1000	5500	FGr
7	0.531031851231119	D28	C1	1000	1000	9000	FGr
8	0.41351766280653	D28	C1	1000	1000	14600	FGr
9	0.319141395623416	D28	C1	1000	1000	23600	FGr
10	0.196155892730996	D28	C1	1000	1000	38200	FGr
11	0.135477500608761	D28	C1	1000	1000	61800	FGr
12	0.0992914974414821	D28	C1	1000	1000	1e+05	FGr
13	0.993783182980482	D28	C1	1000	1000	500	PC1
14	0.984616679078712	D28	C1	1000	1000	810	PC1
15	0.987185321815046	D28	C1	1000	1000	1320	PC1
16	0.954817157847779	D28	C1	1000	1000	2100	PC1
17	0.955770888930379	D28	C1	1000	1000	3400	PC1
18	0.584441253432628	D28	C1	1000	1000	5500	PC1
19	0.358908255342668	D28	C1	1000	1000	9000	PC1
20	0.276105971491321	D28	C1	1000	1000	14600	PC1
21	0.175295039106019	D28	C1	1000	1000	23600	PC1
22	0.109820950613078	D28	C1	1000	1000	38200	PC1
23	0.0681890591748664	D28	C1	1000	1000	61800	PC1
24	0.0441967481461173	D28	C1	1000	1000	1e+05	PC1
