	error	rep	config	gwas_size	test_size	L	type
1	0.950046110685796	D67	C1	1000	1000	500	FGr
2	0.939996690257814	D67	C1	1000	1000	810	FGr
3	0.918634960936743	D67	C1	1000	1000	1320	FGr
4	0.816107777258244	D67	C1	1000	1000	2100	FGr
5	0.737210544083798	D67	C1	1000	1000	3400	FGr
6	0.638336401184253	D67	C1	1000	1000	5500	FGr
7	0.538447234497558	D67	C1	1000	1000	9000	FGr
8	0.425841794436856	D67	C1	1000	1000	14600	FGr
9	0.283055506715677	D67	C1	1000	1000	23600	FGr
10	0.197359959824065	D67	C1	1000	1000	38200	FGr
11	0.142143992795232	D67	C1	1000	1000	61800	FGr
12	0.085949148143747	D67	C1	1000	1000	1e+05	FGr
13	0.980888698518569	D67	C1	1000	1000	500	PC1
14	0.971288896023547	D67	C1	1000	1000	810	PC1
15	0.994983859662792	D67	C1	1000	1000	1320	PC1
16	0.975853410451103	D67	C1	1000	1000	2100	PC1
17	0.796176419358593	D67	C1	1000	1000	3400	PC1
18	0.636657281498685	D67	C1	1000	1000	5500	PC1
19	0.394753957233366	D67	C1	1000	1000	9000	PC1
20	0.296882957984376	D67	C1	1000	1000	14600	PC1
21	0.184651457037105	D67	C1	1000	1000	23600	PC1
22	0.10223521522595	D67	C1	1000	1000	38200	PC1
23	0.0714845714909369	D67	C1	1000	1000	61800	PC1
24	0.0434617738566563	D67	C1	1000	1000	1e+05	PC1
