	error	rep	config	gwas_size	test_size	L	type
1	0.923954244419991	D60	C1	1000	1000	500	FGr
2	0.938621101079716	D60	C1	1000	1000	810	FGr
3	0.904401118865951	D60	C1	1000	1000	1320	FGr
4	0.834671845898212	D60	C1	1000	1000	2100	FGr
5	0.760635756874665	D60	C1	1000	1000	3400	FGr
6	0.630818993587642	D60	C1	1000	1000	5500	FGr
7	0.533523994997776	D60	C1	1000	1000	9000	FGr
8	0.3975619401509	D60	C1	1000	1000	14600	FGr
9	0.280605403397824	D60	C1	1000	1000	23600	FGr
10	0.186667379133507	D60	C1	1000	1000	38200	FGr
11	0.14034425761993	D60	C1	1000	1000	61800	FGr
12	0.0875276441614485	D60	C1	1000	1000	1e+05	FGr
13	0.998480678412274	D60	C1	1000	1000	500	PC1
14	0.996888253346959	D60	C1	1000	1000	810	PC1
15	0.997993128818507	D60	C1	1000	1000	1320	PC1
16	0.983549445511919	D60	C1	1000	1000	2100	PC1
17	0.973307123865489	D60	C1	1000	1000	3400	PC1
18	0.609070785004307	D60	C1	1000	1000	5500	PC1
19	0.420521758660721	D60	C1	1000	1000	9000	PC1
20	0.280480413893688	D60	C1	1000	1000	14600	PC1
21	0.157655891643669	D60	C1	1000	1000	23600	PC1
22	0.106008571175782	D60	C1	1000	1000	38200	PC1
23	0.0726308875941134	D60	C1	1000	1000	61800	PC1
24	0.0457706947211757	D60	C1	1000	1000	1e+05	PC1
