	error	rep	config	gwas_size	test_size	L	type
1	0.958934680220599	D2	C1	1000	1000	500	FGr
2	0.943254121088359	D2	C1	1000	1000	810	FGr
3	0.934879823863025	D2	C1	1000	1000	1320	FGr
4	0.841870989806908	D2	C1	1000	1000	2100	FGr
5	0.775450471251601	D2	C1	1000	1000	3400	FGr
6	0.665833368700378	D2	C1	1000	1000	5500	FGr
7	0.521519394671141	D2	C1	1000	1000	9000	FGr
8	0.401728938496481	D2	C1	1000	1000	14600	FGr
9	0.306708184349777	D2	C1	1000	1000	23600	FGr
10	0.20454735496747	D2	C1	1000	1000	38200	FGr
11	0.137876276210084	D2	C1	1000	1000	61800	FGr
12	0.0899563477103401	D2	C1	1000	1000	1e+05	FGr
13	0.969153927408956	D2	C1	1000	1000	500	PC1
14	0.981714089824532	D2	C1	1000	1000	810	PC1
15	0.999801783474221	D2	C1	1000	1000	1320	PC1
16	0.98029128139404	D2	C1	1000	1000	2100	PC1
17	0.859475924568325	D2	C1	1000	1000	3400	PC1
18	0.598398180602821	D2	C1	1000	1000	5500	PC1
19	0.403002762978223	D2	C1	1000	1000	9000	PC1
20	0.261221256663742	D2	C1	1000	1000	14600	PC1
21	0.177400538697955	D2	C1	1000	1000	23600	PC1
22	0.110458771699956	D2	C1	1000	1000	38200	PC1
23	0.0719022429258648	D2	C1	1000	1000	61800	PC1
24	0.0483407174390493	D2	C1	1000	1000	1e+05	PC1
