	error	rep	config	gwas_size	test_size	L	type
1	0.926677423160151	D5	C1	1000	1000	500	FGr
2	0.930308667993441	D5	C1	1000	1000	810	FGr
3	0.90335290542939	D5	C1	1000	1000	1320	FGr
4	0.78686160831109	D5	C1	1000	1000	2100	FGr
5	0.736503093676592	D5	C1	1000	1000	3400	FGr
6	0.617351586865415	D5	C1	1000	1000	5500	FGr
7	0.532476611801894	D5	C1	1000	1000	9000	FGr
8	0.402998536664622	D5	C1	1000	1000	14600	FGr
9	0.309444037545312	D5	C1	1000	1000	23600	FGr
10	0.197998993631626	D5	C1	1000	1000	38200	FGr
11	0.143084828412648	D5	C1	1000	1000	61800	FGr
12	0.0927362488446809	D5	C1	1000	1000	1e+05	FGr
13	0.996942560363318	D5	C1	1000	1000	500	PC1
14	0.997002683789592	D5	C1	1000	1000	810	PC1
15	0.999697808573555	D5	C1	1000	1000	1320	PC1
16	0.873127256240292	D5	C1	1000	1000	2100	PC1
17	0.970146084722193	D5	C1	1000	1000	3400	PC1
18	0.630827031722015	D5	C1	1000	1000	5500	PC1
19	0.373610962965454	D5	C1	1000	1000	9000	PC1
20	0.294860345047384	D5	C1	1000	1000	14600	PC1
21	0.170354636161702	D5	C1	1000	1000	23600	PC1
22	0.11428283175468	D5	C1	1000	1000	38200	PC1
23	0.0710391133915548	D5	C1	1000	1000	61800	PC1
24	0.0459963748374825	D5	C1	1000	1000	1e+05	PC1
