	error	rep	config	gwas_size	test_size	L	type
1	0.956898923950462	D4	C1	1000	1000	500	FGr
2	0.941757947636755	D4	C1	1000	1000	810	FGr
3	0.933642823117705	D4	C1	1000	1000	1320	FGr
4	0.805883908296726	D4	C1	1000	1000	2100	FGr
5	0.760597896569628	D4	C1	1000	1000	3400	FGr
6	0.711147049599408	D4	C1	1000	1000	5500	FGr
7	0.52190134420664	D4	C1	1000	1000	9000	FGr
8	0.402891721665353	D4	C1	1000	1000	14600	FGr
9	0.298911087957498	D4	C1	1000	1000	23600	FGr
10	0.223359438649408	D4	C1	1000	1000	38200	FGr
11	0.136115175348896	D4	C1	1000	1000	61800	FGr
12	0.0939114357669122	D4	C1	1000	1000	1e+05	FGr
13	0.998299639819282	D4	C1	1000	1000	500	PC1
14	0.996298065024875	D4	C1	1000	1000	810	PC1
15	0.996170209240963	D4	C1	1000	1000	1320	PC1
16	0.996484757857608	D4	C1	1000	1000	2100	PC1
17	0.746478230478368	D4	C1	1000	1000	3400	PC1
18	0.70874312456207	D4	C1	1000	1000	5500	PC1
19	0.458149034237267	D4	C1	1000	1000	9000	PC1
20	0.281340498149378	D4	C1	1000	1000	14600	PC1
21	0.17224745821895	D4	C1	1000	1000	23600	PC1
22	0.113682084863265	D4	C1	1000	1000	38200	PC1
23	0.0677271698123743	D4	C1	1000	1000	61800	PC1
24	0.0415548979243077	D4	C1	1000	1000	1e+05	PC1
