	error	rep	config	gwas_size	test_size	L	type
1	0.960656807446997	D65	C1	1000	1000	500	FGr
2	0.884374862401797	D65	C1	1000	1000	810	FGr
3	0.876818356363467	D65	C1	1000	1000	1320	FGr
4	0.822449867325068	D65	C1	1000	1000	2100	FGr
5	0.791883737228951	D65	C1	1000	1000	3400	FGr
6	0.674454609395237	D65	C1	1000	1000	5500	FGr
7	0.508075399259118	D65	C1	1000	1000	9000	FGr
8	0.391053652479689	D65	C1	1000	1000	14600	FGr
9	0.301176611729093	D65	C1	1000	1000	23600	FGr
10	0.203973401393488	D65	C1	1000	1000	38200	FGr
11	0.144729754083897	D65	C1	1000	1000	61800	FGr
12	0.0859772857825696	D65	C1	1000	1000	1e+05	FGr
13	0.998782235036848	D65	C1	1000	1000	500	PC1
14	0.99998812964889	D65	C1	1000	1000	810	PC1
15	0.992449588592501	D65	C1	1000	1000	1320	PC1
16	0.987804726711329	D65	C1	1000	1000	2100	PC1
17	0.917149891932668	D65	C1	1000	1000	3400	PC1
18	0.664279226995393	D65	C1	1000	1000	5500	PC1
19	0.400061893167604	D65	C1	1000	1000	9000	PC1
20	0.280105042229967	D65	C1	1000	1000	14600	PC1
21	0.172473409740983	D65	C1	1000	1000	23600	PC1
22	0.108573930896259	D65	C1	1000	1000	38200	PC1
23	0.0695503620057043	D65	C1	1000	1000	61800	PC1
24	0.0435499274486186	D65	C1	1000	1000	1e+05	PC1
