	error	rep	config	gwas_size	test_size	L	type
1	0.959685587375782	D66	C1	1000	1000	500	FGr
2	0.941547989075508	D66	C1	1000	1000	810	FGr
3	0.905132783096511	D66	C1	1000	1000	1320	FGr
4	0.818566973170498	D66	C1	1000	1000	2100	FGr
5	0.753061802259309	D66	C1	1000	1000	3400	FGr
6	0.64988423947935	D66	C1	1000	1000	5500	FGr
7	0.495872046759744	D66	C1	1000	1000	9000	FGr
8	0.437066498659573	D66	C1	1000	1000	14600	FGr
9	0.288650427235296	D66	C1	1000	1000	23600	FGr
10	0.215242706354005	D66	C1	1000	1000	38200	FGr
11	0.137361842131185	D66	C1	1000	1000	61800	FGr
12	0.0968289023614143	D66	C1	1000	1000	1e+05	FGr
13	0.99669733330635	D66	C1	1000	1000	500	PC1
14	0.996880311021427	D66	C1	1000	1000	810	PC1
15	0.98587014355179	D66	C1	1000	1000	1320	PC1
16	0.999814228071166	D66	C1	1000	1000	2100	PC1
17	0.88181256684901	D66	C1	1000	1000	3400	PC1
18	0.573087594816394	D66	C1	1000	1000	5500	PC1
19	0.414346205864553	D66	C1	1000	1000	9000	PC1
20	0.302930248016122	D66	C1	1000	1000	14600	PC1
21	0.171835205984368	D66	C1	1000	1000	23600	PC1
22	0.113398193094599	D66	C1	1000	1000	38200	PC1
23	0.0701670465716661	D66	C1	1000	1000	61800	PC1
24	0.0482940589809859	D66	C1	1000	1000	1e+05	PC1
