	error	rep	config	gwas_size	test_size	L	type
1	0.937702195226179	D21	C1	1000	1000	500	FGr
2	0.940208882419459	D21	C1	1000	1000	810	FGr
3	0.895374724860542	D21	C1	1000	1000	1320	FGr
4	0.864262395423001	D21	C1	1000	1000	2100	FGr
5	0.754222676871987	D21	C1	1000	1000	3400	FGr
6	0.633701885800139	D21	C1	1000	1000	5500	FGr
7	0.527205882555191	D21	C1	1000	1000	9000	FGr
8	0.41725060915153	D21	C1	1000	1000	14600	FGr
9	0.312010751223455	D21	C1	1000	1000	23600	FGr
10	0.187872875723938	D21	C1	1000	1000	38200	FGr
11	0.132686883765049	D21	C1	1000	1000	61800	FGr
12	0.0947912744856454	D21	C1	1000	1000	1e+05	FGr
13	0.994709159321487	D21	C1	1000	1000	500	PC1
14	0.997318843032111	D21	C1	1000	1000	810	PC1
15	0.989397664377328	D21	C1	1000	1000	1320	PC1
16	0.999383631088016	D21	C1	1000	1000	2100	PC1
17	0.951212179321653	D21	C1	1000	1000	3400	PC1
18	0.59802197273667	D21	C1	1000	1000	5500	PC1
19	0.44244377087293	D21	C1	1000	1000	9000	PC1
20	0.287574167104449	D21	C1	1000	1000	14600	PC1
21	0.180323008606655	D21	C1	1000	1000	23600	PC1
22	0.108805036459086	D21	C1	1000	1000	38200	PC1
23	0.0727182503475468	D21	C1	1000	1000	61800	PC1
24	0.0461346260728821	D21	C1	1000	1000	1e+05	PC1
