	V1	error	rep	config	gwas_size	test_size	L	type
447	15	0.969594347234434	D19	C1	1000	1000	1320	PC1
448	16	0.998735891779301	D19	C1	1000	1000	2100	PC1
449	17	0.853678580871023	D19	C1	1000	1000	3400	PC1
450	18	0.612876681046178	D19	C1	1000	1000	5500	PC1
451	19	0.47434588456783	D19	C1	1000	1000	9000	PC1
452	20	0.288023740164469	D19	C1	1000	1000	14600	PC1
453	21	0.177266757806874	D19	C1	1000	1000	23600	PC1
454	22	0.126008639735898	D19	C1	1000	1000	38200	PC1
455	23	0.0727645136121214	D19	C1	1000	1000	61800	PC1
456	24	0.0447017146452386	D19	C1	1000	1000	1e+05	PC1
457	1	0.960511907206097	D20	C1	1000	1000	500	FGr
458	2	0.868808998332185	D20	C1	1000	1000	810	FGr
459	3	0.846982143477823	D20	C1	1000	1000	1320	FGr
460	4	0.829655826903658	D20	C1	1000	1000	2100	FGr
461	5	0.782252950539335	D20	C1	1000	1000	3400	FGr
462	6	0.670803870820696	D20	C1	1000	1000	5500	FGr
463	7	0.525587986066917	D20	C1	1000	1000	9000	FGr
464	8	0.375150691557892	D20	C1	1000	1000	14600	FGr
465	9	0.316219046973634	D20	C1	1000	1000	23600	FGr
466	10	0.215520665329672	D20	C1	1000	1000	38200	FGr
467	11	0.141859948892877	D20	C1	1000	1000	61800	FGr
468	12	0.0955451787644831	D20	C1	1000	1000	1e+05	FGr
469	13	0.999196365777687	D20	C1	1000	1000	500	PC1
470	14	0.971755605154572	D20	C1	1000	1000	810	PC1
471	15	0.99693894602638	D20	C1	1000	1000	1320	PC1
472	16	0.970861857093845	D20	C1	1000	1000	2100	PC1
473	17	0.782356930961643	D20	C1	1000	1000	3400	PC1
474	18	0.688830706978081	D20	C1	1000	1000	5500	PC1
475	19	0.449327754036844	D20	C1	1000	1000	9000	PC1
476	20	0.280159990222589	D20	C1	1000	1000	14600	PC1
477	21	0.171350882540477	D20	C1	1000	1000	23600	PC1
478	22	0.109817968655288	D20	C1	1000	1000	38200	PC1
479	23	0.0767440369040703	D20	C1	1000	1000	61800	PC1
480	24	0.0463891243089095	D20	C1	1000	1000	1e+05	PC1
481	1	0.937702195226179	D21	C1	1000	1000	500	FGr
482	2	0.940208882419459	D21	C1	1000	1000	810	FGr
483	3	0.895374724860542	D21	C1	1000	1000	1320	FGr
484	4	0.864262395423001	D21	C1	1000	1000	2100	FGr
485	5	0.754222676871987	D21	C1	1000	1000	3400	FGr
486	6	0.633701885800139	D21	C1	1000	1000	5500	FGr
487	7	0.527205882555191	D21	C1	1000	1000	9000	FGr
488	8	0.41725060915153	D21	C1	1000	1000	14600	FGr
489	9	0.312010751223455	D21	C1	1000	1000	23600	FGr
490	10	0.187872875723938	D21	C1	1000	1000	38200	FGr
491	11	0.132686883765049	D21	C1	1000	1000	61800	FGr
492	12	0.0947912744856454	D21	C1	1000	1000	1e+05	FGr
493	13	0.994709159321487	D21	C1	1000	1000	500	PC1
494	14	0.997318843032111	D21	C1	1000	1000	810	PC1
495	15	0.989397664377328	D21	C1	1000	1000	1320	PC1
496	16	0.999383631088016	D21	C1	1000	1000	2100	PC1
497	17	0.951212179321653	D21	C1	1000	1000	3400	PC1
498	18	0.59802197273667	D21	C1	1000	1000	5500	PC1
499	19	0.44244377087293	D21	C1	1000	1000	9000	PC1
500	20	0.287574167104449	D21	C1	1000	1000	14600	PC1
501	21	0.180323008606655	D21	C1	1000	1000	23600	PC1
502	22	0.108805036459086	D21	C1	1000	1000	38200	PC1
503	23	0.0727182503475468	D21	C1	1000	1000	61800	PC1
504	24	0.0461346260728821	D21	C1	1000	1000	1e+05	PC1
505	1	0.945922271095339	D22	C1	1000	1000	500	FGr
506	2	0.888536579103294	D22	C1	1000	1000	810	FGr
507	3	0.884975601071193	D22	C1	1000	1000	1320	FGr
508	4	0.793017613853314	D22	C1	1000	1000	2100	FGr
509	5	0.729161060287364	D22	C1	1000	1000	3400	FGr
510	6	0.597451160692684	D22	C1	1000	1000	5500	FGr
511	7	0.48217770673564	D22	C1	1000	1000	9000	FGr
512	8	0.407301241555158	D22	C1	1000	1000	14600	FGr
513	9	0.287587219724255	D22	C1	1000	1000	23600	FGr
514	10	0.209334514641116	D22	C1	1000	1000	38200	FGr
515	11	0.136605155215091	D22	C1	1000	1000	61800	FGr
516	12	0.0895814387285526	D22	C1	1000	1000	1e+05	FGr
517	13	0.990920327547271	D22	C1	1000	1000	500	PC1
518	14	0.999102593544906	D22	C1	1000	1000	810	PC1
519	15	0.99772653999805	D22	C1	1000	1000	1320	PC1
520	16	0.998313143380639	D22	C1	1000	1000	2100	PC1
521	17	0.84557472794834	D22	C1	1000	1000	3400	PC1
522	18	0.575437299979306	D22	C1	1000	1000	5500	PC1
523	19	0.395291671108606	D22	C1	1000	1000	9000	PC1
524	20	0.295762204703176	D22	C1	1000	1000	14600	PC1
525	21	0.194087646960232	D22	C1	1000	1000	23600	PC1
526	22	0.119046677985535	D22	C1	1000	1000	38200	PC1
527	23	0.0781669923399945	D22	C1	1000	1000	61800	PC1
528	24	0.0455471365950241	D22	C1	1000	1000	1e+05	PC1
529	1	0.947803508894989	D23	C1	1000	1000	500	FGr
530	2	0.888814256682483	D23	C1	1000	1000	810	FGr
531	3	0.894769830674536	D23	C1	1000	1000	1320	FGr
532	4	0.855323291053594	D23	C1	1000	1000	2100	FGr
533	5	0.743000683757025	D23	C1	1000	1000	3400	FGr
534	6	0.605832474789975	D23	C1	1000	1000	5500	FGr
535	7	0.49931005655543	D23	C1	1000	1000	9000	FGr
536	8	0.395389462914716	D23	C1	1000	1000	14600	FGr
537	9	0.288563382241944	D23	C1	1000	1000	23600	FGr
538	10	0.191714574067664	D23	C1	1000	1000	38200	FGr
539	11	0.137335839216576	D23	C1	1000	1000	61800	FGr
540	12	0.0879161007769696	D23	C1	1000	1000	1e+05	FGr
541	13	0.998112280152138	D23	C1	1000	1000	500	PC1
542	14	0.999958774889295	D23	C1	1000	1000	810	PC1
543	15	0.995140314652877	D23	C1	1000	1000	1320	PC1
544	16	0.995038422226407	D23	C1	1000	1000	2100	PC1
545	17	0.817687271076377	D23	C1	1000	1000	3400	PC1
546	18	0.645195052148028	D23	C1	1000	1000	5500	PC1
547	19	0.423896195671366	D23	C1	1000	1000	9000	PC1
548	20	0.295513060720945	D23	C1	1000	1000	14600	PC1
549	21	0.169578220578875	D23	C1	1000	1000	23600	PC1
550	22	0.112070494547289	D23	C1	1000	1000	38200	PC1
551	23	0.0657438097908741	D23	C1	1000	1000	61800	PC1
552	24	0.0409618133420396	D23	C1	1000	1000	1e+05	PC1
553	1	0.92509748850636	D24	C1	1000	1000	500	FGr
554	2	0.906073604084115	D24	C1	1000	1000	810	FGr
555	3	0.87636393584463	D24	C1	1000	1000	1320	FGr
556	4	0.811244522878268	D24	C1	1000	1000	2100	FGr
557	5	0.797790393230011	D24	C1	1000	1000	3400	FGr
558	6	0.587420673881184	D24	C1	1000	1000	5500	FGr
559	7	0.514795847805993	D24	C1	1000	1000	9000	FGr
560	8	0.412480884211268	D24	C1	1000	1000	14600	FGr
561	9	0.318928442050845	D24	C1	1000	1000	23600	FGr
562	10	0.212057029240609	D24	C1	1000	1000	38200	FGr
563	11	0.137248083465414	D24	C1	1000	1000	61800	FGr
564	12	0.09311884447581	D24	C1	1000	1000	1e+05	FGr
565	13	0.999763818722493	D24	C1	1000	1000	500	PC1
566	14	0.998433986395645	D24	C1	1000	1000	810	PC1
567	15	0.971267335932858	D24	C1	1000	1000	1320	PC1
568	16	0.95058825242438	D24	C1	1000	1000	2100	PC1
569	17	0.939594927819961	D24	C1	1000	1000	3400	PC1
570	18	0.53209763185953	D24	C1	1000	1000	5500	PC1
571	19	0.38447244854543	D24	C1	1000	1000	9000	PC1
572	20	0.292533773245706	D24	C1	1000	1000	14600	PC1
573	21	0.176777659028014	D24	C1	1000	1000	23600	PC1
574	22	0.11442867128819	D24	C1	1000	1000	38200	PC1
575	23	0.0711548882506442	D24	C1	1000	1000	61800	PC1
576	24	0.0461506098079907	D24	C1	1000	1000	1e+05	PC1
577	1	0.941171052765687	D25	C1	1000	1000	500	FGr
578	2	0.93470376294499	D25	C1	1000	1000	810	FGr
579	3	0.880035767307094	D25	C1	1000	1000	1320	FGr
580	4	0.84166532586199	D25	C1	1000	1000	2100	FGr
581	5	0.779577534487535	D25	C1	1000	1000	3400	FGr
582	6	0.638834439549784	D25	C1	1000	1000	5500	FGr
583	7	0.548785276637064	D25	C1	1000	1000	9000	FGr
584	8	0.395559884618805	D25	C1	1000	1000	14600	FGr
585	9	0.295999913643843	D25	C1	1000	1000	23600	FGr
586	10	0.219744690370296	D25	C1	1000	1000	38200	FGr
587	11	0.136877464034978	D25	C1	1000	1000	61800	FGr
588	12	0.0891749400274546	D25	C1	1000	1000	1e+05	FGr
589	13	0.99374718474076	D25	C1	1000	1000	500	PC1
590	14	0.999602781149819	D25	C1	1000	1000	810	PC1
591	15	0.978061014332776	D25	C1	1000	1000	1320	PC1
592	16	0.880905289500348	D25	C1	1000	1000	2100	PC1
593	17	0.962069071564621	D25	C1	1000	1000	3400	PC1
594	18	0.674620901641125	D25	C1	1000	1000	5500	PC1
595	19	0.416170893285171	D25	C1	1000	1000	9000	PC1
596	20	0.271699623460598	D25	C1	1000	1000	14600	PC1
597	21	0.179205524754197	D25	C1	1000	1000	23600	PC1
598	22	0.113193523751142	D25	C1	1000	1000	38200	PC1
599	23	0.0813159059966134	D25	C1	1000	1000	61800	PC1
600	24	0.0450999349855177	D25	C1	1000	1000	1e+05	PC1
601	1	0.950465607749467	D26	C1	1000	1000	500	FGr
602	2	0.920500798762656	D26	C1	1000	1000	810	FGr
603	3	0.875004961986498	D26	C1	1000	1000	1320	FGr
604	4	0.816157054770354	D26	C1	1000	1000	2100	FGr
605	5	0.757090432917066	D26	C1	1000	1000	3400	FGr
606	6	0.59827537617501	D26	C1	1000	1000	5500	FGr
607	7	0.500413371702003	D26	C1	1000	1000	9000	FGr
608	8	0.416438907173006	D26	C1	1000	1000	14600	FGr
609	9	0.276846236912663	D26	C1	1000	1000	23600	FGr
610	10	0.210398476470827	D26	C1	1000	1000	38200	FGr
611	11	0.149471280979359	D26	C1	1000	1000	61800	FGr
612	12	0.0899728273195197	D26	C1	1000	1000	1e+05	FGr
613	13	0.998872971228582	D26	C1	1000	1000	500	PC1
614	14	0.979214826596883	D26	C1	1000	1000	810	PC1
615	15	0.999975565302559	D26	C1	1000	1000	1320	PC1
616	16	0.997425781251811	D26	C1	1000	1000	2100	PC1
617	17	0.935329604000271	D26	C1	1000	1000	3400	PC1
618	18	0.567493218230714	D26	C1	1000	1000	5500	PC1
619	19	0.435260690189856	D26	C1	1000	1000	9000	PC1
620	20	0.280209194615941	D26	C1	1000	1000	14600	PC1
621	21	0.171402823565275	D26	C1	1000	1000	23600	PC1
622	22	0.11724047750553	D26	C1	1000	1000	38200	PC1
623	23	0.0732694628965442	D26	C1	1000	1000	61800	PC1
624	24	0.0482079372200883	D26	C1	1000	1000	1e+05	PC1
625	1	0.963034894447792	D27	C1	1000	1000	500	FGr
626	2	0.925403588817089	D27	C1	1000	1000	810	FGr
627	3	0.844356125643776	D27	C1	1000	1000	1320	FGr
628	4	0.805789577244087	D27	C1	1000	1000	2100	FGr
629	5	0.724031476418811	D27	C1	1000	1000	3400	FGr
630	6	0.652915502851477	D27	C1	1000	1000	5500	FGr
631	7	0.573881861933972	D27	C1	1000	1000	9000	FGr
632	8	0.437241206081743	D27	C1	1000	1000	14600	FGr
633	9	0.312171118217148	D27	C1	1000	1000	23600	FGr
634	10	0.201971029860287	D27	C1	1000	1000	38200	FGr
635	11	0.140948353954442	D27	C1	1000	1000	61800	FGr
636	12	0.0908252663905965	D27	C1	1000	1000	1e+05	FGr
637	13	0.999092515007649	D27	C1	1000	1000	500	PC1
638	14	0.992240369446695	D27	C1	1000	1000	810	PC1
639	15	0.97350544680505	D27	C1	1000	1000	1320	PC1
640	16	0.969196804619777	D27	C1	1000	1000	2100	PC1
641	17	0.752532977759816	D27	C1	1000	1000	3400	PC1
642	18	0.642376268206163	D27	C1	1000	1000	5500	PC1
643	19	0.399878310748768	D27	C1	1000	1000	9000	PC1
644	20	0.284331549194827	D27	C1	1000	1000	14600	PC1
645	21	0.174347199817934	D27	C1	1000	1000	23600	PC1
646	22	0.109003182365283	D27	C1	1000	1000	38200	PC1
647	23	0.0688140622452835	D27	C1	1000	1000	61800	PC1
648	24	0.0439747971836469	D27	C1	1000	1000	1e+05	PC1
649	1	0.963493199326868	D28	C1	1000	1000	500	FGr
650	2	0.944875288671843	D28	C1	1000	1000	810	FGr
651	3	0.914361630931941	D28	C1	1000	1000	1320	FGr
652	4	0.798914875343654	D28	C1	1000	1000	2100	FGr
653	5	0.680390335915283	D28	C1	1000	1000	3400	FGr
654	6	0.653271532274882	D28	C1	1000	1000	5500	FGr
655	7	0.531031851231119	D28	C1	1000	1000	9000	FGr
656	8	0.41351766280653	D28	C1	1000	1000	14600	FGr
657	9	0.319141395623416	D28	C1	1000	1000	23600	FGr
658	10	0.196155892730996	D28	C1	1000	1000	38200	FGr
659	11	0.135477500608761	D28	C1	1000	1000	61800	FGr
660	12	0.0992914974414821	D28	C1	1000	1000	1e+05	FGr
661	13	0.993783182980482	D28	C1	1000	1000	500	PC1
662	14	0.984616679078712	D28	C1	1000	1000	810	PC1
663	15	0.987185321815046	D28	C1	1000	1000	1320	PC1
664	16	0.954817157847779	D28	C1	1000	1000	2100	PC1
665	17	0.955770888930379	D28	C1	1000	1000	3400	PC1
666	18	0.584441253432628	D28	C1	1000	1000	5500	PC1
667	19	0.358908255342668	D28	C1	1000	1000	9000	PC1
668	20	0.276105971491321	D28	C1	1000	1000	14600	PC1
669	21	0.175295039106019	D28	C1	1000	1000	23600	PC1
670	22	0.109820950613078	D28	C1	1000	1000	38200	PC1
671	23	0.0681890591748664	D28	C1	1000	1000	61800	PC1
672	24	0.0441967481461173	D28	C1	1000	1000	1e+05	PC1
673	1	0.960230022631591	D29	C1	1000	1000	500	FGr
674	2	0.92676706689165	D29	C1	1000	1000	810	FGr
675	3	0.889384798521239	D29	C1	1000	1000	1320	FGr
676	4	0.846961395880882	D29	C1	1000	1000	2100	FGr
677	5	0.702084861870762	D29	C1	1000	1000	3400	FGr
678	6	0.648721230012018	D29	C1	1000	1000	5500	FGr
679	7	0.542112103030498	D29	C1	1000	1000	9000	FGr
680	8	0.424001429693796	D29	C1	1000	1000	14600	FGr
681	9	0.313792939314352	D29	C1	1000	1000	23600	FGr
682	10	0.215148609279625	D29	C1	1000	1000	38200	FGr
683	11	0.139272740738795	D29	C1	1000	1000	61800	FGr
684	12	0.0857048451618424	D29	C1	1000	1000	1e+05	FGr
685	13	0.999604197704724	D29	C1	1000	1000	500	PC1
686	14	0.992881676690422	D29	C1	1000	1000	810	PC1
687	15	0.993896173464081	D29	C1	1000	1000	1320	PC1
688	16	0.963261157838326	D29	C1	1000	1000	2100	PC1
689	17	0.853862938593967	D29	C1	1000	1000	3400	PC1
690	18	0.629994640913056	D29	C1	1000	1000	5500	PC1
691	19	0.451072846401457	D29	C1	1000	1000	9000	PC1
692	20	0.262298304587961	D29	C1	1000	1000	14600	PC1
693	21	0.180584010896246	D29	C1	1000	1000	23600	PC1
694	22	0.111557115062745	D29	C1	1000	1000	38200	PC1
695	23	0.0767414986985638	D29	C1	1000	1000	61800	PC1
696	24	0.0465355039144541	D29	C1	1000	1000	1e+05	PC1
697	1	0.975522459170347	D30	C1	1000	1000	500	FGr
698	2	0.931913514391046	D30	C1	1000	1000	810	FGr
699	3	0.89305810986133	D30	C1	1000	1000	1320	FGr
700	4	0.861908934780831	D30	C1	1000	1000	2100	FGr
701	5	0.737322794712168	D30	C1	1000	1000	3400	FGr
702	6	0.626545240498595	D30	C1	1000	1000	5500	FGr
703	7	0.534004516971796	D30	C1	1000	1000	9000	FGr
704	8	0.376614856632544	D30	C1	1000	1000	14600	FGr
705	9	0.282213418113592	D30	C1	1000	1000	23600	FGr
706	10	0.202074814405611	D30	C1	1000	1000	38200	FGr
707	11	0.142100393315739	D30	C1	1000	1000	61800	FGr
708	12	0.0874204076395432	D30	C1	1000	1000	1e+05	FGr
709	13	0.998470478810914	D30	C1	1000	1000	500	PC1
710	14	0.996380984236922	D30	C1	1000	1000	810	PC1
711	15	0.999265645937636	D30	C1	1000	1000	1320	PC1
712	16	0.965070451456081	D30	C1	1000	1000	2100	PC1
713	17	0.998760152359376	D30	C1	1000	1000	3400	PC1
714	18	0.599962806139135	D30	C1	1000	1000	5500	PC1
715	19	0.38451132354866	D30	C1	1000	1000	9000	PC1
716	20	0.238487853406518	D30	C1	1000	1000	14600	PC1
717	21	0.176765657033563	D30	C1	1000	1000	23600	PC1
718	22	0.108495237474259	D30	C1	1000	1000	38200	PC1
719	23	0.0682027352519755	D30	C1	1000	1000	61800	PC1
720	24	0.0399609247966206	D30	C1	1000	1000	1e+05	PC1
721	1	0.953851890301581	D31	C1	1000	1000	500	FGr
722	2	0.896935076895733	D31	C1	1000	1000	810	FGr
723	3	0.869411185878652	D31	C1	1000	1000	1320	FGr
724	4	0.820042078716353	D31	C1	1000	1000	2100	FGr
725	5	0.716350258818392	D31	C1	1000	1000	3400	FGr
726	6	0.636191225210931	D31	C1	1000	1000	5500	FGr
727	7	0.518311672996215	D31	C1	1000	1000	9000	FGr
728	8	0.405910019449474	D31	C1	1000	1000	14600	FGr
729	9	0.306610969502656	D31	C1	1000	1000	23600	FGr
730	10	0.203767591472275	D31	C1	1000	1000	38200	FGr
731	11	0.134056289162734	D31	C1	1000	1000	61800	FGr
732	12	0.0868899108982857	D31	C1	1000	1000	1e+05	FGr
733	13	0.996137116057607	D31	C1	1000	1000	500	PC1
734	14	0.998593204454901	D31	C1	1000	1000	810	PC1
735	15	0.999764136658291	D31	C1	1000	1000	1320	PC1
736	16	0.999512595866709	D31	C1	1000	1000	2100	PC1
737	17	0.786340007959933	D31	C1	1000	1000	3400	PC1
738	18	0.604001527739065	D31	C1	1000	1000	5500	PC1
739	19	0.368610633044022	D31	C1	1000	1000	9000	PC1
740	20	0.28075585525555	D31	C1	1000	1000	14600	PC1
741	21	0.16666203687522	D31	C1	1000	1000	23600	PC1
742	22	0.111682757970729	D31	C1	1000	1000	38200	PC1
743	23	0.0745939492384044	D31	C1	1000	1000	61800	PC1
744	24	0.0448598367261303	D31	C1	1000	1000	1e+05	PC1
745	1	0.975185607204489	D32	C1	1000	1000	500	FGr
746	2	0.952465794260897	D32	C1	1000	1000	810	FGr
747	3	0.894017723175009	D32	C1	1000	1000	1320	FGr
748	4	0.809966087099217	D32	C1	1000	1000	2100	FGr
749	5	0.748442597518301	D32	C1	1000	1000	3400	FGr
750	6	0.662727432429469	D32	C1	1000	1000	5500	FGr
751	7	0.504117592474508	D32	C1	1000	1000	9000	FGr
752	8	0.369676140968351	D32	C1	1000	1000	14600	FGr
753	9	0.293290506425027	D32	C1	1000	1000	23600	FGr
754	10	0.210857819247839	D32	C1	1000	1000	38200	FGr
755	11	0.137499044875756	D32	C1	1000	1000	61800	FGr
756	12	0.0930556935633912	D32	C1	1000	1000	1e+05	FGr
757	13	0.996629494310909	D32	C1	1000	1000	500	PC1
758	14	0.999695550394458	D32	C1	1000	1000	810	PC1
759	15	0.99988986137937	D32	C1	1000	1000	1320	PC1
760	16	0.986954800222577	D32	C1	1000	1000	2100	PC1
761	17	0.925500157531337	D32	C1	1000	1000	3400	PC1
762	18	0.603073811912561	D32	C1	1000	1000	5500	PC1
763	19	0.394136977365475	D32	C1	1000	1000	9000	PC1
764	20	0.255938160018674	D32	C1	1000	1000	14600	PC1
765	21	0.169553112848618	D32	C1	1000	1000	23600	PC1
766	22	0.111402696722963	D32	C1	1000	1000	38200	PC1
767	23	0.0702559474207448	D32	C1	1000	1000	61800	PC1
768	24	0.0455084978198733	D32	C1	1000	1000	1e+05	PC1
769	1	0.955559330166977	D33	C1	1000	1000	500	FGr
770	2	0.914594419168811	D33	C1	1000	1000	810	FGr
771	3	0.854725020621277	D33	C1	1000	1000	1320	FGr
772	4	0.865718627324661	D33	C1	1000	1000	2100	FGr
773	5	0.708385232200312	D33	C1	1000	1000	3400	FGr
774	6	0.651920297203359	D33	C1	1000	1000	5500	FGr
775	7	0.495895260208748	D33	C1	1000	1000	9000	FGr
776	8	0.403099005858	D33	C1	1000	1000	14600	FGr
777	9	0.291041382231713	D33	C1	1000	1000	23600	FGr
778	10	0.19761975971832	D33	C1	1000	1000	38200	FGr
779	11	0.143112424774983	D33	C1	1000	1000	61800	FGr
780	12	0.09225063346735	D33	C1	1000	1000	1e+05	FGr
781	13	0.987552273807238	D33	C1	1000	1000	500	PC1
782	14	0.997877866526614	D33	C1	1000	1000	810	PC1
783	15	0.996097925236845	D33	C1	1000	1000	1320	PC1
784	16	0.957033518849065	D33	C1	1000	1000	2100	PC1
785	17	0.878584645732586	D33	C1	1000	1000	3400	PC1
786	18	0.615537452876226	D33	C1	1000	1000	5500	PC1
787	19	0.411260772763232	D33	C1	1000	1000	9000	PC1
788	20	0.261725739342498	D33	C1	1000	1000	14600	PC1
789	21	0.180271231912574	D33	C1	1000	1000	23600	PC1
790	22	0.11053148969999	D33	C1	1000	1000	38200	PC1
791	23	0.0707432681229118	D33	C1	1000	1000	61800	PC1
792	24	0.0453587395183759	D33	C1	1000	1000	1e+05	PC1
793	1	0.945607529559398	D34	C1	1000	1000	500	FGr
794	2	0.935244595838249	D34	C1	1000	1000	810	FGr
795	3	0.858117397270307	D34	C1	1000	1000	1320	FGr
796	4	0.807975058452844	D34	C1	1000	1000	2100	FGr
797	5	0.74744122662167	D34	C1	1000	1000	3400	FGr
798	6	0.620156534776223	D34	C1	1000	1000	5500	FGr
799	7	0.532307571101155	D34	C1	1000	1000	9000	FGr
800	8	0.39843547252327	D34	C1	1000	1000	14600	FGr
801	9	0.305862894177028	D34	C1	1000	1000	23600	FGr
802	10	0.221540947103107	D34	C1	1000	1000	38200	FGr
803	11	0.12534023326537	D34	C1	1000	1000	61800	FGr
804	12	0.0841104160047959	D34	C1	1000	1000	1e+05	FGr
805	13	0.999836963052642	D34	C1	1000	1000	500	PC1
806	14	0.999940540447459	D34	C1	1000	1000	810	PC1
807	15	0.957383848664537	D34	C1	1000	1000	1320	PC1
808	16	0.989747681573474	D34	C1	1000	1000	2100	PC1
809	17	0.947875669101896	D34	C1	1000	1000	3400	PC1
810	18	0.682481160241828	D34	C1	1000	1000	5500	PC1
811	19	0.407626482596182	D34	C1	1000	1000	9000	PC1
812	20	0.264916460539362	D34	C1	1000	1000	14600	PC1
813	21	0.162994314104497	D34	C1	1000	1000	23600	PC1
814	22	0.123993499832042	D34	C1	1000	1000	38200	PC1
815	23	0.0631143094775458	D34	C1	1000	1000	61800	PC1
816	24	0.0455287784511335	D34	C1	1000	1000	1e+05	PC1
817	1	0.949297009168784	D35	C1	1000	1000	500	FGr
818	2	0.929470722804892	D35	C1	1000	1000	810	FGr
819	3	0.903450655166336	D35	C1	1000	1000	1320	FGr
820	4	0.795872353918317	D35	C1	1000	1000	2100	FGr
821	5	0.765849455018504	D35	C1	1000	1000	3400	FGr
822	6	0.653592257355105	D35	C1	1000	1000	5500	FGr
823	7	0.54103535697917	D35	C1	1000	1000	9000	FGr
824	8	0.425189060752207	D35	C1	1000	1000	14600	FGr
825	9	0.314922708798719	D35	C1	1000	1000	23600	FGr
826	10	0.237076341712794	D35	C1	1000	1000	38200	FGr
827	11	0.143683274074537	D35	C1	1000	1000	61800	FGr
828	12	0.0937283963113228	D35	C1	1000	1000	1e+05	FGr
829	13	0.990483650632645	D35	C1	1000	1000	500	PC1
830	14	0.990232375387138	D35	C1	1000	1000	810	PC1
831	15	0.9988030992262	D35	C1	1000	1000	1320	PC1
832	16	0.955129852813364	D35	C1	1000	1000	2100	PC1
833	17	0.949144502081685	D35	C1	1000	1000	3400	PC1
834	18	0.58583412000839	D35	C1	1000	1000	5500	PC1
835	19	0.399367998338417	D35	C1	1000	1000	9000	PC1
836	20	0.306647903445831	D35	C1	1000	1000	14600	PC1
837	21	0.168627358354457	D35	C1	1000	1000	23600	PC1
838	22	0.117275687752716	D35	C1	1000	1000	38200	PC1
839	23	0.0760215032498917	D35	C1	1000	1000	61800	PC1
840	24	0.0456508869452971	D35	C1	1000	1000	1e+05	PC1
841	1	0.964155069353115	D36	C1	1000	1000	500	FGr
842	2	0.910346502930752	D36	C1	1000	1000	810	FGr
843	3	0.903367431784444	D36	C1	1000	1000	1320	FGr
844	4	0.81059597618246	D36	C1	1000	1000	2100	FGr
845	5	0.751434973726287	D36	C1	1000	1000	3400	FGr
846	6	0.638145765916105	D36	C1	1000	1000	5500	FGr
847	7	0.517778742253944	D36	C1	1000	1000	9000	FGr
848	8	0.417918265434121	D36	C1	1000	1000	14600	FGr
849	9	0.290480474208458	D36	C1	1000	1000	23600	FGr
850	10	0.198942662224033	D36	C1	1000	1000	38200	FGr
851	11	0.132615040975479	D36	C1	1000	1000	61800	FGr
852	12	0.0903850069201006	D36	C1	1000	1000	1e+05	FGr
853	13	0.970255781612078	D36	C1	1000	1000	500	PC1
854	14	0.991307906667683	D36	C1	1000	1000	810	PC1
855	15	0.983431731399511	D36	C1	1000	1000	1320	PC1
856	16	0.987328554008797	D36	C1	1000	1000	2100	PC1
857	17	0.953979869996853	D36	C1	1000	1000	3400	PC1
858	18	0.602119861061938	D36	C1	1000	1000	5500	PC1
859	19	0.411411006145812	D36	C1	1000	1000	9000	PC1
860	20	0.300526887197387	D36	C1	1000	1000	14600	PC1
861	21	0.18545123707808	D36	C1	1000	1000	23600	PC1
862	22	0.104678778195557	D36	C1	1000	1000	38200	PC1
863	23	0.0739302838217785	D36	C1	1000	1000	61800	PC1
864	24	0.0433998710801417	D36	C1	1000	1000	1e+05	PC1
865	1	0.956328754752359	D37	C1	1000	1000	500	FGr
866	2	0.931617269981981	D37	C1	1000	1000	810	FGr
867	3	0.927607299620653	D37	C1	1000	1000	1320	FGr
868	4	0.85683073476568	D37	C1	1000	1000	2100	FGr
869	5	0.731079197356475	D37	C1	1000	1000	3400	FGr
870	6	0.633296511383063	D37	C1	1000	1000	5500	FGr
871	7	0.52641329192662	D37	C1	1000	1000	9000	FGr
872	8	0.46787042429819	D37	C1	1000	1000	14600	FGr
873	9	0.291874459626406	D37	C1	1000	1000	23600	FGr
874	10	0.210387634026343	D37	C1	1000	1000	38200	FGr
875	11	0.139886511339073	D37	C1	1000	1000	61800	FGr
876	12	0.08861732517504	D37	C1	1000	1000	1e+05	FGr
877	13	0.975029932551893	D37	C1	1000	1000	500	PC1
878	14	0.997069785420596	D37	C1	1000	1000	810	PC1
879	15	0.999420830752772	D37	C1	1000	1000	1320	PC1
880	16	0.997130735497265	D37	C1	1000	1000	2100	PC1
881	17	0.966687239174281	D37	C1	1000	1000	3400	PC1
882	18	0.637284661372841	D37	C1	1000	1000	5500	PC1
883	19	0.459063624368511	D37	C1	1000	1000	9000	PC1
884	20	0.28178820151375	D37	C1	1000	1000	14600	PC1
885	21	0.187568273543129	D37	C1	1000	1000	23600	PC1
886	22	0.107551678578457	D37	C1	1000	1000	38200	PC1
887	23	0.0746701399274269	D37	C1	1000	1000	61800	PC1
888	24	0.0393262017138997	D37	C1	1000	1000	1e+05	PC1
889	1	0.958913057180593	D38	C1	1000	1000	500	FGr
890	2	0.928182619430046	D38	C1	1000	1000	810	FGr
891	3	0.890116721254213	D38	C1	1000	1000	1320	FGr
892	4	0.802581388774548	D38	C1	1000	1000	2100	FGr
893	5	0.741358825471481	D38	C1	1000	1000	3400	FGr
894	6	0.619976014712434	D38	C1	1000	1000	5500	FGr
895	7	0.52595643691564	D38	C1	1000	1000	9000	FGr
