	error	rep	config	gwas_size	test_size	L	type
1	0.95005677514226	D70	C1	1000	1000	500	FGr
2	0.918815489837179	D70	C1	1000	1000	810	FGr
3	0.876429214453505	D70	C1	1000	1000	1320	FGr
4	0.813617734029543	D70	C1	1000	1000	2100	FGr
5	0.729595005270492	D70	C1	1000	1000	3400	FGr
6	0.635021668684686	D70	C1	1000	1000	5500	FGr
7	0.47839523395236	D70	C1	1000	1000	9000	FGr
8	0.418612002480645	D70	C1	1000	1000	14600	FGr
9	0.302409426456017	D70	C1	1000	1000	23600	FGr
10	0.189481921382659	D70	C1	1000	1000	38200	FGr
11	0.135755735876008	D70	C1	1000	1000	61800	FGr
12	0.0906101546870591	D70	C1	1000	1000	1e+05	FGr
13	0.999836369634153	D70	C1	1000	1000	500	PC1
14	0.997283727208388	D70	C1	1000	1000	810	PC1
15	0.998999116945634	D70	C1	1000	1000	1320	PC1
16	0.958994323886864	D70	C1	1000	1000	2100	PC1
17	0.922401279949837	D70	C1	1000	1000	3400	PC1
18	0.676801854397149	D70	C1	1000	1000	5500	PC1
19	0.373235855607765	D70	C1	1000	1000	9000	PC1
20	0.26003935340099	D70	C1	1000	1000	14600	PC1
21	0.176958677952604	D70	C1	1000	1000	23600	PC1
22	0.106757757473225	D70	C1	1000	1000	38200	PC1
23	0.0692874388011621	D70	C1	1000	1000	61800	PC1
24	0.044671947573801	D70	C1	1000	1000	1e+05	PC1
