	error	rep	config	gwas_size	test_size	L	type
1	0.94435252825544	D11	C1	1000	1000	500	FGr
2	0.920420408469965	D11	C1	1000	1000	810	FGr
3	0.905190697177374	D11	C1	1000	1000	1320	FGr
4	0.804190860888973	D11	C1	1000	1000	2100	FGr
5	0.707307243493085	D11	C1	1000	1000	3400	FGr
6	0.59952327274494	D11	C1	1000	1000	5500	FGr
7	0.517448315023892	D11	C1	1000	1000	9000	FGr
8	0.414398777986959	D11	C1	1000	1000	14600	FGr
9	0.315663558856119	D11	C1	1000	1000	23600	FGr
10	0.219524426370295	D11	C1	1000	1000	38200	FGr
11	0.136976530931945	D11	C1	1000	1000	61800	FGr
12	0.0916915836340919	D11	C1	1000	1000	1e+05	FGr
13	0.999955552705537	D11	C1	1000	1000	500	PC1
14	0.999900781065182	D11	C1	1000	1000	810	PC1
15	0.999174193571204	D11	C1	1000	1000	1320	PC1
16	0.893605483889714	D11	C1	1000	1000	2100	PC1
17	0.798675828218811	D11	C1	1000	1000	3400	PC1
18	0.606962255020254	D11	C1	1000	1000	5500	PC1
19	0.435350356388947	D11	C1	1000	1000	9000	PC1
20	0.270035170342111	D11	C1	1000	1000	14600	PC1
21	0.199658681344947	D11	C1	1000	1000	23600	PC1
22	0.110682359991567	D11	C1	1000	1000	38200	PC1
23	0.0701545100424493	D11	C1	1000	1000	61800	PC1
24	0.0444276958855329	D11	C1	1000	1000	1e+05	PC1
