	error	rep	config	gwas_size	test_size	L	type
1	0.95472587525113	D71	C1	1000	1000	500	FGr
2	0.941848281717318	D71	C1	1000	1000	810	FGr
3	0.883075872960864	D71	C1	1000	1000	1320	FGr
4	0.815182026383863	D71	C1	1000	1000	2100	FGr
5	0.716410716134366	D71	C1	1000	1000	3400	FGr
6	0.631065758171482	D71	C1	1000	1000	5500	FGr
7	0.532203816092369	D71	C1	1000	1000	9000	FGr
8	0.397310393210307	D71	C1	1000	1000	14600	FGr
9	0.29485521742398	D71	C1	1000	1000	23600	FGr
10	0.233383030970846	D71	C1	1000	1000	38200	FGr
11	0.138350234961835	D71	C1	1000	1000	61800	FGr
12	0.0895014980103811	D71	C1	1000	1000	1e+05	FGr
13	0.993625622381902	D71	C1	1000	1000	500	PC1
14	0.999929388167888	D71	C1	1000	1000	810	PC1
15	0.989425443854812	D71	C1	1000	1000	1320	PC1
16	0.908510433665043	D71	C1	1000	1000	2100	PC1
17	0.838514559095563	D71	C1	1000	1000	3400	PC1
18	0.56880194910464	D71	C1	1000	1000	5500	PC1
19	0.444941493632576	D71	C1	1000	1000	9000	PC1
20	0.269174697665012	D71	C1	1000	1000	14600	PC1
21	0.171705902148347	D71	C1	1000	1000	23600	PC1
22	0.119956509728047	D71	C1	1000	1000	38200	PC1
23	0.0692065632957885	D71	C1	1000	1000	61800	PC1
24	0.0429198710427219	D71	C1	1000	1000	1e+05	PC1
