	error	rep	config	gwas_size	test_size	L	type
1	0.942022940795649	D10	C1	1000	1000	500	FGr
2	0.932549871206555	D10	C1	1000	1000	810	FGr
3	0.89413617397881	D10	C1	1000	1000	1320	FGr
4	0.811850723145763	D10	C1	1000	1000	2100	FGr
5	0.725037317571927	D10	C1	1000	1000	3400	FGr
6	0.646700012356186	D10	C1	1000	1000	5500	FGr
7	0.494587353268671	D10	C1	1000	1000	9000	FGr
8	0.397400606361624	D10	C1	1000	1000	14600	FGr
9	0.285338374566432	D10	C1	1000	1000	23600	FGr
10	0.190125360774107	D10	C1	1000	1000	38200	FGr
11	0.138195670735401	D10	C1	1000	1000	61800	FGr
12	0.0911114393550559	D10	C1	1000	1000	1e+05	FGr
13	0.996825734786248	D10	C1	1000	1000	500	PC1
14	0.999003029859903	D10	C1	1000	1000	810	PC1
15	0.993552733346199	D10	C1	1000	1000	1320	PC1
16	0.959211131981862	D10	C1	1000	1000	2100	PC1
17	0.816436226487256	D10	C1	1000	1000	3400	PC1
18	0.563770225551055	D10	C1	1000	1000	5500	PC1
19	0.432443582874285	D10	C1	1000	1000	9000	PC1
20	0.259841877427498	D10	C1	1000	1000	14600	PC1
21	0.171304641405289	D10	C1	1000	1000	23600	PC1
22	0.1035845864509	D10	C1	1000	1000	38200	PC1
23	0.0681616729607145	D10	C1	1000	1000	61800	PC1
24	0.0430785556605902	D10	C1	1000	1000	1e+05	PC1
