Pop	avg_PRS	LAT	LONG
0	0.00476406296652466	0	0
1	0.0288989134847273	0	1
2	0.00652016856763084	0	2
3	0.00329916607446727	0	3
4	-0.017770494013449	0	4
5	-0.0230175634012023	0	5
6	0.0357132851622145	1	0
7	-0.030751429441226	1	1
8	-0.00921133878927838	1	2
9	-0.00415815994569191	1	3
10	-0.0134652804516207	1	4
11	-0.0174192783344767	1	5
12	-0.00478317068152152	2	0
13	-0.0118837588425701	2	1
14	-0.0531110587353282	2	2
15	0.0143855962929832	2	3
16	-0.00639906784088056	2	4
17	-0.00294639260490099	2	5
18	0.0262841828975893	3	0
19	-0.00748165374228041	3	1
20	-0.020733604440742	3	2
21	-0.0142374194869529	3	3
22	0.0186935495919126	3	4
23	-0.0219458610842176	3	5
24	0.00722822305222964	4	0
25	0.184451630037728	4	1
26	-0.0183467273881888	4	2
27	-0.0163221388919106	4	3
28	0.0210785472589359	4	4
29	-0.00142920171149116	4	5
30	-0.0174871420673229	5	0
31	-0.0346740784493802	5	1
32	-0.0118230727354565	5	2
33	0.0236226977891207	5	3
34	0.0179612130289957	5	4
35	-0.0335033431249703	5	5
