Pop	avg_PRS	LAT	LONG
0	-0.119566834230392	0	0
1	-0.0869968816755909	0	1
2	-0.0938164933612883	0	2
3	-0.118051362947759	0	3
4	-0.13767217647535	0	4
5	-0.150273526409091	0	5
6	-0.0772636353992579	1	0
7	-0.0824754814687855	1	1
8	-0.0646765702111027	1	2
9	-0.0917183201391746	1	3
10	-0.100448786598312	1	4
11	-0.108021621028569	1	5
12	-0.0661334527201796	2	0
13	-0.0517800351047863	2	1
14	0.00694799613462775	2	2
15	-0.0208194806164666	2	3
16	-0.026522963785372	2	4
17	-0.0358811960892339	2	5
18	-0.0253101981695155	3	0
19	0.00197025363823641	3	1
20	0.00449010034817723	3	2
21	0.0698687058781681	3	3
22	0.0471901332873436	3	4
23	0.0528984176041535	3	5
24	0.00460218684420846	4	0
25	0.00582344263894647	4	1
26	0.0396918586000125	4	2
27	0.0860950323671556	4	3
28	0.196585039076817	4	4
29	0.194642848328077	4	5
30	-0.0096561114717696	5	0
31	0.0107913130910813	5	1
32	0.0457079660671066	5	2
33	0.125633751006339	5	3
34	0.220178269868199	5	4
35	0.353967813123346	5	5
