Pop	avg_PRS	LAT	LONG
0	0.0026599323134071	0	0
1	-0.00290158613198498	0	1
2	-0.0114946627434663	0	2
3	0.00807653292322866	0	3
4	-0.0223649282127977	0	4
5	-0.0737707572698804	0	5
6	0.0297791297266455	1	0
7	-0.0108530608104174	1	1
8	0.0229039067497438	1	2
9	-0.0213651118434337	1	3
10	-0.0270406798604047	1	4
11	-0.0376676935530446	1	5
12	-0.00499294875426014	2	0
13	-0.0275185780764963	2	1
14	-0.00365330713939073	2	2
15	0.0114021090108826	2	3
16	-0.0232555982896085	2	4
17	-0.047511221174277	2	5
18	0.0340940122496394	3	0
19	0.0029486777605003	3	1
20	0.0133188337093665	3	2
21	-0.00840702638478674	3	3
22	0.0141676945794802	3	4
23	0.0221651529629742	3	5
24	0.0198896729841388	4	0
25	-0.0270747720809472	4	1
26	-0.0139932406840242	4	2
27	0.0104473569291388	4	3
28	0.0192792612723241	4	4
29	0.0240546247894533	4	5
30	0.00369388936094176	5	0
31	0.0347086156479047	5	1
32	0.00929696906327406	5	2
33	-0.00699950788524619	5	3
34	0.0434989470625103	5	4
35	0.0444793617989135	5	5
