	FGr	10	35	100	rep	gwas_size	test_size	test	L
1	0.0519433203588486	0.0692614148066156	0.0301062079461393	0.0269754735128025	A1	2160	720	PS	20000
2	0.0557610166357772	0.0703316920297561	0.0305391740336438	0.0279863336775454	A1	2160	720	PS	19000
3	0.0558214208646571	0.0716928901899887	0.0316703276739614	0.0289818433971363	A1	2160	720	PS	18000
4	0.0614367926927291	0.075823499693232	0.0336766396412951	0.030560095092857	A1	2160	720	PS	17000
5	0.0650854910982484	0.0744704777110039	0.0348763998385516	0.0324007539154731	A1	2160	720	PS	16000
6	0.0715198857241564	0.0746196261302893	0.0373476916775583	0.0339671051811665	A1	2160	720	PS	15000
7	0.0732085818888629	0.0748646831215216	0.040430029837586	0.0359074845388093	A1	2160	720	PS	14000
8	0.0814439660084899	0.0835701913344118	0.0466792796703055	0.0420529959848845	A1	2160	720	PS	13000
9	0.0852148676711059	0.0802704492789116	0.0453163284208097	0.0401960274545005	A1	2160	720	PS	12000
10	0.0868185030827014	0.0763741945841573	0.0480649251161586	0.0437935860302104	A1	2160	720	PS	11000
11	0.0958561094398613	0.0781483579277323	0.0511253910391714	0.0467124459017696	A1	2160	720	PS	10000
12	0.108967794183024	0.0879614997256731	0.0577945377341385	0.0522873549479245	A1	2160	720	PS	9000
13	0.128283622002502	0.0953511068475248	0.0655799810626169	0.0585968248429375	A1	2160	720	PS	8000
14	0.153829014898004	0.0913709362616732	0.0663977008724613	0.0600496429716426	A1	2160	720	PS	7000
15	0.163628305333387	0.0980643378788752	0.0771263257217294	0.0717492737614075	A1	2160	720	PS	6000
16	0.048083282355699	0.0713381640401293	0.0272969219464148	0.0258402392436736	A2	2160	720	PS	20000
17	0.0509147759626418	0.0741038735340347	0.0292305066577018	0.0274540250672501	A2	2160	720	PS	19000
18	0.0522457395889062	0.0749866463040305	0.0311833098095439	0.028634005126799	A2	2160	720	PS	18000
19	0.0554412878867112	0.073376220016301	0.0322125159322666	0.0295829193156422	A2	2160	720	PS	17000
20	0.0575813780219432	0.0719058143010214	0.0334893065555105	0.030929406508787	A2	2160	720	PS	16000
21	0.0641916047586668	0.0768006919950031	0.0360319353284546	0.0330157217103769	A2	2160	720	PS	15000
22	0.0672380000867806	0.0753347931773009	0.0372651100036316	0.0338794825525288	A2	2160	720	PS	14000
23	0.0726063290985405	0.0789393114324754	0.0410106777517384	0.0373729161084222	A2	2160	720	PS	13000
24	0.0773734639354579	0.0801592610700426	0.0440926201697816	0.0396757940174247	A2	2160	720	PS	12000
25	0.0859365052357897	0.0776265847396247	0.0446555199100844	0.0408202772484544	A2	2160	720	PS	11000
26	0.0942362271994338	0.0898495683249012	0.0517649400625019	0.046825660339667	A2	2160	720	PS	10000
27	0.113294473787124	0.0870890294268818	0.0533813716668971	0.0496530915427776	A2	2160	720	PS	9000
28	0.113200041943194	0.0946130010158884	0.0627393847836925	0.0556288876200507	A2	2160	720	PS	8000
29	0.136861085245939	0.0940633174853341	0.0663430305026964	0.0586573828806715	A2	2160	720	PS	7000
30	0.147232375344773	0.0947596217409884	0.0735320650779758	0.0673421279082831	A2	2160	720	PS	6000
31	0.0556610909205525	0.0716875765399945	0.0297171975578964	0.0275518788617019	A3	2160	720	PS	20000
32	0.0584653337186464	0.0767691580687842	0.0313448983761113	0.0291402537812482	A3	2160	720	PS	19000
33	0.0612307382708212	0.0708669460295198	0.0332384894796257	0.0301632383609942	A3	2160	720	PS	18000
34	0.0635872587114674	0.0718333308129152	0.0343236939643014	0.0306234763252627	A3	2160	720	PS	17000
35	0.0662127299456001	0.0793750620187665	0.0357368614933112	0.0327385536694658	A3	2160	720	PS	16000
36	0.0697943156217065	0.0761334279707377	0.0374834743371888	0.0340421840945655	A3	2160	720	PS	15000
37	0.0730532836177197	0.0755480675395305	0.0391178751612414	0.0358061843552324	A3	2160	720	PS	14000
38	0.0792759065900693	0.0783437735694438	0.0427685169377222	0.0390246987814779	A3	2160	720	PS	13000
39	0.085482490054171	0.0800380729499107	0.0469695038183017	0.0417420933572629	A3	2160	720	PS	12000
40	0.0935616923355227	0.0778351009418004	0.0473301454651304	0.0436144670412399	A3	2160	720	PS	11000
41	0.0996604179175204	0.082076152975112	0.0505149773189025	0.0466802356487686	A3	2160	720	PS	10000
42	0.107643299961979	0.0837095346537129	0.0552538816115071	0.0493626045443213	A3	2160	720	PS	9000
43	0.130657001047251	0.0913131363024106	0.0602663206425351	0.0545388986810584	A3	2160	720	PS	8000
44	0.144497274919256	0.0899110862759204	0.0673440746083251	0.0604997468563521	A3	2160	720	PS	7000
45	0.16038547294627	0.0945752753537391	0.0756200446575784	0.0699564190370459	A3	2160	720	PS	6000
46	0.0532968506553918	0.0702710880920776	0.0297039696833803	0.0265615772900956	A4	2160	720	PS	20000
47	0.05480652825209	0.069541905418168	0.0305100762982186	0.0286634753305979	A4	2160	720	PS	19000
48	0.0588743563418891	0.0754014272768122	0.0324326555568419	0.030682421814489	A4	2160	720	PS	18000
49	0.0627191357042873	0.0728792048637338	0.0326150732766687	0.0306126844877148	A4	2160	720	PS	17000
50	0.0697468824730705	0.0734047825145403	0.0381154245520203	0.0343558116894129	A4	2160	720	PS	16000
51	0.0711329287332521	0.0759853427180842	0.0386700160226852	0.0348600264360899	A4	2160	720	PS	15000
52	0.0745659121968792	0.0769042568288326	0.0395389319780131	0.0360400403287549	A4	2160	720	PS	14000
53	0.0877385655040355	0.0798313687210502	0.0437422923852127	0.0396161445532178	A4	2160	720	PS	13000
54	0.0865088666230275	0.0782682531684126	0.043068057435218	0.0395277605299409	A4	2160	720	PS	12000
55	0.0896837906247634	0.0806873171684447	0.0462797810226111	0.0425066917278454	A4	2160	720	PS	11000
56	0.106369991031071	0.0823771216671233	0.0534773721266307	0.0491678146492804	A4	2160	720	PS	10000
57	0.113413311440127	0.084257736603653	0.0565592269902638	0.0521053757467304	A4	2160	720	PS	9000
58	0.120960276085959	0.0904566689986279	0.0590909876172492	0.0539854858895765	A4	2160	720	PS	8000
59	0.14041163001493	0.0957939405255557	0.0730671727451514	0.0631532186721391	A4	2160	720	PS	7000
60	0.173474566295552	0.101364854401047	0.0802734541367811	0.0709813756408808	A4	2160	720	PS	6000
61	0.0543964016570047	0.0681089991800792	0.0272628364413206	0.0253456069811183	A5	2160	720	PS	20000
62	0.0554892208889902	0.0683315718758843	0.0271624091603045	0.0250477856296673	A5	2160	720	PS	19000
63	0.0606490531900891	0.071198236848277	0.0295752249426788	0.0276874942729382	A5	2160	720	PS	18000
64	0.0673314691087763	0.0706208469362627	0.0303556763659261	0.0286646090629995	A5	2160	720	PS	17000
65	0.0694405686933658	0.0708181915714906	0.0326774712700982	0.0308004433101556	A5	2160	720	PS	16000
66	0.0683114231428533	0.0736356937800981	0.0342322951193749	0.0322341002924329	A5	2160	720	PS	15000
67	0.0750319113832623	0.0763095602672407	0.0364295682185029	0.0335888775334039	A5	2160	720	PS	14000
68	0.0879120121275042	0.0816385742178801	0.0406177850896915	0.0370303201501762	A5	2160	720	PS	13000
69	0.0879985706223092	0.0812583648989897	0.0429561446149055	0.0396108818463874	A5	2160	720	PS	12000
70	0.0932222167533647	0.0762164915056722	0.0430700947796989	0.0396822909643073	A5	2160	720	PS	11000
71	0.105477310030405	0.0812339063663249	0.0491064950337079	0.045143308563554	A5	2160	720	PS	10000
72	0.109985392315686	0.077624564950237	0.0527573546375393	0.0489023364040541	A5	2160	720	PS	9000
73	0.126926710247364	0.086432049367	0.0571987348152482	0.0525715332049755	A5	2160	720	PS	8000
74	0.138541552261011	0.0935330824234627	0.0700811420723736	0.0649356344496677	A5	2160	720	PS	7000
75	0.160920092499412	0.0975618465581435	0.0784745466953641	0.0710869042684613	A5	2160	720	PS	6000
76	0.051719041735201	0.0689942727658614	0.0299013413647945	0.0263353192469287	A6	2160	720	PS	20000
77	0.0562320504717153	0.0705215024183991	0.0311261460424624	0.0286015104029383	A6	2160	720	PS	19000
78	0.0570678744466261	0.0714332462151726	0.0317031063708091	0.0285748896520285	A6	2160	720	PS	18000
79	0.0590182151636677	0.0726920161350337	0.0330941131730745	0.0308219201160576	A6	2160	720	PS	17000
80	0.0642820471758072	0.0736282926464641	0.0371404124586869	0.0326555313816207	A6	2160	720	PS	16000
81	0.0680883043166338	0.0756772838658588	0.0386227732016242	0.0353231893142679	A6	2160	720	PS	15000
82	0.0737325225782017	0.0776741901283401	0.0398170982138644	0.0359567887578993	A6	2160	720	PS	14000
83	0.0795087574294674	0.0750910122292263	0.0406441511880016	0.0371966230734745	A6	2160	720	PS	13000
84	0.086368767960231	0.080512643477325	0.0457472861470671	0.0416551229398994	A6	2160	720	PS	12000
85	0.0934312499397281	0.0773756409882415	0.0463707598886908	0.0419686522977455	A6	2160	720	PS	11000
86	0.0992499366419176	0.075294973203929	0.0472820788233507	0.0429290767722044	A6	2160	720	PS	10000
87	0.10876011970584	0.0837712112839687	0.0555918306949713	0.0510937025009584	A6	2160	720	PS	9000
88	0.119591054780431	0.0950712638851387	0.0639312981624834	0.0569630455321898	A6	2160	720	PS	8000
89	0.149109047202149	0.0902965726721898	0.0692761810216375	0.062663484475995	A6	2160	720	PS	7000
90	0.163007968802753	0.0965655328004255	0.0760949257892105	0.0695325744971297	A6	2160	720	PS	6000
91	0.0523638184281076	0.0681490954487258	0.0272446161053798	0.0255384911746693	A7	2160	720	PS	20000
92	0.0556684165666989	0.0675953672363717	0.0280867995490665	0.0267149640919621	A7	2160	720	PS	19000
93	0.0577916723408446	0.0688353317145584	0.0294806212422339	0.0277947514091291	A7	2160	720	PS	18000
94	0.063161304815918	0.0713313926173111	0.0323565235787805	0.0298860494128839	A7	2160	720	PS	17000
95	0.0642792792430735	0.0687222586713717	0.034481736947101	0.0321588527093873	A7	2160	720	PS	16000
96	0.0703849748878805	0.0731218754663174	0.0366416608173058	0.0337488181885089	A7	2160	720	PS	15000
97	0.0745325049018382	0.0704113032818112	0.0371097374670711	0.0349465143743711	A7	2160	720	PS	14000
98	0.0801560748110751	0.0735537867899413	0.0382251702517509	0.0349738547501318	A7	2160	720	PS	13000
99	0.0845001114018362	0.0772506917298101	0.0420658047658692	0.0383523417749413	A7	2160	720	PS	12000
100	0.0971164699949664	0.0750366651674911	0.0469330565405462	0.0435036639920114	A7	2160	720	PS	11000
101	0.100696206975798	0.0775403590903369	0.0491085442919651	0.0455603411127302	A7	2160	720	PS	10000
