	FGr	10	35	100	rep	gwas_size	test_size	test	L
166	0.0544516516748238	0.0715376242056313	0.029389876962318	0.026027297445251	A12	2160	720	PS	20000
167	0.0562830480916779	0.0712497220518339	0.0302097522448656	0.0258246011561967	A12	2160	720	PS	19000
168	0.0597684098417073	0.0732803140970589	0.0314486575237498	0.0277251366407409	A12	2160	720	PS	18000
169	0.0629637552224237	0.0745569354071333	0.0333502706803517	0.0282428966380947	A12	2160	720	PS	17000
170	0.0651542555081001	0.0755456180370004	0.0352988340589199	0.0303371093201098	A12	2160	720	PS	16000
171	0.0726271038894357	0.0761283450408734	0.0366614802007292	0.0329737628193579	A12	2160	720	PS	15000
172	0.0744584373262589	0.0780174099980608	0.0386472743159378	0.0339145491627031	A12	2160	720	PS	14000
173	0.0801918636370432	0.0768309538154138	0.0436407145776565	0.037637916434527	A12	2160	720	PS	13000
174	0.0813457653198823	0.0764055533206797	0.0441667301388804	0.0371142582867169	A12	2160	720	PS	12000
175	0.0929143504995626	0.0804851253926087	0.0487540101619123	0.0422973481145351	A12	2160	720	PS	11000
176	0.0982440859288926	0.0841827165780208	0.0509785801765651	0.0440128787103804	A12	2160	720	PS	10000
177	0.101992020093101	0.0833305335309353	0.0571243192110088	0.0492305083593714	A12	2160	720	PS	9000
178	0.123031781583376	0.0796628053289012	0.0592943284615912	0.0537794712653356	A12	2160	720	PS	8000
179	0.136417246086255	0.092027193962777	0.0634751612164712	0.0545414021835883	A12	2160	720	PS	7000
180	0.159445857720429	0.0992031805994785	0.0792021675684829	0.0682292343029189	A12	2160	720	PS	6000
181	0.0513282773273475	0.0729284096397114	0.0282764277777924	0.0250465116094816	A13	2160	720	PS	20000
182	0.0543283310290066	0.0749600077158607	0.0296254991834981	0.025461615505881	A13	2160	720	PS	19000
183	0.0567633431121095	0.0730455115130281	0.0303936797899959	0.0269127076993113	A13	2160	720	PS	18000
184	0.0587798673560068	0.078023966505838	0.0313462125254023	0.0274621638638617	A13	2160	720	PS	17000
185	0.0603068387894652	0.079173291050491	0.0349803584765099	0.0304750215099212	A13	2160	720	PS	16000
186	0.0715208195402219	0.0789433890524767	0.0380965950925727	0.0328531152088232	A13	2160	720	PS	15000
187	0.0723097820203404	0.0773286467103549	0.0389407702653009	0.0343144045646583	A13	2160	720	PS	14000
188	0.0745193005383612	0.0792193668326995	0.0416381383155118	0.0354563743346864	A13	2160	720	PS	13000
189	0.0791583766621807	0.0826686127082676	0.0438424937592832	0.0388427734531597	A13	2160	720	PS	12000
190	0.0920828544050918	0.0854960383014336	0.0483863911795451	0.0420445554467769	A13	2160	720	PS	11000
191	0.0912818948011572	0.0917950062470718	0.0531806482173436	0.0461590402821637	A13	2160	720	PS	10000
192	0.114982646587564	0.0918376065727393	0.062518898376385	0.0523752830833191	A13	2160	720	PS	9000
193	0.121151213791752	0.0918098744279265	0.0605460753992393	0.0520573778309664	A13	2160	720	PS	8000
194	0.129432398889013	0.0861379841322761	0.0645199714286818	0.0564942418190102	A13	2160	720	PS	7000
195	0.154838746568138	0.0987585086237445	0.0717264694536186	0.0635412195469529	A13	2160	720	PS	6000
196	0.0556831000702578	0.0775934207575832	0.0304670235403138	0.02714181027976	A14	2160	720	PS	20000
197	0.0558958874141836	0.0767009504813019	0.0302092987654659	0.0266217602595362	A14	2160	720	PS	19000
198	0.0567836993359927	0.0714160426328714	0.0323834639428272	0.0279210664746268	A14	2160	720	PS	18000
199	0.0626015309046752	0.0802922148464336	0.033535233213056	0.0294741057522867	A14	2160	720	PS	17000
200	0.066698268917086	0.0774931627542493	0.0361571310541238	0.0313433263005541	A14	2160	720	PS	16000
201	0.0736167400716137	0.0789390095459023	0.0383976153643615	0.0344411896492101	A14	2160	720	PS	15000
202	0.0750980010379282	0.0789582589108802	0.0392717018225865	0.0340643286647075	A14	2160	720	PS	14000
203	0.0843555151824316	0.0853308763869555	0.0435948836855425	0.0391920522084319	A14	2160	720	PS	13000
204	0.0898485844550255	0.0854709050270677	0.0454184842494371	0.040560210761813	A14	2160	720	PS	12000
205	0.0915527740439322	0.0874240618692892	0.0463649698301839	0.0413920850326103	A14	2160	720	PS	11000
206	0.0954394407709398	0.0815225665951654	0.0495097787283738	0.0430789198268312	A14	2160	720	PS	10000
207	0.114980478751207	0.0989074688123713	0.0599515948653083	0.0506110425509525	A14	2160	720	PS	9000
208	0.135966453474788	0.0859646390718351	0.0568834663164439	0.0498597450167934	A14	2160	720	PS	8000
209	0.146896800405228	0.0993487019557412	0.0678534241094187	0.0583429182649412	A14	2160	720	PS	7000
210	0.166343898242221	0.0972238341317033	0.0771869764080992	0.0666576482541522	A14	2160	720	PS	6000
211	0.054616827379068	0.0704478057945139	0.0275565594129569	0.0251351515281588	A15	2160	720	PS	20000
212	0.0573218317739817	0.0680728589497867	0.0292556031743078	0.0260020864521797	A15	2160	720	PS	19000
213	0.0580465694834625	0.068931882504352	0.0293985786626522	0.0261249489724781	A15	2160	720	PS	18000
214	0.0637188356559852	0.0712111035574275	0.0326230906245797	0.0284087085876196	A15	2160	720	PS	17000
215	0.0669729251545839	0.072232427103766	0.0340260004853005	0.0295325265830485	A15	2160	720	PS	16000
216	0.0729571155508551	0.0730639661344222	0.0354442467947785	0.0314776656865972	A15	2160	720	PS	15000
217	0.0735489472361074	0.0743546368967963	0.0398159559959563	0.0351511523363701	A15	2160	720	PS	14000
218	0.0827260559205613	0.0733367767094301	0.0396451654539202	0.035089413872896	A15	2160	720	PS	13000
219	0.0876615907475362	0.0772987792279398	0.0465981429622886	0.0393573535327663	A15	2160	720	PS	12000
220	0.0946037692880451	0.0817388387074526	0.0482819602007309	0.0425256924669915	A15	2160	720	PS	11000
221	0.0980083429130172	0.0786707004192896	0.0495336714686965	0.0427894960938489	A15	2160	720	PS	10000
222	0.113104310253042	0.0848555039094823	0.0566007507321799	0.0477679066385074	A15	2160	720	PS	9000
223	0.12021139020147	0.0846695679504366	0.0582565988136645	0.0506537518144646	A15	2160	720	PS	8000
224	0.150823463673467	0.0905867650963416	0.0662564412589357	0.0566586208444655	A15	2160	720	PS	7000
225	0.152422883886481	0.103659981653343	0.0836729406541186	0.0725648316676545	A15	2160	720	PS	6000
226	0.0563236966265781	0.0698933880099301	0.0265669207138035	0.0237314850938795	A16	2160	720	PS	20000
227	0.0597424741663447	0.0699003522828331	0.0273257331094393	0.0243124814865913	A16	2160	720	PS	19000
228	0.0652428077236551	0.0734817043282788	0.0301155438839411	0.0259147879690675	A16	2160	720	PS	18000
229	0.0693924272669457	0.0748122115076562	0.0341545717126959	0.0293602443582116	A16	2160	720	PS	17000
230	0.0687546726826375	0.0704003156420956	0.0332543837245206	0.0293327102590486	A16	2160	720	PS	16000
231	0.0762595450796295	0.0687787787567298	0.0349741954805279	0.0311393329474808	A16	2160	720	PS	15000
232	0.0788357175431829	0.0806865028743076	0.0391037577917914	0.0326709714730593	A16	2160	720	PS	14000
233	0.0834075230428294	0.0716841805448053	0.0388290483596099	0.0340082399346905	A16	2160	720	PS	13000
234	0.089004835608928	0.078958221293174	0.0426260576943109	0.0373049491734248	A16	2160	720	PS	12000
235	0.100478525336529	0.0788931229967859	0.0471740914967102	0.0411032888317321	A16	2160	720	PS	11000
236	0.115435617721971	0.0745179487782897	0.0478294998417819	0.0421214284821775	A16	2160	720	PS	10000
237	0.11796564586106	0.0825511579832585	0.0560947739586694	0.0491893893656132	A16	2160	720	PS	9000
238	0.126263441037389	0.080681267404532	0.0593714383547768	0.0511667489155699	A16	2160	720	PS	8000
239	0.122402198639126	0.0898698209052644	0.0619754703420545	0.0545696340329648	A16	2160	720	PS	7000
240	0.160848759633254	0.102970401943611	0.0756095131743535	0.0662857281395819	A16	2160	720	PS	6000
241	0.0577519936913151	0.0741227241867577	0.0296761995656278	0.0272007479116287	A17	2160	720	PS	20000
242	0.0611509965959516	0.0736558211136198	0.0305325965864864	0.0271750131056272	A17	2160	720	PS	19000
243	0.0612111413104977	0.0736897950938087	0.0321471305753288	0.0287421115959274	A17	2160	720	PS	18000
244	0.0659698519460886	0.0776052420310677	0.0336647048875313	0.0302446364070876	A17	2160	720	PS	17000
245	0.0663774311979795	0.073185102891757	0.0360828693754581	0.0318778129242506	A17	2160	720	PS	16000
246	0.0715352329824401	0.0744394191164917	0.0371119551436363	0.0332989840235232	A17	2160	720	PS	15000
247	0.075414637447176	0.0737761710698054	0.0405143971568188	0.0345232797712699	A17	2160	720	PS	14000
248	0.0843701133435353	0.0832791468480839	0.0436067797673529	0.0378650830118922	A17	2160	720	PS	13000
249	0.0847937163034427	0.0801739306923159	0.0432203374202289	0.0374390881375237	A17	2160	720	PS	12000
250	0.0915127420124833	0.082270293061445	0.0472638484322581	0.041924980408765	A17	2160	720	PS	11000
251	0.108784527249459	0.0866812741779477	0.0548303879663155	0.0481656624360956	A17	2160	720	PS	10000
252	0.115293357604563	0.0859815724531035	0.0593020880916384	0.051676094743915	A17	2160	720	PS	9000
253	0.124006385972336	0.0928498976735801	0.0637641933362995	0.0542408956442511	A17	2160	720	PS	8000
254	0.143180462855503	0.0942229252841064	0.0658961610143352	0.0575692331146244	A17	2160	720	PS	7000
255	0.156597321180747	0.0876362806408274	0.0715144366679419	0.0633337789947841	A17	2160	720	PS	6000
256	0.0537347553996969	0.0743144038910117	0.0275920784663573	0.0245962881991731	A18	2160	720	PS	20000
257	0.0580521962708065	0.0764936171915882	0.0307600770359469	0.0270530789311372	A18	2160	720	PS	19000
258	0.0553571202241601	0.0726730509946527	0.0302613433216551	0.0267829313106119	A18	2160	720	PS	18000
259	0.0639844428615912	0.0765094828702014	0.034630805872262	0.030041216273191	A18	2160	720	PS	17000
260	0.0669046640883024	0.0759064992117576	0.0346568856404184	0.0305008038050805	A18	2160	720	PS	16000
261	0.0692811086332186	0.0780397759453427	0.0363209455753168	0.0326377209107005	A18	2160	720	PS	15000
262	0.0772647207200054	0.0788586303539955	0.0415345403938108	0.0350747656162085	A18	2160	720	PS	14000
263	0.079821137477969	0.0781432755179536	0.0421724612508742	0.0361077604581693	A18	2160	720	PS	13000
264	0.0934171166227826	0.0844526291803807	0.0481783523910451	0.0412310606994439	A18	2160	720	PS	12000
265	0.0932987673632978	0.0851505907644192	0.0514154067506067	0.0443954877098004	A18	2160	720	PS	11000
266	0.106806872834368	0.0863820779646899	0.0534159969855124	0.046859888810632	A18	2160	720	PS	10000
267	0.11228534561444	0.0845157189107366	0.0543050881435866	0.047961963822902	A18	2160	720	PS	9000
268	0.123335319884722	0.0878815274089667	0.0635084644314446	0.0550039669742257	A18	2160	720	PS	8000
269	0.136979277495254	0.0901918933624993	0.0664703489145185	0.0595878755887724	A18	2160	720	PS	7000
