	V1	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
53	11	-0.0981826989927083	-0.0613114023437499	0	0.081	0.719	-0.0981826989927083	-0.0613114023437499	500	20000	A2	2160	720	0	300	0.2	DIAG	PS
54	12	-0.154162576519271	-0.186270622395833	0	0.029	0.424	-0.154162576519271	-0.186270622395833	1000	20000	A2	2160	720	0	300	0.2	DIAG	PS
55	13	-0.0600506176401041	-0.124149193888889	0	0.177	0.341	-0.0600506176401041	-0.124149193888889	FGr	20000	A2	2160	720	0	300	0.2	DIAG	PS
56	14	-0.0933924835299478	-0.379684902829861	0	0.034	0.006	-0.0933924835299478	-0.379684902829861	NoCorrection	20000	A2	2160	720	0	300	0.2	DIAG	PS
57	15	0.0398270618631945	-0.00918357026041669	0	0.454	0.943	0.0398270618631945	-0.00918357026041669	10	20000	A2	2160	720	0	300	0.2	LAT	LAT
58	16	0.0443758558279514	-0.128257518784722	0	0.4	0.335	0.0443758558279514	-0.128257518784722	50	20000	A2	2160	720	0	300	0.2	LAT	LAT
59	17	0.0437591288875	-0.144472919027778	0	0.416	0.254	0.0437591288875	-0.144472919027778	100	20000	A2	2160	720	0	300	0.2	LAT	LAT
60	18	0.0428731368328298	-0.234987770017361	0	0.521	0.144	0.0428731368328298	-0.234987770017361	500	20000	A2	2160	720	0	300	0.2	LAT	LAT
61	19	0.0929253099930556	-0.141477449305556	0	0.222	0.479	0.0929253099930556	-0.141477449305556	1000	20000	A2	2160	720	0	300	0.2	LAT	LAT
62	20	0.11869391770625	0.604742675225694	0	0.021	0	0.11869391770625	0.604742675225694	FGr	20000	A2	2160	720	0	300	0.2	LAT	LAT
63	21	0.10372572569566	0.702217758645834	0	0.045	0	0.10372572569566	0.702217758645834	NoCorrection	20000	A2	2160	720	0	300	0.2	LAT	LAT
64	22	0.0398270618631945	-0.00918357026041669	0	0.444	0.934	0.0398270618631945	-0.00918357026041669	10	20000	A2	2160	720	0	300	0.2	LAT	PS
65	23	0.0443758558279514	-0.128257518784722	0	0.401	0.334	0.0443758558279514	-0.128257518784722	50	20000	A2	2160	720	0	300	0.2	LAT	PS
66	24	0.0437591288875	-0.144472919027778	0	0.425	0.275	0.0437591288875	-0.144472919027778	100	20000	A2	2160	720	0	300	0.2	LAT	PS
67	25	0.0428731368328298	-0.234987770017361	0	0.535	0.148	0.0428731368328298	-0.234987770017361	500	20000	A2	2160	720	0	300	0.2	LAT	PS
68	26	0.0929253099930556	-0.141477449305556	0	0.22	0.519	0.0929253099930556	-0.141477449305556	1000	20000	A2	2160	720	0	300	0.2	LAT	PS
69	27	0.168711273676667	1.12444216939236	0	0.002	0	0.168711273676667	1.12444216939236	FGr	20000	A2	2160	720	0	300	0.2	LAT	PS
70	28	0.10372572569566	0.702217758645834	0	0.041	0	0.10372572569566	0.702217758645834	NoCorrection	20000	A2	2160	720	0	300	0.2	LAT	PS
71	29	0.0390889940641753	-0.0393946861284722	0	0.38	0.748	0.0390889940641753	-0.0393946861284722	10	20000	A2	2160	720	0	300	0.2	PS	LAT
72	30	0.0282684789944445	-0.0450580894791667	0	0.551	0.718	0.0282684789944445	-0.0450580894791667	50	20000	A2	2160	720	0	300	0.2	PS	LAT
73	31	0.0356786929513889	-0.0572695066493055	0	0.422	0.657	0.0356786929513889	-0.0572695066493055	100	20000	A2	2160	720	0	300	0.2	PS	LAT
74	32	0.0168585885126736	-0.114426105381945	0	0.746	0.468	0.0168585885126736	-0.114426105381945	500	20000	A2	2160	720	0	300	0.2	PS	LAT
75	33	0.0022499403015625	0.0776695199652779	0	0.968	0.738	0.0022499403015625	0.0776695199652779	1000	20000	A2	2160	720	0	300	0.2	PS	LAT
76	34	0.127045906601389	0.710276955260417	0	0.009	0	0.127045906601389	0.710276955260417	FGr	20000	A2	2160	720	0	300	0.2	PS	LAT
77	35	0.122957678143576	0.645976070173611	0	0.006	0	0.122957678143576	0.645976070173611	NoCorrection	20000	A2	2160	720	0	300	0.2	PS	LAT
78	36	0.0390889940641753	-0.0393946861284722	0	0.381	0.74	0.0390889940641753	-0.0393946861284722	10	20000	A2	2160	720	0	300	0.2	PS	PS
79	37	0.0282684789944445	-0.0450580894791667	0	0.53	0.721	0.0282684789944445	-0.0450580894791667	50	20000	A2	2160	720	0	300	0.2	PS	PS
80	38	0.0356786929513889	-0.0572695066493055	0	0.445	0.658	0.0356786929513889	-0.0572695066493055	100	20000	A2	2160	720	0	300	0.2	PS	PS
81	39	0.0168585885126736	-0.114426105381945	0	0.75	0.494	0.0168585885126736	-0.114426105381945	500	20000	A2	2160	720	0	300	0.2	PS	PS
82	40	0.0022499403015625	0.0776695199652779	0	0.97	0.721	0.0022499403015625	0.0776695199652779	1000	20000	A2	2160	720	0	300	0.2	PS	PS
83	41	0.112235580354861	0.602497136440972	0	0.011	0	0.112235580354861	0.602497136440972	FGr	20000	A2	2160	720	0	300	0.2	PS	PS
84	42	0.122957678143576	0.645976070173611	0	0.005	0	0.122957678143576	0.645976070173611	NoCorrection	20000	A2	2160	720	0	300	0.2	PS	PS
