	Error	rep	gwas_size	test_size	test	L
1	0.0124180440031795	A1	2160	720	LAT	20000
2	0.011351762953283	A2	2160	720	LAT	20000
3	0.0122101638172834	A3	2160	720	LAT	20000
4	0.0120155366251664	A4	2160	720	LAT	20000
5	0.0123336990780209	A5	2160	720	LAT	20000
6	0.0118857995916943	A6	2160	720	LAT	20000
7	0.0107054979487883	A7	2160	720	LAT	20000
8	0.0115917953015385	A8	2160	720	LAT	20000
9	0.0117765938508494	A9	2160	720	LAT	20000
10	0.0112246500272722	A10	2160	720	LAT	20000
11	0.0118180471672197	A11	2160	720	LAT	20000
12	0.0119290755300434	A12	2160	720	LAT	20000
13	0.0116437377597662	A13	2160	720	LAT	20000
14	0.0116114792914942	A14	2160	720	LAT	20000
15	0.0117245996684498	A15	2160	720	LAT	20000
16	0.0116180459908034	A16	2160	720	LAT	20000
17	0.0118196118165937	A17	2160	720	LAT	20000
18	0.011959177036638	A18	2160	720	LAT	20000
19	0.0117769002466227	A19	2160	720	LAT	20000
20	0.0116491388454477	A20	2160	720	LAT	20000
21	0.0121183882862862	A21	2160	720	LAT	20000
22	0.0115776285832167	A22	2160	720	LAT	20000
23	0.0116735313396396	A23	2160	720	LAT	20000
24	0.0117415651142669	A24	2160	720	LAT	20000
25	0.012008215074502	A25	2160	720	LAT	20000
26	0.0117605703209955	A26	2160	720	LAT	20000
27	0.011280813380747	A27	2160	720	LAT	20000
28	0.011127665834456	A28	2160	720	LAT	20000
29	0.0119969522122831	A29	2160	720	LAT	20000
30	0.0119710221912868	A30	2160	720	LAT	20000
31	0.0123161925577531	A31	2160	720	LAT	20000
32	0.0122840197602201	A32	2160	720	LAT	20000
33	0.0122540164854598	A33	2160	720	LAT	20000
34	0.0116137627030187	A34	2160	720	LAT	20000
35	0.0113759189566292	A35	2160	720	LAT	20000
36	0.0117001006325741	A36	2160	720	LAT	20000
37	0.0121609220841504	A37	2160	720	LAT	20000
38	0.0120217230388427	A38	2160	720	LAT	20000
39	0.0118126105324012	A39	2160	720	LAT	20000
40	0.0121703690680483	A40	2160	720	LAT	20000
41	0.0119772167774428	A41	2160	720	LAT	20000
42	0.0123218951161863	A42	2160	720	LAT	20000
43	0.0120944219548809	A43	2160	720	LAT	20000
44	0.0116731383191375	A44	2160	720	LAT	20000
45	0.0126184578269248	A45	2160	720	LAT	20000
46	0.0117244466613564	A46	2160	720	LAT	20000
47	0.0129581272165571	A47	2160	720	LAT	20000
48	0.0120675618676298	A48	2160	720	LAT	20000
49	0.011716643628935	A49	2160	720	LAT	20000
50	0.0120825991317201	A50	2160	720	LAT	20000
51	0.0124136570645718	A51	2160	720	LAT	20000
52	0.011694247367795	A52	2160	720	LAT	20000
53	0.0120871627610184	A53	2160	720	LAT	20000
54	0.0118017640587814	A54	2160	720	LAT	20000
55	0.0115247367709857	A55	2160	720	LAT	20000
56	0.0117833341115602	A56	2160	720	LAT	20000
57	0.0117933737993613	A57	2160	720	LAT	20000
58	0.0117149545348183	A58	2160	720	LAT	20000
59	0.0117986320791931	A59	2160	720	LAT	20000
60	0.0122733677770965	A60	2160	720	LAT	20000
61	0.0117461643937573	A61	2160	720	LAT	20000
62	0.0122740824494875	A62	2160	720	LAT	20000
63	0.0120383323973206	A63	2160	720	LAT	20000
64	0.0124752678854549	A64	2160	720	LAT	20000
65	0.0115530269804043	A65	2160	720	LAT	20000
66	0.0124391808767746	A66	2160	720	LAT	20000
67	0.0115071010778224	A67	2160	720	LAT	20000
68	0.0116910015606595	A68	2160	720	LAT	20000
69	0.0121496680350437	A69	2160	720	LAT	20000
70	0.0115504287760188	A70	2160	720	LAT	20000
71	0.0110842913677987	A71	2160	720	LAT	20000
72	0.0118419154408017	A72	2160	720	LAT	20000
73	0.0124637678434242	A73	2160	720	LAT	20000
74	0.0112526593213441	A74	2160	720	LAT	20000
75	0.0116395831383101	A75	2160	720	LAT	20000
76	0.0123752030712261	A76	2160	720	LAT	20000
77	0.0122163391300893	A77	2160	720	LAT	20000
78	0.011931548207209	A78	2160	720	LAT	20000
79	0.011812684702845	A79	2160	720	LAT	20000
80	0.0110434580840504	A80	2160	720	LAT	20000
81	0.0123013063921981	A81	2160	720	LAT	20000
82	0.0123199615866605	A82	2160	720	LAT	20000
83	0.0107476597011514	A83	2160	720	LAT	20000
84	0.0116645616405747	A84	2160	720	LAT	20000
85	0.0116839279305492	A85	2160	720	LAT	20000
86	0.0117360404297424	A86	2160	720	LAT	20000
87	0.0121072898479947	A87	2160	720	LAT	20000
88	0.0114995625658753	A88	2160	720	LAT	20000
89	0.0122017381375232	A89	2160	720	LAT	20000
90	0.0123382923417	A90	2160	720	LAT	20000
91	0.012443182358745	A91	2160	720	LAT	20000
92	0.0113337965101356	A92	2160	720	LAT	20000
93	0.0111382564308515	A93	2160	720	LAT	20000
94	0.012336836346961	A94	2160	720	LAT	20000
95	0.0112582711226741	A95	2160	720	LAT	20000
96	0.0121893853965971	A96	2160	720	LAT	20000
97	0.0118990445361401	A97	2160	720	LAT	20000
98	0.0114598102035508	A98	2160	720	LAT	20000
99	0.0118093855441986	A99	2160	720	LAT	20000
100	0.0119072855503224	A100	2160	720	LAT	20000
