	error	rep	config	gwas_size	test_size	L	type
1	0.869429398464535	B3	C1	1000	1000	500	FGr
2	0.840106353469434	B3	C1	1000	1000	1000	FGr
3	0.66498196132881	B3	C1	1000	1000	2000	FGr
4	0.579812842606107	B3	C1	1000	1000	3000	FGr
5	0.493308837898332	B3	C1	1000	1000	4000	FGr
6	0.47621878006436	B3	C1	1000	1000	5000	FGr
7	0.417545391313699	B3	C1	1000	1000	6000	FGr
8	0.383180548312587	B3	C1	1000	1000	7000	FGr
9	0.345530489981363	B3	C1	1000	1000	8000	FGr
10	0.999886006515308	B3	C1	1000	1000	500	PC1
11	0.992507494433755	B3	C1	1000	1000	1000	PC1
12	0.99758372360952	B3	C1	1000	1000	2000	PC1
13	0.899198448225332	B3	C1	1000	1000	3000	PC1
14	0.727234770630075	B3	C1	1000	1000	4000	PC1
15	0.647622672432867	B3	C1	1000	1000	5000	PC1
16	0.548301773370617	B3	C1	1000	1000	6000	PC1
17	0.437955387378656	B3	C1	1000	1000	7000	PC1
18	0.431842991482673	B3	C1	1000	1000	8000	PC1
