	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	config	gwas_size	test_size	h2	ts	num_causal	env
1	-0.0055212929705	-0.0145515954999998	0	0.213	0.115	-0.0055212929705	-0.0145515954999998	1	500	B5	C1	1000	1000	0	0.5	50	0
2	-0.005981097947	-0.00882532855000026	0	0.176	0.361	-0.005981097947	-0.00882532855000026	FGr	500	B5	C1	1000	1000	0	0.5	50	0
3	-0.00593700257900001	-0.00942119460000035	0	0.181	0.306	-0.00593700257900001	-0.00942119460000035	NoCorrection	500	B5	C1	1000	1000	0	0.5	50	0
4	-0.00603248536999999	-0.00958003784999984	0	0.167	0.325	-0.00603248536999999	-0.00958003784999984	ID	500	B5	C1	1000	1000	0	0.5	50	0
5	0.0110874593300001	0.0131343714999986	0	0.385	0.596	0.0110874593300001	0.0131343714999986	1	500	B5	C1	1000	1000	0	0.5	50	5
6	0.0106181452700001	0.0085762874999995	0	0.4	0.727	0.0106181452700001	0.0085762874999995	FGr	500	B5	C1	1000	1000	0	0.5	50	5
7	0.0107565111450001	0.0135031085000001	0	0.401	0.581	0.0107565111450001	0.0135031085000001	NoCorrection	500	B5	C1	1000	1000	0	0.5	50	5
8	0.00319511611500003	-0.00798454690000003	0	0.5	0.363	0.00319511611500003	-0.00798454690000003	ID	500	B5	C1	1000	1000	0	0.5	50	5
9	-0.00552582732899998	-0.00682345409999979	0	0.072	0.45	-0.00552582732899998	-0.00682345409999979	1	1000	B5	C1	1000	1000	0	0.5	50	0
10	-0.00519663708000002	0.000621646299999975	0	0.1	0.941	-0.00519663708000002	0.000621646299999975	FGr	1000	B5	C1	1000	1000	0	0.5	50	0
11	-0.00520555124000001	-0.000309140400000126	0	0.1	0.967	-0.00520555124000001	-0.000309140400000126	NoCorrection	1000	B5	C1	1000	1000	0	0.5	50	0
12	-0.00526272514499996	-0.00340961680000003	0	0.099	0.715	-0.00526272514499996	-0.00340961680000003	ID	1000	B5	C1	1000	1000	0	0.5	50	0
13	0.0067150151499999	0.0132910925	0	0.677	0.741	0.0067150151499999	0.0132910925	1	1000	B5	C1	1000	1000	0	0.5	50	5
14	0.00744027080999988	0.0190905389999999	0	0.598	0.605	0.00744027080999988	0.0190905389999999	FGr	1000	B5	C1	1000	1000	0	0.5	50	5
15	0.00727157985500028	0.0117817060000001	0	0.631	0.763	0.00727157985500028	0.0117817060000001	NoCorrection	1000	B5	C1	1000	1000	0	0.5	50	5
16	0.001022845195	0.000954583699999623	0	0.854	0.922	0.001022845195	0.000954583699999623	ID	1000	B5	C1	1000	1000	0	0.5	50	5
17	0.00681323611150008	-0.00633426849999991	0	0.172	0.545	0.00681323611150008	-0.00633426849999991	1	2000	B5	C1	1000	1000	0	0.5	50	0
18	0.00677771012	-0.00186278849999987	0	0.163	0.882	0.00677771012	-0.00186278849999987	FGr	2000	B5	C1	1000	1000	0	0.5	50	0
19	0.00666398006400005	-0.00495249299999999	0	0.188	0.689	0.00666398006400005	-0.00495249299999999	NoCorrection	2000	B5	C1	1000	1000	0	0.5	50	0
20	0.0064814917649999	-0.00977659149999993	0	0.195	0.369	0.0064814917649999	-0.00977659149999993	ID	2000	B5	C1	1000	1000	0	0.5	50	0
21	0.00943160851999971	-0.039478736	0	0.327	0.295	0.00943160851999971	-0.039478736	1	2000	B5	C1	1000	1000	0	0.5	50	5
22	0.0109197544299999	-0.0354709059999999	0	0.254	0.324	0.0109197544299999	-0.0354709059999999	FGr	2000	B5	C1	1000	1000	0	0.5	50	5
23	0.0117882272999997	-0.0334470435000001	0	0.23	0.366	0.0117882272999997	-0.0334470435000001	NoCorrection	2000	B5	C1	1000	1000	0	0.5	50	5
24	0.001219787636	0.00967293569999996	0	0.794	0.326	0.001219787636	0.00967293569999996	ID	2000	B5	C1	1000	1000	0	0.5	50	5
25	0.010140324447	0.000891982500000029	0	0.018	0.929	0.010140324447	0.000891982500000029	1	3000	B5	C1	1000	1000	0	0.5	50	0
26	0.010095826334	0.0020165165	0	0.02	0.861	0.010095826334	0.0020165165	FGr	3000	B5	C1	1000	1000	0	0.5	50	0
27	0.010134975135	0.000911820499999936	0	0.026	0.931	0.010134975135	0.000911820499999936	NoCorrection	3000	B5	C1	1000	1000	0	0.5	50	0
28	0.00995611121500004	-0.00292583799999998	0	0.02	0.786	0.00995611121500004	-0.00292583799999998	ID	3000	B5	C1	1000	1000	0	0.5	50	0
29	0.01162053745	0.0707153009999997	0	0.291	0.041	0.01162053745	0.0707153009999997	1	3000	B5	C1	1000	1000	0	0.5	50	5
30	0.0109318332	0.0820605540000002	0	0.326	0.013	0.0109318332	0.0820605540000002	FGr	3000	B5	C1	1000	1000	0	0.5	50	5
31	0.0118607334500001	0.0665645990000002	0	0.293	0.048	0.0118607334500001	0.0665645990000002	NoCorrection	3000	B5	C1	1000	1000	0	0.5	50	5
32	0.000353457380000074	0.013285062	0	0.929	0.273	0.000353457380000074	0.013285062	ID	3000	B5	C1	1000	1000	0	0.5	50	5
33	0.0105330017891	0.00723699099999961	0	0.061	0.643	0.0105330017891	0.00723699099999961	1	4000	B5	C1	1000	1000	0	0.5	50	0
34	0.010576804072	0.00294075049999993	0	0.057	0.843	0.010576804072	0.00294075049999993	FGr	4000	B5	C1	1000	1000	0	0.5	50	0
35	0.0104515908195	0.00634033299999954	0	0.062	0.67	0.0104515908195	0.00634033299999954	NoCorrection	4000	B5	C1	1000	1000	0	0.5	50	0
36	0.010434867113	0.00700776099999992	0	0.069	0.64	0.010434867113	0.00700776099999992	ID	4000	B5	C1	1000	1000	0	0.5	50	0
37	-0.00198529080499976	0.0943797650000004	0	0.847	0.006	-0.00198529080499976	0.0943797650000004	1	4000	B5	C1	1000	1000	0	0.5	50	5
38	0.00290705201999995	0.0922631134999989	0	0.832	0.01	0.00290705201999995	0.0922631134999989	FGr	4000	B5	C1	1000	1000	0	0.5	50	5
39	0.0017752191199999	0.068214389500001	0	0.885	0.026	0.0017752191199999	0.068214389500001	NoCorrection	4000	B5	C1	1000	1000	0	0.5	50	5
40	-0.001052295155	-0.00750798850000008	0	0.772	0.58	-0.001052295155	-0.00750798850000008	ID	4000	B5	C1	1000	1000	0	0.5	50	5
41	0.005335355385	-0.0114639749999998	0	0.183	0.297	0.005335355385	-0.0114639749999998	1	5000	B5	C1	1000	1000	0	0.5	50	0
42	0.00537767646499996	-0.00302964549999978	0	0.222	0.756	0.00537767646499996	-0.00302964549999978	FGr	5000	B5	C1	1000	1000	0	0.5	50	0
43	0.005371115145	-0.0030143045000001	0	0.208	0.76	0.005371115145	-0.0030143045000001	NoCorrection	5000	B5	C1	1000	1000	0	0.5	50	0
44	0.005165167395	-0.00743675999999972	0	0.246	0.523	0.005165167395	-0.00743675999999972	ID	5000	B5	C1	1000	1000	0	0.5	50	0
45	0.01759685590195	0.0120796975	0	0.042	0.655	0.01759685590195	0.0120796975	1	5000	B5	C1	1000	1000	0	0.5	50	5
46	0.02001316504	0.027777366	0	0.052	0.394	0.02001316504	0.027777366	FGr	5000	B5	C1	1000	1000	0	0.5	50	5
47	0.0197395465649999	0.0390445839999999	0	0.04	0.229	0.0197395465649999	0.0390445839999999	NoCorrection	5000	B5	C1	1000	1000	0	0.5	50	5
48	0.00238590301799999	0.00865060850000002	0	0.482	0.55	0.00238590301799999	0.00865060850000002	ID	5000	B5	C1	1000	1000	0	0.5	50	5
49	0.00149173422099994	-0.000653808999999976	0	0.725	0.959	0.00149173422099994	-0.000653808999999976	1	6000	B5	C1	1000	1000	0	0.5	50	0
50	0.00180907366299999	-0.00483717350000015	0	0.642	0.694	0.00180907366299999	-0.00483717350000015	FGr	6000	B5	C1	1000	1000	0	0.5	50	0
51	0.0017585738645	-0.00261517649999995	0	0.665	0.814	0.0017585738645	-0.00261517649999995	NoCorrection	6000	B5	C1	1000	1000	0	0.5	50	0
52	0.00173579916999999	-0.00413110050000005	0	0.661	0.738	0.00173579916999999	-0.00413110050000005	ID	6000	B5	C1	1000	1000	0	0.5	50	0
53	-7.32349149999867e-05	-0.00542881299999906	0	0.993	0.888	-7.32349149999867e-05	-0.00542881299999906	1	6000	B5	C1	1000	1000	0	0.5	50	5
54	-0.00745628926000018	0.0872431869999993	0	0.467	0.029	-0.00745628926000018	0.0872431869999993	FGr	6000	B5	C1	1000	1000	0	0.5	50	5
55	-0.00853011194000076	0.0756145409999996	0	0.436	0.056	-0.00853011194000076	0.0756145409999996	NoCorrection	6000	B5	C1	1000	1000	0	0.5	50	5
56	-0.00272964475499993	0.0096557455	0	0.567	0.587	-0.00272964475499993	0.0096557455	ID	6000	B5	C1	1000	1000	0	0.5	50	5
57	0.00305926559400006	-0.00975081599999996	0	0.454	0.407	0.00305926559400006	-0.00975081599999996	1	7000	B5	C1	1000	1000	0	0.5	50	0
58	0.00289021694500008	-0.00958750150000002	0	0.449	0.425	0.00289021694500008	-0.00958750150000002	FGr	7000	B5	C1	1000	1000	0	0.5	50	0
59	0.00298304771699995	-0.00838570950000021	0	0.448	0.442	0.00298304771699995	-0.00838570950000021	NoCorrection	7000	B5	C1	1000	1000	0	0.5	50	0
60	0.00301204864239998	-0.00835868999999989	0	0.447	0.464	0.00301204864239998	-0.00835868999999989	ID	7000	B5	C1	1000	1000	0	0.5	50	0
61	0.0032832757689999	0.0838344254999999	0	0.693	0.004	0.0032832757689999	0.0838344254999999	1	7000	B5	C1	1000	1000	0	0.5	50	5
62	-0.00391588257999972	0.1199784505	0	0.773	0.008	-0.00391588257999972	0.1199784505	FGr	7000	B5	C1	1000	1000	0	0.5	50	5
63	-0.00528073389999982	0.0894831100000001	0	0.693	0.035	-0.00528073389999982	0.0894831100000001	NoCorrection	7000	B5	C1	1000	1000	0	0.5	50	5
64	0.00151688499999999	0.0217887965	0	0.74	0.105	0.00151688499999999	0.0217887965	ID	7000	B5	C1	1000	1000	0	0.5	50	5
65	-0.00120791453500001	-0.0156793214999996	0	0.796	0.265	-0.00120791453500001	-0.0156793214999996	1	8000	B5	C1	1000	1000	0	0.5	50	0
66	-0.00140703154000002	-0.0192205205	0	0.77	0.171	-0.00140703154000002	-0.0192205205	FGr	8000	B5	C1	1000	1000	0	0.5	50	0
67	-0.00125203873999999	-0.0168431494999997	0	0.778	0.234	-0.00125203873999999	-0.0168431494999997	NoCorrection	8000	B5	C1	1000	1000	0	0.5	50	0
68	-0.00133069044250001	-0.0154199704999996	0	0.765	0.259	-0.00133069044250001	-0.0154199704999996	ID	8000	B5	C1	1000	1000	0	0.5	50	0
69	0.00295345488500009	0.0486713155000002	0	0.676	0.044	0.00295345488500009	0.0486713155000002	1	8000	B5	C1	1000	1000	0	0.5	50	5
70	-0.00355886675500003	0.0597909135000001	0	0.807	0.13	-0.00355886675500003	0.0597909135000001	FGr	8000	B5	C1	1000	1000	0	0.5	50	5
71	-0.00798458587000017	0.088493585	0	0.62	0.036	-0.00798458587000017	0.088493585	NoCorrection	8000	B5	C1	1000	1000	0	0.5	50	5
72	0.00259218383000004	0.0472133525	0	0.521	0	0.00259218383000004	0.0472133525	ID	8000	B5	C1	1000	1000	0	0.5	50	5
