Pop	avg_PRS	LAT	LONG
0	-0.0116216795375953	0	0
1	0.0304669571253414	0	1
2	0.0518947239398758	0	2
3	0.0474897930687764	0	3
4	0.0876606112097675	0	4
5	0.0788771088203716	0	5
6	-0.00588000803070964	1	0
7	0.0248000230759919	1	1
8	0.0309041023036706	1	2
9	0.044709221090915	1	3
10	0.0372652711985169	1	4
11	0.0545673959175126	1	5
12	-0.0025944182382855	2	0
13	-0.00209775165949638	2	1
14	-0.00422874915530839	2	2
15	0.0225915624244084	2	3
16	0.0344322552300096	2	4
17	0.0350883876688585	2	5
18	-0.050767878807604	3	0
19	-9.88237450380476e-05	3	1
20	-0.0222492654851154	3	2
21	-0.0256800405249765	3	3
22	-0.00548628747978896	3	4
23	-0.00379091420563983	3	5
24	-0.079515433648268	4	0
25	0.00480301065991044	4	1
26	0.00308801909639546	4	2
27	0.00422000963152331	4	3
28	-0.0319952387905997	4	4
29	-0.00972691856360208	4	5
30	-0.143933604863758	5	0
31	-0.0699049323578835	5	1
32	-0.0656404909207724	5	2
33	-0.0116613297426156	5	3
34	-0.0217563480271066	5	4
35	-0.0242283386776812	5	5
