Pop	avg_PRS	LAT	LONG
0	0.010765031922145	0	0
1	0.0150822636373896	0	1
2	0.00120519384888988	0	2
3	0.012739884101824	0	3
4	0.0137402976709982	0	4
5	0.0278487719157605	0	5
6	-0.0199477503709494	1	0
7	-0.00874712641721223	1	1
8	0.0184273511944129	1	2
9	0.0227182881801353	1	3
10	0.0120883199736232	1	4
11	-0.0115790237705942	1	5
12	0.0203674655696709	2	0
13	0.00848670172250628	2	1
14	-0.00513312107867141	2	2
15	-0.00301630538772976	2	3
16	0.00451759498012743	2	4
17	0.022688437133767	2	5
18	0.0163625299888386	3	0
19	0.00507143858601182	3	1
20	0.0105285656676441	3	2
21	0.00907473690965969	3	3
22	0.0114830252266623	3	4
23	0.0175603941291591	3	5
24	0.0214401738045053	4	0
25	-0.00993613004777684	4	1
26	-0.0198194952357117	4	2
27	-0.0542315868889701	4	3
28	-0.0148906786249935	4	4
29	0.0115042916179164	4	5
30	0.00705391352813535	5	0
31	-0.00632673933343912	5	1
32	-0.0575452447788659	5	2
33	-0.0493003571951647	5	3
34	-0.0470522250804501	5	4
35	0.00677111290074753	5	5
