Pop	avg_PRS	LAT	LONG
0	0.00732600427858406	0	0
1	0.0165185948191987	0	1
2	-0.00207142738154534	0	2
3	0.00852240997934305	0	3
4	0.00866621822119751	0	4
5	0.0268906421056519	0	5
6	-0.0175865554489539	1	0
7	-0.0160558956542199	1	1
8	0.0135461294523032	1	2
9	0.0136444337666355	1	3
10	0.00676885574490572	1	4
11	-0.0111313151179786	1	5
12	0.0236503363706859	2	0
13	0.00788918516610593	2	1
14	-0.00442920556019504	2	2
15	-0.00652303187384834	2	3
16	0.00113232053892247	2	4
17	0.0177127307228603	2	5
18	0.0246755212990536	3	0
19	0.0066864396234081	3	1
20	0.0102214554001232	3	2
21	0.00746356640599961	3	3
22	0.0103290560621674	3	4
23	0.0141199691626452	3	5
24	0.0327360214133021	4	0
25	-0.00593776171909566	4	1
26	-0.0176607044567954	4	2
27	-0.0486466248314803	4	3
28	-0.00913714346334914	4	4
29	0.0188605811299149	4	5
30	0.0243125747912666	5	0
31	0.00343564140982884	5	1
32	-0.0639974695088804	5	2
33	-0.0541075550452089	5	3
34	-0.0507327827600944	5	4
35	0.00290878495754091	5	5
