	V1	num	avg_r2	lowerci	upperci
1	1	100	0.0644504921355589	0.0564800880967606	0.0724208961743571
2	2	100	0.116674796686335	0.115928046201568	0.117421547171101
3	3	100	0.242232345961049	0.241366869324627	0.243097822597471
4	4	100	0.242453175286683	0.241588487060756	0.24331786351261
5	5	100	0.242721843355887	0.24185226658897	0.243591420122805
6	6	100	0.278461577217463	0.274089629699688	0.282833524735237
7	7	100	0.308034867357064	0.306430217969579	0.309639516744549
8	8	100	0.339306647193462	0.333336546940648	0.345276747446276
9	9	100	0.37834523912879	0.371427593657848	0.385262884599732
10	10	100	0.414997436867098	0.412326077500601	0.417668796233595
11	11	100	0.417377029702491	0.414795798365412	0.41995826103957
12	12	100	0.419526991288326	0.416995569865092	0.42205841271156
13	13	100	0.430156867958328	0.426662050773739	0.433651685142917
14	14	100	0.438746736833514	0.435017882000878	0.442475591666149
15	15	100	0.45014768188216	0.446168491153698	0.454126872610622
16	16	100	0.461752897967083	0.458291358750824	0.465214437183341
17	17	100	0.466667655211387	0.463209321417041	0.470125989005732
18	18	100	0.471855597771115	0.468537307938632	0.475173887603598
19	19	100	0.47756622806567	0.474456820564003	0.480675635567338
20	20	100	0.485594192595181	0.482039074362753	0.489149310827609
21	21	100	0.497340636332012	0.493134391126752	0.501546881537272
22	22	100	0.509642685831961	0.50504115364314	0.514244218020782
23	23	100	0.522949582003455	0.518097680985598	0.527801483021311
24	24	100	0.538032003708675	0.53332097421656	0.54274303320079
25	25	100	0.550128769138921	0.545566079266409	0.554691459011434
26	26	100	0.558248358986632	0.553527744495588	0.562968973477677
27	27	100	0.567790921602685	0.563042532473553	0.572539310731818
28	28	100	0.576409908875109	0.57131702520087	0.581502792549349
29	29	100	0.585138184161969	0.579939097267771	0.590337271056167
30	30	100	0.597769596060684	0.592158845664449	0.603380346456919
31	31	100	0.608136990942648	0.602660412478077	0.61361356940722
32	32	100	0.620297373873729	0.614923160472329	0.625671587275129
33	33	100	0.628487684736202	0.623317474160627	0.633657895311777
34	34	100	0.635784474193444	0.630662599557627	0.640906348829261
35	35	100	0.642563523031558	0.637626334977031	0.647500711086085
36	36	100	0.646611549071238	0.641845360535487	0.651377737606989
37	37	100	0.650223459140838	0.645543818951602	0.654903099330073
38	38	100	0.653591715121269	0.649131941700586	0.658051488541951
39	39	100	0.657117073063337	0.652719055535709	0.661515090590966
40	40	100	0.659624068629156	0.65524883374521	0.663999303513102
41	41	100	0.661861438559044	0.657495279015154	0.666227598102934
42	42	100	0.664056196209141	0.659741289685519	0.668371102732764
43	43	100	0.665949107654531	0.661772900090778	0.670125315218284
44	44	100	0.667784924017052	0.663745932009387	0.671823916024716
45	45	100	0.669330491704837	0.665361302796123	0.67329968061355
46	46	100	0.671028742118381	0.667073692187328	0.674983792049434
47	47	100	0.672855350582134	0.669022348031285	0.676688353132983
48	48	100	0.674700501212866	0.6709085468488	0.678492455576931
49	49	100	0.676396212629264	0.672718220271342	0.680074204987187
50	50	100	0.677772822936082	0.674118641144449	0.681427004727714
51	51	100	0.679141432363283	0.675495872048835	0.682786992677732
52	52	100	0.680229070259033	0.676612457108809	0.683845683409256
53	53	100	0.681435604216494	0.677874724481345	0.684996483951643
54	54	100	0.682729849765039	0.679162214014609	0.686297485515469
55	55	100	0.684003645930478	0.680457715944883	0.687549575916073
56	56	100	0.685049050325346	0.681555931295134	0.688542169355558
57	57	100	0.686304861374664	0.682933964238123	0.689675758511206
58	58	100	0.68747908983528	0.684114939190513	0.690843240480047
59	59	100	0.688564808179406	0.685246989470132	0.69188262688868
60	60	100	0.689716662859364	0.686457297563878	0.692976028154851
61	61	100	0.690812884199651	0.687568853895478	0.694056914503824
62	62	100	0.691761596922167	0.688533360908568	0.694989832935765
63	63	100	0.692917600202744	0.689743053164579	0.69609214724091
64	64	100	0.693964415968481	0.690787731248231	0.697141100688732
65	65	100	0.694902697932411	0.691746702282691	0.698058693582132
66	66	100	0.69578509691677	0.692627168132212	0.698943025701329
67	67	100	0.696933158575602	0.693823544927733	0.700042772223471
68	68	100	0.697904469922977	0.694801083699469	0.701007856146486
69	69	100	0.698674855306991	0.695580934867157	0.701768775746825
70	70	100	0.69962867448267	0.696531590717912	0.702725758247428
71	71	100	0.700730862975515	0.697710719225388	0.703751006725642
72	72	100	0.701529157254746	0.6984733336092	0.704584980900292
73	73	100	0.702426548031706	0.699388782689867	0.705464313373546
74	74	100	0.703212318123357	0.700137950693674	0.70628668555304
75	75	100	0.703903516563966	0.70087041887323	0.706936614254702
76	76	100	0.704809228789364	0.701777664025921	0.707840793552807
77	77	100	0.705506578810216	0.702474876377823	0.708538281242609
78	78	100	0.706343481075381	0.703291413963976	0.709395548186786
79	79	100	0.706989527187142	0.703980408392973	0.709998645981312
80	80	100	0.707606286503017	0.70460613058488	0.710606442421154
81	81	100	0.70831488875422	0.705337424297833	0.711292353210607
82	82	100	0.708807172314653	0.705819128647642	0.711795215981665
83	83	100	0.709611804283138	0.706637817116399	0.712585791449876
84	84	100	0.710629167184949	0.707618630648778	0.713639703721119
85	85	100	0.711242273544967	0.708244884625937	0.714239662463997
86	86	100	0.712003619802794	0.709054116740488	0.7149531228651
87	87	100	0.712879185023912	0.709938089020185	0.71582028102764
88	88	100	0.713730704790525	0.710825701841159	0.716635707739891
89	89	100	0.714472264337129	0.711594905974707	0.71734962269955
90	90	100	0.715107862604605	0.712264206502221	0.717951518706989
91	91	100	0.715989330793663	0.713142000498385	0.71883666108894
92	92	100	0.716744967890837	0.713863554044736	0.719626381736937
93	93	100	0.71757195816136	0.714689031730362	0.720454884592359
94	94	100	0.718208630589547	0.715320246970644	0.721097014208451
95	95	100	0.718951981738848	0.716054034223722	0.721849929253974
96	96	100	0.719776218821879	0.716846862956568	0.72270557468719
97	97	100	0.720498742695111	0.717570979761541	0.723426505628681
98	98	100	0.72122587031413	0.718320198704182	0.724131541924078
99	99	100	0.722076413926372	0.719208966882846	0.724943860969898
100	100	100	0.722617516519331	0.71973816794445	0.725496865094211
101	101	100	0.723201109404971	0.720345354030295	0.726056864779647
102	102	100	0.723870195844947	0.72100145142326	0.726738940266634
103	103	100	0.724437760427272	0.721581195750346	0.727294325104198
104	104	100	0.725064872064137	0.722237443059807	0.727892301068467
105	105	100	0.725700336720498	0.72287667127162	0.728524002169376
106	106	100	0.726275259307868	0.723448825462565	0.72910169315317
107	107	100	0.726751558212922	0.723945172160817	0.729557944265027
108	108	100	0.727286918432285	0.724477864113836	0.730095972750733
109	109	100	0.727820168174011	0.725036599774908	0.730603736573114
110	110	100	0.728441841211112	0.725621961039834	0.731261721382391
111	111	100	0.72927909802252	0.726461392990517	0.732096803054522
112	112	100	0.729788090234256	0.726986469633717	0.732589710834795
113	113	100	0.73036469545517	0.727580875388838	0.733148515521502
114	114	100	0.730839544577808	0.728059365729599	0.733619723426017
115	115	100	0.731545813541869	0.72876590102581	0.734325726057928
116	116	100	0.732119531343655	0.729331911074104	0.734907151613206
117	117	100	0.732599731876102	0.729801178886488	0.735398284865715
118	118	100	0.733272164641311	0.730459061018603	0.736085268264018
119	119	100	0.733882048038994	0.731084336187894	0.736679759890094
120	120	100	0.734387896551839	0.73158658697772	0.737189206125958
121	121	100	0.735010173019373	0.732259033906011	0.737761312132736
122	122	100	0.735492670619534	0.732715992063023	0.738269349176046
123	123	100	0.735863931100401	0.733098044624398	0.738629817576404
124	124	100	0.736498189373895	0.73373814118069	0.739258237567101
125	125	100	0.737054481878938	0.734321829343195	0.739787134414681
126	126	100	0.737528050182772	0.734798291385961	0.740257808979582
127	127	100	0.738037757607141	0.735328724257097	0.740746790957186
128	128	100	0.738599210050889	0.735918580734076	0.741279839367702
129	129	100	0.739170449765154	0.736474805131955	0.741866094398352
130	130	100	0.73979342839117	0.737124280862888	0.742462575919451
131	131	100	0.740355370643635	0.737708246596357	0.743002494690912
132	132	100	0.740807338793583	0.738154014829397	0.743460662757769
133	133	100	0.741504590066101	0.738871970023764	0.744137210108439
134	134	100	0.742176380603345	0.739575928086934	0.744776833119756
135	135	100	0.742752471921663	0.740181548398174	0.745323395445151
136	136	100	0.743247904924671	0.740695696756327	0.745800113093015
137	137	100	0.743904254834993	0.741345776092141	0.746462733577845
138	138	100	0.744430548086713	0.741877617182604	0.746983478990821
139	139	100	0.745196237408552	0.742658507094547	0.747733967722557
140	140	100	0.745669308565608	0.74314557130155	0.748193045829667
141	141	100	0.746200601401807	0.743679076903589	0.748722125900025
142	142	100	0.746664606956084	0.744118128627161	0.749211085285007
143	143	100	0.747286369454177	0.744748172653768	0.749824566254586
144	144	100	0.747818747852356	0.745310655030513	0.750326840674199
145	145	100	0.748251530852514	0.74573385404772	0.750769207657308
146	146	100	0.748835564425474	0.746325420196538	0.75134570865441
147	147	100	0.749319707501182	0.746788515665471	0.751850899336894
148	148	100	0.749995191460289	0.747504704082258	0.752485678838319
149	149	100	0.750438222875425	0.747941646006582	0.752934799744269
150	150	100	0.750909819046496	0.748419426906959	0.753400211186032
151	151	100	0.751276418009128	0.748795146513229	0.753757689505028
152	152	100	0.751691422917551	0.749233793754063	0.754149052081039
153	153	100	0.752307657075157	0.74983199007168	0.754783324078634
154	154	100	0.752759426147881	0.750261146695916	0.755257705599847
155	155	100	0.753269649304634	0.750783106625005	0.755756191984263
156	156	100	0.753823447431703	0.751326692031547	0.756320202831859
157	157	100	0.754338676588988	0.751843029334167	0.756834323843809
158	158	100	0.754772982556284	0.752275504193556	0.757270460919013
159	159	100	0.755163136216824	0.752656314736087	0.757669957697561
160	160	100	0.755587421588362	0.753084807719655	0.758090035457069
161	161	100	0.755951583764305	0.753459818922708	0.758443348605902
162	162	100	0.756503460252188	0.754024184938133	0.758982735566243
163	163	100	0.75695454458247	0.754484279158299	0.759424810006642
164	164	100	0.757374395964021	0.754903962853167	0.759844829074875
165	165	100	0.757827157363689	0.755356591359649	0.760297723367729
166	166	100	0.758223147521319	0.755766004011572	0.760680291031066
167	167	100	0.758732720070439	0.756287081464237	0.761178358676641
168	168	100	0.759211863500632	0.756786239064114	0.761637487937149
169	169	100	0.759678716249545	0.757257055864889	0.762100376634202
170	170	100	0.760118374761113	0.757682703657107	0.762554045865119
171	171	100	0.760520967054239	0.758088569604618	0.76295336450386
172	172	100	0.760946352898375	0.758512636160251	0.763380069636498
173	173	100	0.761332317729219	0.758898861723817	0.76376577373462
174	174	100	0.761789944062938	0.759369936680464	0.764209951445412
175	175	100	0.762176430860296	0.759752563770886	0.764600297949706
176	176	100	0.762643306342685	0.76022792471704	0.765058687968329
177	177	100	0.763037775648223	0.76062159566898	0.765453955627466
178	178	100	0.763417959637366	0.760981780577973	0.765854138696759
179	179	100	0.763814423086279	0.76138307118315	0.766245774989408
180	180	100	0.764212361436859	0.761785015065045	0.766639707808673
181	181	100	0.764702163065365	0.7622848635942	0.76711946253653
182	182	100	0.765192605330167	0.762788121129437	0.767597089530898
183	183	100	0.765646819618997	0.763255248763231	0.768038390474763
184	184	100	0.766056143066978	0.763666533134084	0.768445752999873
185	185	100	0.766415571610712	0.764050773093805	0.768780370127618
186	186	100	0.766850432333368	0.764489449475717	0.769211415191019
187	187	100	0.767249167749838	0.764899107272755	0.76959922822692
