Error,Type
0.0221030705197905,FGr
0.0191636747472489,PC1
0.0197254553775597,PC2
0.0429118563055367,PC3
0.0903036880288672,PC4
0.0938241952186362,PC5
0.122767893540178,PC6
0.127334636576912,PC7
0.221530210235134,PC8
0.230999166756163,PC9
0.23998075977686,PC10
0.272587793235293,PC11
0.283522787150642,PC12
0.381825238999789,PC13
0.402617985932517,PC14
0.419006766839194,PC15
0.435881098923203,PC16
0.454828817161589,PC17
0.485313308111231,PC18
0.523957659639894,PC19
0.561046649107815,PC20
0.574997241890044,PC21
0.599079197992114,PC22
0.623024362387053,PC23
0.656544021772391,PC24
0.685842531485507,PC25
0.728509383174749,PC26
0.764162031852436,PC27
0.796577284371569,PC28
0.821127940950012,PC29
0.842397557078659,PC30
0.867683891066316,PC31
0.882413301887517,PC32
0.899989688070746,PC33
0.907487981957701,PC34
0.91531311371302,PC35
0.918104249846556,PC36
0.925440443257612,PC37
0.929332473945332,PC38
0.933614196277749,PC39
0.940424130085784,PC40
0.944029492104976,PC41
0.945930418358103,PC42
0.955770262915794,PC43
0.956458552124696,PC44
0.954061006247395,PC45
0.956328277475919,PC46
0.959362223941172,PC47
0.961851667804714,PC48
0.958699267376961,PC49
0.963662646356259,PC50
0.96145712877249,PC51
0.96866695037605,PC52
0.971168291311618,PC53
0.971895625368482,PC54
0.969766038490011,PC55
0.972946374329335,PC56
0.973547885895431,PC57
0.975544409537438,PC58
0.975365445819627,PC59
0.976517685308896,PC60
0.97690998925785,PC61
0.978464261659541,PC62
0.978745129821742,PC63
0.97811288008457,PC64
0.977314687305525,PC65
0.980079214486703,PC66
0.981228737977574,PC67
0.984038101428524,PC68
0.982681256913262,PC69
0.981848273622309,PC70
0.981572919732097,PC71
0.983391449863172,PC72
0.984659823216252,PC73
0.98558935149611,PC74
0.983706363255753,PC75
0.986115057364586,PC76
0.986121513157618,PC77
0.986348731291556,PC78
0.985613901023242,PC79
0.986684037508879,PC80
0.98632128815626,PC81
0.988900800208964,PC82
0.988325787446435,PC83
0.987503887952765,PC84
0.989420591991252,PC85
0.988930716351004,PC86
0.989849668945732,PC87
0.99059045009678,PC88
0.991008105608712,PC89
0.991765276629365,PC90
0.990569816522295,PC91
0.993121420567832,PC92
0.992318296707625,PC93
0.991184559267884,PC94
0.991969066335356,PC95
0.991565566915915,PC96
0.992104308135634,PC97
0.992889428496736,PC98
0.991993298370069,PC99
0.99419702277627,PC100
