Error,Type
0.0269151034137721,FGr
0.0233746233295463,PC1
0.0242545016840563,PC2
0.0520602837345301,PC3
0.107732262954617,PC4
0.113020512192545,PC5
0.147806264051484,PC6
0.154132193453665,PC7
0.265532985024865,PC8
0.275359221379603,PC9
0.287854013332207,PC10
0.325703930373539,PC11
0.3411123662592,PC12
0.446625164776028,PC13
0.461162046816523,PC14
0.489799006316536,PC15
0.515789914589295,PC16
0.54130383737378,PC17
0.567356003339901,PC18
0.604599306014102,PC19
0.638864588062145,PC20
0.663917566691358,PC21
0.680025924917095,PC22
0.716857933618925,PC23
0.752632118640516,PC24
0.769556757023121,PC25
0.806989981925554,PC26
0.821762165402175,PC27
0.837865819162201,PC28
0.863934802863537,PC29
0.875814545032071,PC30
0.885380974403049,PC31
0.899464668294601,PC32
0.899266992205641,PC33
0.911225712473067,PC34
0.915618653130798,PC35
0.921135144524356,PC36
0.930334528430205,PC37
0.933255646282373,PC38
0.931138384367241,PC39
0.938160361518421,PC40
0.93908158354133,PC41
0.942268708857569,PC42
0.942753464751703,PC43
0.947990427946084,PC44
0.946951540254151,PC45
0.951755488642154,PC46
0.955096961619514,PC47
0.956577411200069,PC48
0.958667669023059,PC49
0.957262598863866,PC50
0.963147982481879,PC51
0.960013069610324,PC52
0.963993336263593,PC53
0.963036716608108,PC54
0.968264054702051,PC55
0.967090504966107,PC56
0.967385072507449,PC57
0.968516406432342,PC58
0.970505005611212,PC59
0.970795528269126,PC60
0.97314392879561,PC61
0.975745724007413,PC62
0.975092625532441,PC63
0.974251395919283,PC64
0.976899204369087,PC65
0.975665824757253,PC66
0.977681931596874,PC67
0.976141733456572,PC68
0.976643265722757,PC69
0.979134100049126,PC70
0.980095581279598,PC71
0.978415675948348,PC72
0.978007000528778,PC73
0.979315402705796,PC74
0.983309588382243,PC75
0.983286566961374,PC76
0.98399699054148,PC77
0.982795990021069,PC78
0.983844571285964,PC79
0.982099177807186,PC80
0.985373731178572,PC81
0.984458059287149,PC82
0.985097011545513,PC83
0.983542611429892,PC84
0.985954580894057,PC85
0.984329354119124,PC86
0.985866772465666,PC87
0.986055907315225,PC88
0.988195968995952,PC89
0.984699801411088,PC90
0.987187961252234,PC91
0.988149979840612,PC92
0.987046200171454,PC93
0.989718132938981,PC94
0.988770178123188,PC95
0.990337544797072,PC96
0.990252183685524,PC97
0.989290466279016,PC98
0.98981172330361,PC99
0.991026891759861,PC100
