Error,Type
0.0242713069921606,FGr
0.0211194339663558,PC1
0.021735948782168,PC2
0.047278917753939,PC3
0.0985089061248756,PC4
0.1021412059818,PC5
0.134379485638972,PC6
0.140710841863803,PC7
0.241884868857595,PC8
0.252459988563195,PC9
0.261493335494678,PC10
0.292441191078573,PC11
0.310016239809047,PC12
0.41524253235634,PC13
0.428740800864683,PC14
0.449850808979231,PC15
0.471931281855594,PC16
0.492152004496173,PC17
0.523443565016749,PC18
0.56309948422653,PC19
0.592522866438686,PC20
0.619393148099767,PC21
0.651503672863203,PC22
0.667192620878241,PC23
0.692864212213754,PC24
0.738065502342854,PC25
0.768568935940646,PC26
0.790347139044307,PC27
0.822717268451588,PC28
0.836250698188042,PC29
0.85843584071235,PC30
0.878841972067257,PC31
0.886011697234523,PC32
0.902245232637908,PC33
0.912132145047239,PC34
0.91379419654676,PC35
0.926312823726646,PC36
0.929833298266059,PC37
0.933503649376855,PC38
0.934685912437933,PC39
0.93886246294722,PC40
0.938518357735792,PC41
0.942464587261653,PC42
0.950978710442318,PC43
0.952367990801161,PC44
0.952464460038211,PC45
0.952888238791974,PC46
0.960161162044837,PC47
0.956882486566058,PC48
0.958796076182263,PC49
0.962847055655735,PC50
0.965973171996963,PC51
0.964881115291978,PC52
0.967274150771247,PC53
0.964873070039671,PC54
0.966284703873773,PC55
0.968421303155415,PC56
0.970135656580913,PC57
0.968847774957022,PC58
0.97245244786031,PC59
0.970359181584173,PC60
0.973916596238743,PC61
0.976353787129296,PC62
0.974656010597137,PC63
0.975953181679525,PC64
0.979170333234384,PC65
0.978817751112048,PC66
0.979581779562955,PC67
0.981431537043293,PC68
0.982111206466561,PC69
0.981246557404219,PC70
0.980053584025219,PC71
0.982751965949268,PC72
0.983892648742847,PC73
0.982252741389074,PC74
0.982595291890545,PC75
0.98457654061507,PC76
0.986088042868309,PC77
0.986413629628407,PC78
0.985708855250374,PC79
0.985835879814942,PC80
0.985809473305891,PC81
0.983850730911428,PC82
0.986104336224699,PC83
0.98688245523716,PC84
0.986053579597899,PC85
0.988006895732627,PC86
0.989613492700726,PC87
0.988614763736108,PC88
0.99036919690147,PC89
0.989261839046736,PC90
0.988009872192184,PC91
0.98919279847041,PC92
0.988017051690879,PC93
0.990875267402079,PC94
0.98983321709688,PC95
0.991149612639051,PC96
0.990139830262551,PC97
0.992812055442219,PC98
0.992178632838586,PC99
0.990603293810288,PC100
