Error,Type
0.0186745632957988,FGr
0.0162410860711466,PC1
0.0168016503679071,PC2
0.036419506845673,PC3
0.0773081545295844,PC4
0.0798171314045836,PC5
0.105501214350838,PC6
0.109437709506325,PC7
0.192454742332913,PC8
0.199968152070356,PC9
0.206967535787348,PC10
0.235779211168641,PC11
0.245426635348038,PC12
0.334806811148418,PC13
0.345418170697795,PC14
0.3642596824393,PC15
0.375187598754921,PC16
0.400478668168529,PC17
0.421795343103451,PC18
0.464691046878055,PC19
0.482152117216899,PC20
0.511489642007157,PC21
0.529872027306717,PC22
0.548247262997169,PC23
0.572823862967981,PC24
0.610250766411059,PC25
0.648468540972931,PC26
0.696756760033404,PC27
0.73587240491319,PC28
0.781972531506767,PC29
0.814554268507789,PC30
0.830581835593199,PC31
0.868681638211788,PC32
0.881464784150516,PC33
0.905348390339883,PC34
0.91278780431229,PC35
0.920683130679876,PC36
0.93610061843583,PC37
0.934869925063985,PC38
0.934898014675896,PC39
0.945351260764394,PC40
0.948088384558626,PC41
0.952008676628692,PC42
0.956561659694213,PC43
0.959656493995212,PC44
0.956351712731109,PC45
0.960776537622752,PC46
0.962838489106022,PC47
0.965258042815308,PC48
0.964002909075218,PC49
0.968819965401335,PC50
0.972345225069992,PC51
0.971595015084353,PC52
0.973923693010747,PC53
0.973830067293975,PC54
0.978722664982192,PC55
0.975626625440033,PC56
0.97745968638897,PC57
0.976815830026064,PC58
0.977759061387655,PC59
0.979392474610768,PC60
0.97773511866734,PC61
0.980255084049319,PC62
0.981920932574427,PC63
0.982841693791511,PC64
0.981458691948149,PC65
0.982737803730203,PC66
0.984887142963159,PC67
0.98486483966408,PC68
0.985591247555093,PC69
0.9862155396587,PC70
0.985964936650399,PC71
0.986373101277669,PC72
0.987090250407244,PC73
0.986026311184854,PC74
0.988738649708773,PC75
0.986696031099514,PC76
0.989681591089212,PC77
0.991517653648858,PC78
0.989861201865336,PC79
0.990267491627714,PC80
0.990646259454285,PC81
0.99184627540007,PC82
0.990498985754926,PC83
0.991049514148527,PC84
0.991416801614477,PC85
0.991083744746588,PC86
0.993483699387964,PC87
0.992995022071225,PC88
0.994974615495884,PC89
0.994883310513975,PC90
0.994151006301249,PC91
0.994741875247532,PC92
0.993993633591935,PC93
0.995608339081382,PC94
0.993129385026673,PC95
0.995500813025727,PC96
0.995363378908735,PC97
0.995521695866183,PC98
0.995601828993635,PC99
0.995989869736695,PC100
