Error,Type
0.103121173029868,FGr
0.0958240599034502,PC1
0.101738099974612,PC2
0.204225688541503,PC3
0.383123050208169,PC4
0.405360049220734,PC5
0.493393861451029,PC6
0.533459507266838,PC7
0.748529658949928,PC8
0.778378623474294,PC9
0.821330277272583,PC10
0.844254323014247,PC11
0.855931933278233,PC12
0.882333796674304,PC13
0.883140962530706,PC14
0.896020356412755,PC15
0.899774155544894,PC16
0.906354405445243,PC17
0.909794226916997,PC18
0.911463713275549,PC19
0.919438590757575,PC20
0.922748032857632,PC21
0.930071069602125,PC22
0.925753864670256,PC23
0.93259381710489,PC24
0.931415364157229,PC25
0.933044575995768,PC26
0.940280872009388,PC27
0.94200930001997,PC28
0.944436909283054,PC29
0.942445674111624,PC30
0.941857078315081,PC31
0.945208625170679,PC32
0.947535753286689,PC33
0.949947994020027,PC34
0.946063268767106,PC35
0.953219405337066,PC36
0.950439447871735,PC37
0.951749158814525,PC38
0.957673263664307,PC39
0.957140581676081,PC40
0.956891140639105,PC41
0.95698354617795,PC42
0.960446519491286,PC43
0.958882675960635,PC44
0.957975145306603,PC45
0.959109890396036,PC46
0.963206224337166,PC47
0.962743808823488,PC48
0.964688806046258,PC49
0.963029075415512,PC50
0.962266929267707,PC51
0.966864674986838,PC52
0.967497261695596,PC53
0.964700414927469,PC54
0.964833589030514,PC55
0.968791083313464,PC56
0.96908771083211,PC57
0.968594212777601,PC58
0.970876046011666,PC59
0.968619840780656,PC60
0.970806518320756,PC61
0.969406756669443,PC62
0.968183144308041,PC63
0.970992736290007,PC64
0.973846947855228,PC65
0.973431194006651,PC66
0.971657753444686,PC67
0.971171465352304,PC68
0.974726626160183,PC69
0.974378741436227,PC70
0.973781732318897,PC71
0.973724755396339,PC72
0.974658855343545,PC73
0.975687299042223,PC74
0.97621457215799,PC75
0.976361823472303,PC76
0.975989483536095,PC77
0.977280650217797,PC78
0.978360664928019,PC79
0.975858153597327,PC80
0.978641107899575,PC81
0.978941975525257,PC82
0.977802919387262,PC83
0.97877630095348,PC84
0.977513444230197,PC85
0.979287084709911,PC86
0.981809710854572,PC87
0.982321949180087,PC88
0.978052493015822,PC89
0.980816656791729,PC90
0.9805616351225,PC91
0.979630949885579,PC92
0.980667624458059,PC93
0.9808154137854,PC94
0.981635939310298,PC95
0.983798177876706,PC96
0.982649536059748,PC97
0.982761386937226,PC98
0.981300541870182,PC99
0.982560258355334,PC100
