Pop	avg_PRS	LAT	LONG
0	-0.0557828543087052	0	0
1	-0.0841524300689783	0	1
2	-0.0705245609806997	0	2
3	-0.0666751519278425	0	3
4	-0.0664814680686587	0	4
5	-0.0453120270777864	0	5
6	-0.00309779051188415	1	0
7	-0.0132454824938232	1	1
8	-0.0153146764670415	1	2
9	0.00349860444615233	1	3
10	0.0104306367941899	1	4
11	-0.00042653528058136	1	5
12	-0.0517929214589173	2	0
13	-0.019348438819429	2	1
14	0.00882739671462664	2	2
15	0.03464404321108	2	3
16	0.0578248501516065	2	4
17	0.0590143562043505	2	5
18	-0.0733492432832398	3	0
19	-0.0642370371720087	3	1
20	-0.00605016009483342	3	2
21	0.0158769930975689	3	3
22	0.0246367524319633	3	4
23	0.0551192908318803	3	5
24	-0.0238425105969775	4	0
25	-0.010904171330736	4	1
26	0.0162106640099181	4	2
27	-0.0217033180135291	4	3
28	0.0247064222251864	4	4
29	0.0315915910270533	4	5
30	0.0783904576746905	5	0
31	0.0815315823811686	5	1
32	0.0484881271065444	5	2
33	0.0521714055565026	5	3
34	0.0488308156828531	5	4
35	0.0404467884083372	5	5
