Error,Type
0.110250416081012,FGr
0.0299181099512202,PC1
0.0307036710521886,PC2
0.0664893880437504,PC3
0.136585104614697,PC4
0.142025309675188,PC5
0.183945455725282,PC6
0.193986438614189,PC7
0.325168321763254,PC8
0.341840107189605,PC9
0.35610314732426,PC10
0.393492976521899,PC11
0.422939019661595,PC12
0.532751378360562,PC13
0.565640463445619,PC14
0.587523240983055,PC15
0.624250119221218,PC16
0.648150651625013,PC17
0.680286547526363,PC18
0.708882402865076,PC19
0.731270142760189,PC20
0.768532983033619,PC21
0.777930591218469,PC22
0.804393878224171,PC23
0.820214417927547,PC24
0.841277743740468,PC25
0.854869677252019,PC26
0.868643278845074,PC27
0.877767535508574,PC28
0.884712045795875,PC29
0.892947243784076,PC30
0.898244258440791,PC31
0.905210821555353,PC32
0.917432842370967,PC33
0.914151271324879,PC34
0.912072260819496,PC35
0.928104894046802,PC36
0.924618734503516,PC37
0.930434912981051,PC38
0.940132790444729,PC39
0.936065045909146,PC40
0.939757929216214,PC41
0.940210186159482,PC42
0.947451710537609,PC43
0.950906919767534,PC44
0.948715008690553,PC45
0.950956089378851,PC46
0.953325583551452,PC47
0.951860068313833,PC48
0.958632062824911,PC49
0.95797247488366,PC50
0.956709910728786,PC51
0.962352810883715,PC52
0.963639763458359,PC53
0.960858828731746,PC54
0.962889299341519,PC55
0.96326963225386,PC56
0.963499459669583,PC57
0.96372125316695,PC58
0.965067167309188,PC59
0.968218738807745,PC60
0.969911753874995,PC61
0.96728221176047,PC62
0.967699939302281,PC63
0.970769402657324,PC64
0.971513619741456,PC65
0.96922564100165,PC66
0.974800385669764,PC67
0.9744157892105,PC68
0.976687465537287,PC69
0.973708130797298,PC70
0.972355354126344,PC71
0.976061881414407,PC72
0.975517326987091,PC73
0.978615911484962,PC74
0.978183615707932,PC75
0.976319168952869,PC76
0.977256679347015,PC77
0.978694334905571,PC78
0.977544863701777,PC79
0.981223730422827,PC80
0.980493253513394,PC81
0.981066678385988,PC82
0.9801064916813,PC83
0.983362506439762,PC84
0.983611844663593,PC85
0.982915488952774,PC86
0.980910826747658,PC87
0.98360640420402,PC88
0.983380553782183,PC89
0.985704290445712,PC90
0.984243015074731,PC91
0.983435187057882,PC92
0.985811412609006,PC93
0.983204856260208,PC94
0.984121569276573,PC95
0.986278010189081,PC96
0.984473788323079,PC97
0.984444244925186,PC98
0.986086192752479,PC99
0.985408309633402,PC100
