Error,Type
0.0482439683211435,FGr
0.0125459268928521,PC1
0.0128723019361447,PC2
0.0282905931665895,PC3
0.0603613243396886,PC4
0.0617515472289224,PC5
0.0819643791046839,PC6
0.0852182697142509,PC7
0.150779611626359,PC8
0.155637755330089,PC9
0.162036346535096,PC10
0.183917463877975,PC11
0.191322165726633,PC12
0.266673943443774,PC13
0.277883435364045,PC14
0.285806242910649,PC15
0.297019473504387,PC16
0.319688751955474,PC17
0.33564727705884,PC18
0.373397272067321,PC19
0.389690416780235,PC20
0.406731152020384,PC21
0.425915584968605,PC22
0.439304759424343,PC23
0.456325009815841,PC24
0.480200991807602,PC25
0.53855922025588,PC26
0.568330058233642,PC27
0.605782630938953,PC28
0.648148727365377,PC29
0.691397893204042,PC30
0.75707351034473,PC31
0.807550850607221,PC32
0.845646087318303,PC33
0.886683259146356,PC34
0.901702698660026,PC35
0.923846104201547,PC36
0.933012309045435,PC37
0.942921167137044,PC38
0.948857831356391,PC39
0.952184979644984,PC40
0.957375424432672,PC41
0.960304935433952,PC42
0.964825461671116,PC43
0.965144555566099,PC44
0.97030472486573,PC45
0.973591751867781,PC46
0.972013987587342,PC47
0.975531234705976,PC48
0.976652263540596,PC49
0.976562055113676,PC50
0.97903185604096,PC51
0.982292637976058,PC52
0.982072225939727,PC53
0.981940357189231,PC54
0.982859005280235,PC55
0.9842542049486,PC56
0.986502746103186,PC57
0.987221835027611,PC58
0.990294281907299,PC59
0.988315965446801,PC60
0.989268101686164,PC61
0.991498274503895,PC62
0.990642137955924,PC63
0.989596412832405,PC64
0.990681663816821,PC65
0.990605913101114,PC66
0.992684719453073,PC67
0.990674420022193,PC68
0.993736038642747,PC69
0.991935045445558,PC70
0.992423453140266,PC71
0.994717640050695,PC72
0.994928567895476,PC73
0.994126286533562,PC74
0.994621493329784,PC75
0.994054129242554,PC76
0.995460848502093,PC77
0.996772048481594,PC78
0.996085974781645,PC79
0.995985000035477,PC80
0.998534829402725,PC81
0.997778149545801,PC82
0.997419227643433,PC83
0.997284943706943,PC84
0.998612978534281,PC85
0.999261916111004,PC86
0.999832423378853,PC87
0.997576493767742,PC88
0.999078217808735,PC89
0.99988910406585,PC90
0.998975448137437,PC91
0.99923282110822,PC92
1.00019902082715,PC93
1.00063214597203,PC94
1.00153451866712,PC95
1.00112231307074,PC96
0.999805235288065,PC97
0.999693861672816,PC98
1.00169307806507,PC99
1.00206270004944,PC100
